tm1,tm1PER,tm1winPerc,tm2,tm2PER,tm2winPerc,seasonSeries,outcome
HOU,57.6,.561,OKC,58.4,.634,-1,0
SAS,57.9,.585,LAL,62.8,.695,1,0
SAS,57.9,.585,OKC,58.4,.634,1,1
WAS,51.9,.524,BOS,62.1,.768,-1,0
PHI,63.5,.707,BOS,62.1,.768,-1,1
WAS,51.9,.524,BRK,50.2,.537,-1,1
PHO,53.6,.561,DEN,64.2,.561,1,1
PHO,53.6,.561,LAL,62.8,.695,-1,0
MIL,55.5,.671,PHI,63.5,.707,1,0
LAL,62.8,.695,PHI,63.5,.707,0,1
ATL,54.1,.512,PHI,63.5,.707,0,0
