tm1,tm1PER,tm1winPerc,tm2,tm2PER,tm2winPerc,seasonSeries,outcome
ATL,52.2,.524,BOS,64.7,.683,-1,0
DEN,67.5,.549,SAS,59.2,.646,-1,0
POR,56.4,.561,LAL,67.2,.707,0,0
MIL,59.8,.622,BOS,64.7,.683,0,1
NYK,57.5,.537,BRK,53.1,.598,-1,1
NYK,57.5,.537,PHI,66.8,.793,-1,0
DEN,67.5,.549,PHO,54.6,.646,1,1
POR,56.4,.561,OKC,57.8,.585,0,1
SAS,59.2,.646,LAL,67.2,.707,1,0
MIL,59.8,.622,PHI,66.8,.793,-1,0
LAL,67.2,.707,PHI,66.8,.793,-1,0
