tm1,tm1PER,tm1winPerc,tm2,tm2PER,tm2winPerc,seasonSeries,outcome
OKC,53.9,.683,LAL,63.5,.732,-1,0
SAS,57.9,.500,HOU,56.2,.500,0,0
SAC,51.9,.573,PHO,61.6,.671,-1,0
POR,55.0,.463,OKC,53.9,.683,-1,0
PHI,63.4,.720,BOS,54.9,.744,0,1
PHI,63.4,.720,LAL,63.5,.732,0,0
MIL,55.6,.598,OKC,53.9,.683,-1,0
WAS,50.7,.476,PHI,63.4,.720,-1,0
PHO,61.6,.671,LAL,63.5,.732,0,0
HOU,56.2,.500,BOS,54.9,.744,-1,0
ATL,56.6,.610,PHI,63.4,.720,1,0
