tm1,tm1PER,tm1winPerc,tm2,tm2PER,tm2winPerc,seasonSeries,outcome
HOU,59.6,.488,SAC,54.5,.488,-1,1
SAC,54.5,.488,POR,53.6,.549,1,1
PHI,64.9,.756,BOS,62.7,.756,0,0
HOU,59.6,.488,SAS,58.8,.634,0,1
CHI,56.7,.549,BOS,62.7,.756,-1,0
CHI,56.7,.549,NYK,54.5,.610,0,1
HOU,59.6,.488,LAL,69.2,.659,-1,1
SAC,54.5,.488,PHO,55.7,.695,1,1
MIL,59.7,.732,PHI,64.9,.756,1,0
HOU,59.6,.488,BOS,62.7,.756,-1,0
IND,54.2,.537,PHI,64.9,.756,-1,0
