team2Score,team1Score,team1,team2
91,83,Washington Bullets,Boston Celtics
88,86,Seattle SuperSonics,Dallas Mavericks
93,94,New York Knicks,Detroit Pistons
105,89,Atlanta Hawks,Milwaukee Bucks
123,121,Denver Nuggets,Utah Jazz
116,105,Kansas City Kings,Los Angeles Lakers
101,116,New Jersey Nets,Philadelphia 76ers
106,113,Phoenix Suns,Portland Trail Blazers
88,85,Washington Bullets,Boston Celtics
92,95,Seattle SuperSonics,Dallas Mavericks
113,105,New York Knicks,Detroit Pistons
101,87,Atlanta Hawks,Milwaukee Bucks
116,132,Denver Nuggets,Utah Jazz
109,102,Kansas City Kings,Los Angeles Lakers
102,116,New Jersey Nets,Philadelphia 76ers
122,116,Phoenix Suns,Portland Trail Blazers
103,94,Milwaukee Bucks,Atlanta Hawks
104,94,Dallas Mavericks,Seattle SuperSonics
111,108,Boston Celtics,Washington Bullets
121,117,Utah Jazz,Denver Nuggets
102,108,Los Angeles Lakers,Kansas City Kings
100,108,Philadelphia 76ers,New Jersey Nets
120,113,Detroit Pistons,New York Knicks
106,103,Portland Trail Blazers,Phoenix Suns
100,97,Milwaukee Bucks,Atlanta Hawks
124,129,Utah Jazz,Denver Nuggets
102,110,Philadelphia 76ers,New Jersey Nets
110,113,Portland Trail Blazers,Phoenix Suns
96,107,Dallas Mavericks,Seattle SuperSonics
96,99,Boston Celtics,Washington Bullets
112,119,Detroit Pistons,New York Knicks
105,104,Seattle SuperSonics,Dallas Mavericks
118,89,Atlanta Hawks,Milwaukee Bucks
98,101,New Jersey Nets,Philadelphia 76ers
105,117,Phoenix Suns,Portland Trail Blazers
127,111,Denver Nuggets,Utah Jazz
123,127,New York Knicks,Detroit Pistons
134,91,Dallas Mavericks,Los Angeles Lakers
110,92,New York Knicks,Boston Celtics
100,106,New Jersey Nets,Milwaukee Bucks
105,95,Phoenix Suns,Utah Jazz
117,101,Dallas Mavericks,Los Angeles Lakers
98,94,New Jersey Nets,Milwaukee Bucks
116,102,New York Knicks,Boston Celtics
97,102,Phoenix Suns,Utah Jazz
93,100,Milwaukee Bucks,New Jersey Nets
125,115,Los Angeles Lakers,Dallas Mavericks
100,92,Boston Celtics,New York Knicks
106,94,Utah Jazz,Phoenix Suns
106,99,Milwaukee Bucks,New Jersey Nets
115,122,Los Angeles Lakers,Dallas Mavericks
118,113,Boston Celtics,New York Knicks
111,110,Utah Jazz,Phoenix Suns
115,99,Dallas Mavericks,Los Angeles Lakers
94,82,New Jersey Nets,Milwaukee Bucks
118,106,Phoenix Suns,Utah Jazz
121,99,New York Knicks,Boston Celtics
97,98,Milwaukee Bucks,New Jersey Nets
102,82,Utah Jazz,Phoenix Suns
106,104,Boston Celtics,New York Knicks
110,94,Phoenix Suns,Los Angeles Lakers
121,104,New York Knicks,Boston Celtics
119,96,Milwaukee Bucks,Boston Celtics
118,102,Phoenix Suns,Los Angeles Lakers
125,110,Milwaukee Bucks,Boston Celtics
135,127,Los Angeles Lakers,Phoenix Suns
100,109,Boston Celtics,Milwaukee Bucks
115,126,Los Angeles Lakers,Phoenix Suns
122,113,Boston Celtics,Milwaukee Bucks
115,108,Milwaukee Bucks,Boston Celtics
121,126,Phoenix Suns,Los Angeles Lakers
97,99,Los Angeles Lakers,Phoenix Suns
109,115,Los Angeles Lakers,Boston Celtics
124,121,Los Angeles Lakers,Boston Celtics
137,104,Boston Celtics,Los Angeles Lakers
125,129,Boston Celtics,Los Angeles Lakers
121,103,Los Angeles Lakers,Boston Celtics
119,108,Boston Celtics,Los Angeles Lakers
111,102,Los Angeles Lakers,Boston Celtics
