team2Score,team1Score,team1,team2
103,91,Philadelphia 76ers,Chicago Bulls
77,81,Orlando Magic,Indiana Pacers
100,67,New York Knicks,Miami Heat
99,98,Dallas Mavericks,Oklahoma City Thunder
83,74,Boston Celtics,Atlanta Hawks
103,88,Denver Nuggets,Los Angeles Lakers
98,99,Los Angeles Clippers,Memphis Grizzlies
106,91,Utah Jazz,San Antonio Spurs
93,78,Orlando Magic,Indiana Pacers
104,94,New York Knicks,Miami Heat
102,99,Dallas Mavericks,Oklahoma City Thunder
80,87,Boston Celtics,Atlanta Hawks
92,109,Philadelphia 76ers,Chicago Bulls
104,100,Denver Nuggets,Los Angeles Lakers
105,98,Los Angeles Clippers,Memphis Grizzlies
74,97,Indiana Pacers,Orlando Magic
114,83,Utah Jazz,San Antonio Spurs
79,95,Oklahoma City Thunder,Dallas Mavericks
70,87,Miami Heat,New York Knicks
90,84,Atlanta Hawks,Boston Celtics
99,84,Los Angeles Lakers,Denver Nuggets
79,74,Chicago Bulls,Philadelphia 76ers
97,103,Oklahoma City Thunder,Dallas Mavericks
87,86,Memphis Grizzlies,Los Angeles Clippers
99,101,Indiana Pacers,Orlando Magic
90,102,San Antonio Spurs,Utah Jazz
101,79,Atlanta Hawks,Boston Celtics
88,92,Los Angeles Lakers,Denver Nuggets
89,87,Miami Heat,New York Knicks
89,82,Chicago Bulls,Philadelphia 76ers
101,97,Memphis Grizzlies,Los Angeles Clippers
81,87,San Antonio Spurs,Utah Jazz
87,86,Boston Celtics,Atlanta Hawks
77,69,Philadelphia 76ers,Chicago Bulls
105,87,Orlando Magic,Indiana Pacers
99,102,Denver Nuggets,Los Angeles Lakers
92,80,Los Angeles Clippers,Memphis Grizzlies
106,94,New York Knicks,Miami Heat
83,80,Atlanta Hawks,Boston Celtics
113,96,Los Angeles Lakers,Denver Nuggets
79,78,Chicago Bulls,Philadelphia 76ers
88,90,Memphis Grizzlies,Los Angeles Clippers
92,91,Philadelphia 76ers,Boston Celtics
96,87,Denver Nuggets,Los Angeles Lakers
72,82,Los Angeles Clippers,Memphis Grizzlies
95,86,Indiana Pacers,Miami Heat
81,82,Philadelphia 76ers,Boston Celtics
119,90,Los Angeles Lakers,Oklahoma City Thunder
75,78,Indiana Pacers,Miami Heat
108,92,Los Angeles Clippers,San Antonio Spurs
77,75,Los Angeles Lakers,Oklahoma City Thunder
91,107,Boston Celtics,Philadelphia 76ers
94,75,Miami Heat,Indiana Pacers
105,88,Los Angeles Clippers,San Antonio Spurs
99,96,Oklahoma City Thunder,Los Angeles Lakers
92,83,Boston Celtics,Philadelphia 76ers
86,96,San Antonio Spurs,Los Angeles Clippers
100,103,Oklahoma City Thunder,Los Angeles Lakers
93,101,Miami Heat,Indiana Pacers
99,102,San Antonio Spurs,Los Angeles Clippers
101,85,Philadelphia 76ers,Boston Celtics
106,90,Los Angeles Lakers,Oklahoma City Thunder
115,83,Indiana Pacers,Miami Heat
82,75,Boston Celtics,Philadelphia 76ers
93,105,Miami Heat,Indiana Pacers
85,75,Philadelphia 76ers,Boston Celtics
101,98,Oklahoma City Thunder,San Antonio Spurs
93,79,Boston Celtics,Miami Heat
120,111,Oklahoma City Thunder,San Antonio Spurs
115,111,Boston Celtics,Miami Heat
102,82,San Antonio Spurs,Oklahoma City Thunder
101,91,Miami Heat,Boston Celtics
109,103,San Antonio Spurs,Oklahoma City Thunder
93,91,Miami Heat,Boston Celtics
103,108,Oklahoma City Thunder,San Antonio Spurs
90,94,Boston Celtics,Miami Heat
107,99,San Antonio Spurs,Oklahoma City Thunder
79,98,Miami Heat,Boston Celtics
101,88,Boston Celtics,Miami Heat
105,94,Miami Heat,Oklahoma City Thunder
96,100,Miami Heat,Oklahoma City Thunder
91,85,Oklahoma City Thunder,Miami Heat
104,98,Oklahoma City Thunder,Miami Heat
121,106,Oklahoma City Thunder,Miami Heat
