team2Score,team1Score,team1,team2
102,92,Milwaukee Bucks,Atlanta Hawks
85,76,Miami Heat,Boston Celtics
96,83,Chicago Bulls,Cleveland Cavaliers
126,113,Utah Jazz,Denver Nuggets
100,94,San Antonio Spurs,Dallas Mavericks
87,79,Oklahoma City Thunder,Los Angeles Lakers
98,89,Charlotte Bobcats,Orlando Magic
100,105,Portland Trail Blazers,Phoenix Suns
112,102,Chicago Bulls,Cleveland Cavaliers
111,114,Utah Jazz,Denver Nuggets
96,86,Milwaukee Bucks,Atlanta Hawks
106,77,Miami Heat,Boston Celtics
95,92,Oklahoma City Thunder,Los Angeles Lakers
119,90,Portland Trail Blazers,Phoenix Suns
88,102,San Antonio Spurs,Dallas Mavericks
92,77,Charlotte Bobcats,Orlando Magic
108,106,Cleveland Cavaliers,Chicago Bulls
101,96,Los Angeles Lakers,Oklahoma City Thunder
89,108,Phoenix Suns,Portland Trail Blazers
98,100,Boston Celtics,Miami Heat
94,90,Dallas Mavericks,San Antonio Spurs
105,93,Denver Nuggets,Utah Jazz
86,90,Orlando Magic,Charlotte Bobcats
107,89,Atlanta Hawks,Milwaukee Bucks
110,89,Los Angeles Lakers,Oklahoma City Thunder
96,87,Phoenix Suns,Portland Trail Blazers
98,121,Cleveland Cavaliers,Chicago Bulls
101,92,Boston Celtics,Miami Heat
92,89,Dallas Mavericks,San Antonio Spurs
117,106,Denver Nuggets,Utah Jazz
90,99,Orlando Magic,Charlotte Bobcats
111,104,Atlanta Hawks,Milwaukee Bucks
107,88,Portland Trail Blazers,Phoenix Suns
96,86,Miami Heat,Boston Celtics
96,94,Chicago Bulls,Cleveland Cavaliers
103,81,San Antonio Spurs,Dallas Mavericks
111,87,Oklahoma City Thunder,Los Angeles Lakers
87,91,Milwaukee Bucks,Atlanta Hawks
116,102,Utah Jazz,Denver Nuggets
90,99,Phoenix Suns,Portland Trail Blazers
97,87,Dallas Mavericks,San Antonio Spurs
69,83,Atlanta Hawks,Milwaukee Bucks
94,95,Los Angeles Lakers,Oklahoma City Thunder
112,104,Denver Nuggets,Utah Jazz
101,93,Boston Celtics,Cleveland Cavaliers
95,74,Milwaukee Bucks,Atlanta Hawks
104,99,Utah Jazz,Los Angeles Lakers
86,104,Boston Celtics,Cleveland Cavaliers
111,102,San Antonio Spurs,Phoenix Suns
111,103,Utah Jazz,Los Angeles Lakers
114,71,Atlanta Hawks,Orlando Magic
110,102,San Antonio Spurs,Phoenix Suns
112,98,Atlanta Hawks,Orlando Magic
95,124,Cleveland Cavaliers,Boston Celtics
96,110,Phoenix Suns,San Antonio Spurs
75,105,Orlando Magic,Atlanta Hawks
110,111,Los Angeles Lakers,Utah Jazz
97,87,Cleveland Cavaliers,Boston Celtics
101,107,Phoenix Suns,San Antonio Spurs
84,98,Orlando Magic,Atlanta Hawks
96,111,Los Angeles Lakers,Utah Jazz
88,120,Boston Celtics,Cleveland Cavaliers
94,85,Cleveland Cavaliers,Boston Celtics
88,92,Boston Celtics,Orlando Magic
128,107,Phoenix Suns,Los Angeles Lakers
92,95,Boston Celtics,Orlando Magic
124,112,Phoenix Suns,Los Angeles Lakers
94,71,Orlando Magic,Boston Celtics
118,109,Los Angeles Lakers,Phoenix Suns
92,96,Orlando Magic,Boston Celtics
115,106,Los Angeles Lakers,Phoenix Suns
113,92,Boston Celtics,Orlando Magic
103,101,Phoenix Suns,Los Angeles Lakers
96,84,Orlando Magic,Boston Celtics
103,111,Los Angeles Lakers,Phoenix Suns
102,89,Boston Celtics,Los Angeles Lakers
94,103,Boston Celtics,Los Angeles Lakers
84,91,Los Angeles Lakers,Boston Celtics
96,89,Los Angeles Lakers,Boston Celtics
92,86,Los Angeles Lakers,Boston Celtics
89,67,Boston Celtics,Los Angeles Lakers
83,79,Boston Celtics,Los Angeles Lakers
