team2Score,team1Score,team1,team2
100,92,Milwaukee Bucks,Atlanta Hawks
128,108,Portland Trail Blazers,Los Angeles Lakers
102,96,Philadelphia 76ers,New York Knicks
119,123,Golden State Warriors,Utah Jazz
88,95,Chicago Bulls,Cleveland Cavaliers
101,91,Boston Celtics,Detroit Pistons
104,103,Denver Nuggets,Phoenix Suns
111,107,Houston Rockets,Seattle SuperSonics
98,108,Milwaukee Bucks,Atlanta Hawks
107,106,Philadelphia 76ers,New York Knicks
91,99,Golden State Warriors,Utah Jazz
96,88,Chicago Bulls,Cleveland Cavaliers
102,95,Boston Celtics,Detroit Pistons
113,105,Portland Trail Blazers,Los Angeles Lakers
132,114,Denver Nuggets,Phoenix Suns
109,97,Houston Rockets,Seattle SuperSonics
85,100,Detroit Pistons,Boston Celtics
121,130,Phoenix Suns,Denver Nuggets
120,106,Utah Jazz,Golden State Warriors
117,113,Atlanta Hawks,Milwaukee Bucks
115,116,New York Knicks,Philadelphia 76ers
101,94,Cleveland Cavaliers,Chicago Bulls
126,107,Seattle SuperSonics,Houston Rockets
108,116,Los Angeles Lakers,Portland Trail Blazers
105,108,Cleveland Cavaliers,Chicago Bulls
96,98,Seattle SuperSonics,Houston Rockets
106,113,Atlanta Hawks,Milwaukee Bucks
130,103,Golden State Warriors,Phoenix Suns
92,96,Milwaukee Bucks,Atlanta Hawks
100,101,Chicago Bulls,Cleveland Cavaliers
113,102,Seattle SuperSonics,Los Angeles Lakers
109,120,Chicago Bulls,New York Knicks
122,127,Golden State Warriors,Phoenix Suns
85,80,Milwaukee Bucks,Detroit Pistons
130,108,Seattle SuperSonics,Los Angeles Lakers
104,113,Phoenix Suns,Golden State Warriors
114,97,Chicago Bulls,New York Knicks
112,92,Milwaukee Bucks,Detroit Pistons
86,91,Los Angeles Lakers,Seattle SuperSonics
111,88,New York Knicks,Chicago Bulls
99,135,Phoenix Suns,Golden State Warriors
106,93,New York Knicks,Chicago Bulls
90,110,Detroit Pistons,Milwaukee Bucks
95,97,Los Angeles Lakers,Seattle SuperSonics
94,96,Detroit Pistons,Milwaukee Bucks
121,114,Chicago Bulls,New York Knicks
116,104,Golden State Warriors,Phoenix Suns
113,111,New York Knicks,Chicago Bulls
127,119,Phoenix Suns,Los Angeles Lakers
88,94,Chicago Bulls,Detroit Pistons
100,91,Chicago Bulls,Detroit Pistons
101,95,Phoenix Suns,Los Angeles Lakers
107,110,Los Angeles Lakers,Phoenix Suns
99,97,Detroit Pistons,Chicago Bulls
117,122,Los Angeles Lakers,Phoenix Suns
80,86,Detroit Pistons,Chicago Bulls
94,85,Chicago Bulls,Detroit Pistons
94,103,Detroit Pistons,Chicago Bulls
109,97,Los Angeles Lakers,Detroit Pistons
108,105,Los Angeles Lakers,Detroit Pistons
110,114,Detroit Pistons,Los Angeles Lakers
97,105,Detroit Pistons,Los Angeles Lakers
team2Score,team1Score,team1,team2
100,92,Milwaukee Bucks,Atlanta Hawks
128,108,Portland Trail Blazers,Los Angeles Lakers
102,96,Philadelphia 76ers,New York Knicks
119,123,Golden State Warriors,Utah Jazz
88,95,Chicago Bulls,Cleveland Cavaliers
101,91,Boston Celtics,Detroit Pistons
104,103,Denver Nuggets,Phoenix Suns
111,107,Houston Rockets,Seattle SuperSonics
98,108,Milwaukee Bucks,Atlanta Hawks
107,106,Philadelphia 76ers,New York Knicks
91,99,Golden State Warriors,Utah Jazz
96,88,Chicago Bulls,Cleveland Cavaliers
102,95,Boston Celtics,Detroit Pistons
113,105,Portland Trail Blazers,Los Angeles Lakers
132,114,Denver Nuggets,Phoenix Suns
109,97,Houston Rockets,Seattle SuperSonics
85,100,Detroit Pistons,Boston Celtics
121,130,Phoenix Suns,Denver Nuggets
120,106,Utah Jazz,Golden State Warriors
117,113,Atlanta Hawks,Milwaukee Bucks
115,116,New York Knicks,Philadelphia 76ers
101,94,Cleveland Cavaliers,Chicago Bulls
126,107,Seattle SuperSonics,Houston Rockets
108,116,Los Angeles Lakers,Portland Trail Blazers
105,108,Cleveland Cavaliers,Chicago Bulls
96,98,Seattle SuperSonics,Houston Rockets
106,113,Atlanta Hawks,Milwaukee Bucks
130,103,Golden State Warriors,Phoenix Suns
92,96,Milwaukee Bucks,Atlanta Hawks
100,101,Chicago Bulls,Cleveland Cavaliers
113,102,Seattle SuperSonics,Los Angeles Lakers
109,120,Chicago Bulls,New York Knicks
122,127,Golden State Warriors,Phoenix Suns
85,80,Milwaukee Bucks,Detroit Pistons
130,108,Seattle SuperSonics,Los Angeles Lakers
104,113,Phoenix Suns,Golden State Warriors
114,97,Chicago Bulls,New York Knicks
112,92,Milwaukee Bucks,Detroit Pistons
86,91,Los Angeles Lakers,Seattle SuperSonics
111,88,New York Knicks,Chicago Bulls
99,135,Phoenix Suns,Golden State Warriors
106,93,New York Knicks,Chicago Bulls
90,110,Detroit Pistons,Milwaukee Bucks
95,97,Los Angeles Lakers,Seattle SuperSonics
94,96,Detroit Pistons,Milwaukee Bucks
121,114,Chicago Bulls,New York Knicks
116,104,Golden State Warriors,Phoenix Suns
113,111,New York Knicks,Chicago Bulls
127,119,Phoenix Suns,Los Angeles Lakers
88,94,Chicago Bulls,Detroit Pistons
100,91,Chicago Bulls,Detroit Pistons
101,95,Phoenix Suns,Los Angeles Lakers
107,110,Los Angeles Lakers,Phoenix Suns
99,97,Detroit Pistons,Chicago Bulls
117,122,Los Angeles Lakers,Phoenix Suns
80,86,Detroit Pistons,Chicago Bulls
94,85,Chicago Bulls,Detroit Pistons
94,103,Detroit Pistons,Chicago Bulls
109,97,Los Angeles Lakers,Detroit Pistons
108,105,Los Angeles Lakers,Detroit Pistons
110,114,Detroit Pistons,Los Angeles Lakers
97,105,Detroit Pistons,Los Angeles Lakers
