team2Score,team1Score,team1,team2
104,99,Indiana Pacers,Chicago Bulls
89,81,Portland Trail Blazers,Dallas Mavericks
97,89,Philadelphia 76ers,Miami Heat
93,103,Atlanta Hawks,Orlando Magic
87,85,New York Knicks,Boston Celtics
100,109,New Orleans Hornets,Los Angeles Lakers
107,103,Denver Nuggets,Oklahoma City Thunder
98,101,Memphis Grizzlies,San Antonio Spurs
96,90,Indiana Pacers,Chicago Bulls
94,73,Philadelphia 76ers,Miami Heat
96,93,New York Knicks,Boston Celtics
101,89,Portland Trail Blazers,Dallas Mavericks
88,82,Atlanta Hawks,Orlando Magic
87,78,New Orleans Hornets,Los Angeles Lakers
106,89,Denver Nuggets,Oklahoma City Thunder
93,87,Memphis Grizzlies,San Antonio Spurs
84,88,Chicago Bulls,Indiana Pacers
94,100,Miami Heat,Philadelphia 76ers
97,92,Dallas Mavericks,Portland Trail Blazers
88,84,Orlando Magic,Atlanta Hawks
86,100,Los Angeles Lakers,New Orleans Hornets
96,113,Boston Celtics,New York Knicks
94,97,Oklahoma City Thunder,Denver Nuggets
89,84,Chicago Bulls,Indiana Pacers
91,88,San Antonio Spurs,Memphis Grizzlies
84,82,Dallas Mavericks,Portland Trail Blazers
88,85,Orlando Magic,Atlanta Hawks
93,88,Los Angeles Lakers,New Orleans Hornets
89,101,Boston Celtics,New York Knicks
86,82,Miami Heat,Philadelphia 76ers
93,82,Portland Trail Blazers,Dallas Mavericks
104,101,Oklahoma City Thunder,Denver Nuggets
104,86,San Antonio Spurs,Memphis Grizzlies
116,89,Indiana Pacers,Chicago Bulls
106,90,New Orleans Hornets,Los Angeles Lakers
101,76,Atlanta Hawks,Orlando Magic
97,91,Philadelphia 76ers,Miami Heat
100,97,Denver Nuggets,Oklahoma City Thunder
110,103,Memphis Grizzlies,San Antonio Spurs
84,81,Orlando Magic,Atlanta Hawks
80,98,Los Angeles Lakers,New Orleans Hornets
96,103,Dallas Mavericks,Portland Trail Blazers
99,91,San Antonio Spurs,Memphis Grizzlies
99,90,Boston Celtics,Miami Heat
101,114,Memphis Grizzlies,Oklahoma City Thunder
95,103,Atlanta Hawks,Chicago Bulls
94,96,Dallas Mavericks,Los Angeles Lakers
102,91,Boston Celtics,Miami Heat
111,102,Memphis Grizzlies,Oklahoma City Thunder
86,73,Atlanta Hawks,Chicago Bulls
81,93,Dallas Mavericks,Los Angeles Lakers
82,99,Chicago Bulls,Atlanta Hawks
98,92,Los Angeles Lakers,Dallas Mavericks
97,81,Miami Heat,Boston Celtics
101,93,Oklahoma City Thunder,Memphis Grizzlies
100,88,Chicago Bulls,Atlanta Hawks
122,86,Los Angeles Lakers,Dallas Mavericks
90,98,Miami Heat,Boston Celtics
123,133,Oklahoma City Thunder,Memphis Grizzlies
95,83,Atlanta Hawks,Chicago Bulls
97,87,Boston Celtics,Miami Heat
99,72,Memphis Grizzlies,Oklahoma City Thunder
73,93,Chicago Bulls,Atlanta Hawks
95,83,Oklahoma City Thunder,Memphis Grizzlies
103,82,Miami Heat,Chicago Bulls
105,90,Memphis Grizzlies,Oklahoma City Thunder
121,112,Oklahoma City Thunder,Dallas Mavericks
75,85,Miami Heat,Chicago Bulls
100,106,Oklahoma City Thunder,Dallas Mavericks
87,93,Dallas Mavericks,Oklahoma City Thunder
96,85,Chicago Bulls,Miami Heat
105,112,Dallas Mavericks,Oklahoma City Thunder
101,93,Chicago Bulls,Miami Heat
100,96,Oklahoma City Thunder,Dallas Mavericks
80,83,Miami Heat,Chicago Bulls
92,84,Dallas Mavericks,Miami Heat
93,95,Dallas Mavericks,Miami Heat
86,88,Miami Heat,Dallas Mavericks
86,83,Miami Heat,Dallas Mavericks
112,103,Miami Heat,Dallas Mavericks
95,105,Dallas Mavericks,Miami Heat
