team2Score,team1Score,team1,team2
95,85,San Antonio Spurs,Houston Rockets
111,96,Washington Bullets,Philadelphia 76ers
96,93,Kansas City Kings,Phoenix Suns
120,110,Portland Trail Blazers,Seattle SuperSonics
106,96,Phoenix Suns,Kansas City Kings
105,95,Seattle SuperSonics,Portland Trail Blazers
106,101,Houston Rockets,San Antonio Spurs
104,112,Philadelphia 76ers,Washington Bullets
141,120,San Antonio Spurs,Houston Rockets
107,104,Atlanta Hawks,Philadelphia 76ers
114,99,Kansas City Kings,Phoenix Suns
103,86,Portland Trail Blazers,Seattle SuperSonics
119,110,Phoenix Suns,Los Angeles Lakers
114,113,Milwaukee Bucks,Seattle SuperSonics
119,101,Houston Rockets,Boston Celtics
131,128,Phoenix Suns,Los Angeles Lakers
99,92,Atlanta Hawks,Philadelphia 76ers
112,114,Milwaukee Bucks,Seattle SuperSonics
105,93,Philadelphia 76ers,Atlanta Hawks
95,75,Houston Rockets,Boston Celtics
95,91,Seattle SuperSonics,Milwaukee Bucks
105,108,Los Angeles Lakers,Phoenix Suns
83,107,Philadelphia 76ers,Atlanta Hawks
81,100,Boston Celtics,Houston Rockets
107,112,Seattle SuperSonics,Milwaukee Bucks
127,101,Los Angeles Lakers,Phoenix Suns
121,138,Boston Celtics,Houston Rockets
126,101,Phoenix Suns,Los Angeles Lakers
105,100,Atlanta Hawks,Philadelphia 76ers
97,108,Milwaukee Bucks,Seattle SuperSonics
93,96,Philadelphia 76ers,Boston Celtics
85,86,Seattle SuperSonics,Milwaukee Bucks
96,90,Philadelphia 76ers,Boston Celtics
98,94,Milwaukee Bucks,Seattle SuperSonics
107,108,Seattle SuperSonics,Los Angeles Lakers
108,99,Seattle SuperSonics,Los Angeles Lakers
99,97,Boston Celtics,Philadelphia 76ers
102,90,Boston Celtics,Philadelphia 76ers
100,104,Los Angeles Lakers,Seattle SuperSonics
94,105,Philadelphia 76ers,Boston Celtics
93,98,Los Angeles Lakers,Seattle SuperSonics
111,105,Seattle SuperSonics,Los Angeles Lakers
109,102,Philadelphia 76ers,Los Angeles Lakers
104,107,Philadelphia 76ers,Los Angeles Lakers
101,111,Los Angeles Lakers,Philadelphia 76ers
105,102,Los Angeles Lakers,Philadelphia 76ers
108,103,Philadelphia 76ers,Los Angeles Lakers
107,123,Los Angeles Lakers,Philadelphia 76ers
