team2Score,team1Score,team1,team2
103,105,Chicago Bulls,Boston Celtics
102,84,Detroit Pistons,Cleveland Cavaliers
81,108,Houston Rockets,Portland Trail Blazers
97,105,Dallas Mavericks,San Antonio Spurs
90,64,Miami Heat,Atlanta Hawks
113,84,New Orleans Hornets,Denver Nuggets
113,100,Utah Jazz,Los Angeles Lakers
98,100,Philadelphia 76ers,Orlando Magic
118,115,Chicago Bulls,Boston Celtics
105,84,Dallas Mavericks,San Antonio Spurs
94,82,Detroit Pistons,Cleveland Cavaliers
119,109,Utah Jazz,Los Angeles Lakers
107,103,Houston Rockets,Portland Trail Blazers
93,108,Miami Heat,Atlanta Hawks
108,93,New Orleans Hornets,Denver Nuggets
96,87,Philadelphia 76ers,Orlando Magic
86,107,Boston Celtics,Chicago Bulls
88,67,San Antonio Spurs,Dallas Mavericks
88,86,Los Angeles Lakers,Utah Jazz
68,79,Cleveland Cavaliers,Detroit Pistons
86,83,Portland Trail Blazers,Houston Rockets
96,94,Orlando Magic,Philadelphia 76ers
99,90,San Antonio Spurs,Dallas Mavericks
107,78,Atlanta Hawks,Miami Heat
95,93,Denver Nuggets,New Orleans Hornets
94,108,Los Angeles Lakers,Utah Jazz
121,118,Boston Celtics,Chicago Bulls
78,99,Cleveland Cavaliers,Detroit Pistons
89,88,Portland Trail Blazers,Houston Rockets
81,84,Orlando Magic,Philadelphia 76ers
107,96,Utah Jazz,Los Angeles Lakers
71,81,Atlanta Hawks,Miami Heat
63,121,Denver Nuggets,New Orleans Hornets
106,104,Chicago Bulls,Boston Celtics
91,78,Philadelphia 76ers,Orlando Magic
88,77,Houston Rockets,Portland Trail Blazers
93,106,Dallas Mavericks,San Antonio Spurs
106,91,Miami Heat,Atlanta Hawks
107,86,New Orleans Hornets,Denver Nuggets
128,127,Boston Celtics,Chicago Bulls
92,76,Portland Trail Blazers,Houston Rockets
89,114,Orlando Magic,Philadelphia 76ers
98,72,Atlanta Hawks,Miami Heat
109,99,Chicago Bulls,Boston Celtics
91,78,Miami Heat,Atlanta Hawks
109,95,Dallas Mavericks,Denver Nuggets
90,95,Orlando Magic,Boston Celtics
92,100,Houston Rockets,Los Angeles Lakers
99,72,Atlanta Hawks,Cleveland Cavaliers
117,105,Dallas Mavericks,Denver Nuggets
112,94,Orlando Magic,Boston Celtics
111,98,Houston Rockets,Los Angeles Lakers
105,85,Atlanta Hawks,Cleveland Cavaliers
94,108,Los Angeles Lakers,Houston Rockets
117,96,Boston Celtics,Orlando Magic
82,97,Cleveland Cavaliers,Atlanta Hawks
105,106,Denver Nuggets,Dallas Mavericks
99,87,Los Angeles Lakers,Houston Rockets
94,95,Boston Celtics,Orlando Magic
74,84,Cleveland Cavaliers,Atlanta Hawks
119,117,Denver Nuggets,Dallas Mavericks
92,88,Orlando Magic,Boston Celtics
118,78,Houston Rockets,Los Angeles Lakers
124,110,Dallas Mavericks,Denver Nuggets
95,80,Los Angeles Lakers,Houston Rockets
83,75,Boston Celtics,Orlando Magic
82,101,Orlando Magic,Boston Celtics
89,70,Houston Rockets,Los Angeles Lakers
105,103,Denver Nuggets,Los Angeles Lakers
106,107,Orlando Magic,Cleveland Cavaliers
103,106,Denver Nuggets,Los Angeles Lakers
96,95,Orlando Magic,Cleveland Cavaliers
97,103,Los Angeles Lakers,Denver Nuggets
99,89,Cleveland Cavaliers,Orlando Magic
120,101,Los Angeles Lakers,Denver Nuggets
116,114,Cleveland Cavaliers,Orlando Magic
103,94,Denver Nuggets,Los Angeles Lakers
112,102,Orlando Magic,Cleveland Cavaliers
92,119,Los Angeles Lakers,Denver Nuggets
103,90,Cleveland Cavaliers,Orlando Magic
100,75,Orlando Magic,Los Angeles Lakers
101,96,Orlando Magic,Los Angeles Lakers
108,104,Los Angeles Lakers,Orlando Magic
91,99,Los Angeles Lakers,Orlando Magic
86,99,Los Angeles Lakers,Orlando Magic
