team2Score,team1Score,team1,team2
96,86,Portland Trail Blazers,Dallas Mavericks
100,103,Boston Celtics,Indiana Pacers
109,96,Milwaukee Bucks,New Jersey Nets
96,90,Utah Jazz,Sacramento Kings
95,96,Phoenix Suns,San Antonio Spurs
94,99,Orlando Magic,Detroit Pistons
98,117,Los Angeles Lakers,Minnesota Timberwolves
98,90,New Orleans Hornets,Philadelphia 76ers
89,77,Boston Celtics,Indiana Pacers
108,95,Utah Jazz,Sacramento Kings
84,76,Phoenix Suns,San Antonio Spurs
119,91,Los Angeles Lakers,Minnesota Timberwolves
85,88,Milwaukee Bucks,New Jersey Nets
103,99,Portland Trail Blazers,Dallas Mavericks
89,77,Orlando Magic,Detroit Pistons
90,85,New Orleans Hornets,Philadelphia 76ers
101,83,Indiana Pacers,Boston Celtics
110,114,Minnesota Timberwolves,Los Angeles Lakers
101,103,New Jersey Nets,Milwaukee Bucks
89,80,Detroit Pistons,Orlando Magic
86,99,San Antonio Spurs,Phoenix Suns
103,115,Dallas Mavericks,Portland Trail Blazers
119,114,New Jersey Nets,Milwaukee Bucks
99,85,Philadelphia 76ers,New Orleans Hornets
107,104,Sacramento Kings,Utah Jazz
102,92,Indiana Pacers,Boston Celtics
102,97,Minnesota Timberwolves,Los Angeles Lakers
100,92,Detroit Pistons,Orlando Magic
86,84,San Antonio Spurs,Phoenix Suns
98,79,Dallas Mavericks,Portland Trail Blazers
87,96,Philadelphia 76ers,New Orleans Hornets
82,99,Sacramento Kings,Utah Jazz
93,88,Boston Celtics,Indiana Pacers
90,120,Los Angeles Lakers,Minnesota Timberwolves
89,82,Milwaukee Bucks,New Jersey Nets
94,82,Phoenix Suns,San Antonio Spurs
99,103,Portland Trail Blazers,Dallas Mavericks
98,67,Orlando Magic,Detroit Pistons
91,93,New Orleans Hornets,Philadelphia 76ers
111,91,Utah Jazz,Sacramento Kings
110,90,Indiana Pacers,Boston Celtics
101,85,Minnesota Timberwolves,Los Angeles Lakers
101,113,New Jersey Nets,Milwaukee Bucks
85,87,San Antonio Spurs,Phoenix Suns
103,107,Philadelphia 76ers,New Orleans Hornets
88,103,Detroit Pistons,Orlando Magic
125,103,Dallas Mavericks,Portland Trail Blazers
107,95,Portland Trail Blazers,Dallas Mavericks
108,93,Orlando Magic,Detroit Pistons
97,93,Boston Celtics,New Jersey Nets
87,82,Los Angeles Lakers,San Antonio Spurs
113,124,Sacramento Kings,Dallas Mavericks
98,87,Philadelphia 76ers,Detroit Pistons
104,95,Boston Celtics,New Jersey Nets
114,95,Los Angeles Lakers,San Antonio Spurs
132,110,Sacramento Kings,Dallas Mavericks
104,97,Philadelphia 76ers,Detroit Pistons
76,94,New Jersey Nets,Boston Celtics
110,95,San Antonio Spurs,Los Angeles Lakers
93,83,Detroit Pistons,Philadelphia 76ers
137,141,Dallas Mavericks,Sacramento Kings
99,95,San Antonio Spurs,Los Angeles Lakers
95,82,Detroit Pistons,Philadelphia 76ers
99,83,Dallas Mavericks,Sacramento Kings
101,110,New Jersey Nets,Boston Celtics
112,93,Sacramento Kings,Dallas Mavericks
96,94,Los Angeles Lakers,San Antonio Spurs
78,77,Philadelphia 76ers,Detroit Pistons
82,110,San Antonio Spurs,Los Angeles Lakers
115,109,Dallas Mavericks,Sacramento Kings
89,93,Detroit Pistons,Philadelphia 76ers
112,99,Sacramento Kings,Dallas Mavericks
74,76,New Jersey Nets,Detroit Pistons
110,113,Dallas Mavericks,San Antonio Spurs
86,88,New Jersey Nets,Detroit Pistons
119,106,Dallas Mavericks,San Antonio Spurs
97,85,Detroit Pistons,New Jersey Nets
83,96,San Antonio Spurs,Dallas Mavericks
102,82,Detroit Pistons,New Jersey Nets
95,102,San Antonio Spurs,Dallas Mavericks
91,103,Dallas Mavericks,San Antonio Spurs
78,90,San Antonio Spurs,Dallas Mavericks
101,89,New Jersey Nets,San Antonio Spurs
85,87,New Jersey Nets,San Antonio Spurs
79,84,San Antonio Spurs,New Jersey Nets
77,76,San Antonio Spurs,New Jersey Nets
83,93,San Antonio Spurs,New Jersey Nets
88,77,New Jersey Nets,San Antonio Spurs
