team2Score,team1Score,team1,team2
83,106,New York Knicks,Cleveland Cavaliers
80,92,Atlanta Hawks,Indiana Pacers
83,87,Houston Rockets,Los Angeles Lakers
110,102,Portland Trail Blazers,Utah Jazz
102,85,Miami Heat,Chicago Bulls
112,92,Detroit Pistons,Orlando Magic
120,98,Phoenix Suns,San Antonio Spurs
97,85,Sacramento Kings,Seattle SuperSonics
80,84,New York Knicks,Cleveland Cavaliers
102,94,Atlanta Hawks,Indiana Pacers
104,94,Houston Rockets,Los Angeles Lakers
105,90,Portland Trail Blazers,Utah Jazz
106,75,Miami Heat,Chicago Bulls
92,77,Detroit Pistons,Orlando Magic
110,105,Phoenix Suns,San Antonio Spurs
81,90,Sacramento Kings,Seattle SuperSonics
90,83,Indiana Pacers,Atlanta Hawks
94,91,Utah Jazz,Portland Trail Blazers
98,101,Orlando Magic,Detroit Pistons
104,98,Los Angeles Lakers,Houston Rockets
89,96,Seattle SuperSonics,Sacramento Kings
91,112,Chicago Bulls,Miami Heat
81,76,Cleveland Cavaliers,New York Knicks
94,93,San Antonio Spurs,Phoenix Suns
98,90,Utah Jazz,Portland Trail Blazers
75,83,Indiana Pacers,Atlanta Hawks
102,94,Los Angeles Lakers,Houston Rockets
87,101,Seattle SuperSonics,Sacramento Kings
98,116,San Antonio Spurs,Phoenix Suns
108,75,Houston Rockets,Seattle SuperSonics
91,84,New York Knicks,Chicago Bulls
87,89,Atlanta Hawks,Indiana Pacers
102,64,Portland Trail Blazers,Utah Jazz
105,101,Houston Rockets,Seattle SuperSonics
91,80,New York Knicks,Chicago Bulls
75,95,Utah Jazz,San Antonio Spurs
117,105,Atlanta Hawks,Orlando Magic
88,77,Utah Jazz,San Antonio Spurs
112,115,Seattle SuperSonics,Houston Rockets
120,94,Atlanta Hawks,Orlando Magic
102,99,Chicago Bulls,New York Knicks
105,75,San Antonio Spurs,Utah Jazz
96,103,Orlando Magic,Atlanta Hawks
107,114,Seattle SuperSonics,Houston Rockets
91,94,Chicago Bulls,New York Knicks
101,86,San Antonio Spurs,Utah Jazz
104,99,Orlando Magic,Atlanta Hawks
94,81,New York Knicks,Chicago Bulls
98,87,Utah Jazz,San Antonio Spurs
96,88,Atlanta Hawks,Orlando Magic
108,81,San Antonio Spurs,Utah Jazz
102,72,Utah Jazz,Seattle SuperSonics
121,83,Orlando Magic,Chicago Bulls
91,87,Utah Jazz,Seattle SuperSonics
93,88,Orlando Magic,Chicago Bulls
96,76,Seattle SuperSonics,Utah Jazz
67,86,Chicago Bulls,Orlando Magic
86,88,Seattle SuperSonics,Utah Jazz
101,106,Chicago Bulls,Orlando Magic
95,98,Utah Jazz,Seattle SuperSonics
118,83,Seattle SuperSonics,Utah Jazz
90,86,Utah Jazz,Seattle SuperSonics
107,90,Seattle SuperSonics,Chicago Bulls
92,88,Seattle SuperSonics,Chicago Bulls
86,108,Chicago Bulls,Seattle SuperSonics
107,86,Chicago Bulls,Seattle SuperSonics
89,78,Chicago Bulls,Seattle SuperSonics
87,75,Seattle SuperSonics,Chicago Bulls
