team2Score,team1Score,team1,team2
106,89,Chicago Bulls,Brooklyn Nets
97,95,Golden State Warriors,Denver Nuggets
112,91,Memphis Grizzlies,Los Angeles Clippers
85,78,Boston Celtics,New York Knicks
107,90,Atlanta Hawks,Indiana Pacers
110,87,Milwaukee Bucks,Miami Heat
120,91,Houston Rockets,Oklahoma City Thunder
91,79,Los Angeles Lakers,San Antonio Spurs
82,90,Chicago Bulls,Brooklyn Nets
93,91,Memphis Grizzlies,Los Angeles Clippers
117,131,Golden State Warriors,Denver Nuggets
98,86,Milwaukee Bucks,Miami Heat
87,71,Boston Celtics,New York Knicks
113,98,Atlanta Hawks,Indiana Pacers
105,102,Houston Rockets,Oklahoma City Thunder
102,91,Los Angeles Lakers,San Antonio Spurs
79,76,Brooklyn Nets,Chicago Bulls
94,82,Los Angeles Clippers,Memphis Grizzlies
91,104,Miami Heat,Milwaukee Bucks
76,90,New York Knicks,Boston Celtics
110,108,Denver Nuggets,Golden State Warriors
89,120,San Antonio Spurs,Los Angeles Lakers
90,69,Indiana Pacers,Atlanta Hawks
142,134,Brooklyn Nets,Chicago Bulls
101,104,Oklahoma City Thunder,Houston Rockets
104,83,Los Angeles Clippers,Memphis Grizzlies
97,90,New York Knicks,Boston Celtics
115,101,Denver Nuggets,Golden State Warriors
82,103,San Antonio Spurs,Los Angeles Lakers
77,88,Miami Heat,Milwaukee Bucks
102,91,Indiana Pacers,Atlanta Hawks
110,91,Chicago Bulls,Brooklyn Nets
105,103,Oklahoma City Thunder,Houston Rockets
107,100,Golden State Warriors,Denver Nuggets
93,103,Memphis Grizzlies,Los Angeles Clippers
106,83,Atlanta Hawks,Indiana Pacers
86,92,Boston Celtics,New York Knicks
100,107,Houston Rockets,Oklahoma City Thunder
92,95,Brooklyn Nets,Chicago Bulls
92,88,Denver Nuggets,Golden State Warriors
73,81,Indiana Pacers,Atlanta Hawks
80,88,New York Knicks,Boston Celtics
94,103,Oklahoma City Thunder,Houston Rockets
118,105,Los Angeles Clippers,Memphis Grizzlies
93,99,Chicago Bulls,Brooklyn Nets
95,102,Indiana Pacers,New York Knicks
93,91,Memphis Grizzlies,Oklahoma City Thunder
86,93,Chicago Bulls,Miami Heat
129,127,Golden State Warriors,San Antonio Spurs
105,79,Indiana Pacers,New York Knicks
93,99,Memphis Grizzlies,Oklahoma City Thunder
115,78,Chicago Bulls,Miami Heat
91,100,Golden State Warriors,San Antonio Spurs
94,104,Miami Heat,Chicago Bulls
92,102,San Antonio Spurs,Golden State Warriors
82,71,New York Knicks,Indiana Pacers
87,81,Oklahoma City Thunder,Memphis Grizzlies
97,87,San Antonio Spurs,Golden State Warriors
65,88,Miami Heat,Chicago Bulls
103,97,Oklahoma City Thunder,Memphis Grizzlies
93,82,New York Knicks,Indiana Pacers
109,91,Golden State Warriors,San Antonio Spurs
94,91,Chicago Bulls,Miami Heat
84,88,Memphis Grizzlies,Oklahoma City Thunder
82,94,San Antonio Spurs,Golden State Warriors
85,75,Indiana Pacers,New York Knicks
106,99,New York Knicks,Indiana Pacers
105,83,Memphis Grizzlies,San Antonio Spurs
93,89,Memphis Grizzlies,San Antonio Spurs
103,102,Indiana Pacers,Miami Heat
93,97,Indiana Pacers,Miami Heat
93,104,San Antonio Spurs,Memphis Grizzlies
96,114,Miami Heat,Indiana Pacers
86,93,San Antonio Spurs,Memphis Grizzlies
99,92,Miami Heat,Indiana Pacers
90,79,Indiana Pacers,Miami Heat
91,77,Miami Heat,Indiana Pacers
99,76,Indiana Pacers,Miami Heat
88,92,San Antonio Spurs,Miami Heat
103,84,San Antonio Spurs,Miami Heat
113,77,Miami Heat,San Antonio Spurs
93,109,Miami Heat,San Antonio Spurs
114,104,Miami Heat,San Antonio Spurs
103,100,San Antonio Spurs,Miami Heat
95,88,San Antonio Spurs,Miami Heat
