team2Score,team1Score,team1,team2
90,82,Atlanta Hawks,Indiana Pacers
103,79,Cleveland Cavaliers,New York Knicks
96,71,Los Angeles Lakers,Seattle SuperSonics
102,100,Houston Rockets,Utah Jazz
100,108,Chicago Bulls,Charlotte Hornets
124,77,Boston Celtics,Orlando Magic
129,102,Portland Trail Blazers,Phoenix Suns
104,88,Denver Nuggets,San Antonio Spurs
105,97,Atlanta Hawks,Indiana Pacers
84,90,Cleveland Cavaliers,New York Knicks
82,84,Los Angeles Lakers,Seattle SuperSonics
126,140,Houston Rockets,Utah Jazz
106,89,Chicago Bulls,Charlotte Hornets
92,99,Boston Celtics,Orlando Magic
103,94,Portland Trail Blazers,Phoenix Suns
122,96,Denver Nuggets,San Antonio Spurs
81,83,New York Knicks,Cleveland Cavaliers
105,101,Seattle SuperSonics,Los Angeles Lakers
89,105,Indiana Pacers,Atlanta Hawks
103,80,Charlotte Hornets,Chicago Bulls
95,99,San Antonio Spurs,Denver Nuggets
109,117,Phoenix Suns,Portland Trail Blazers
77,82,Orlando Magic,Boston Celtics
82,95,Utah Jazz,Houston Rockets
85,84,Charlotte Hornets,Chicago Bulls
80,93,New York Knicks,Cleveland Cavaliers
114,110,Seattle SuperSonics,Los Angeles Lakers
92,95,Orlando Magic,Boston Celtics
123,106,Utah Jazz,Houston Rockets
110,94,Los Angeles Lakers,San Antonio Spurs
105,107,Indiana Pacers,New York Knicks
94,91,Chicago Bulls,Orlando Magic
91,95,Houston Rockets,Utah Jazz
97,90,Los Angeles Lakers,San Antonio Spurs
96,77,Indiana Pacers,New York Knicks
130,108,Houston Rockets,Phoenix Suns
94,104,Chicago Bulls,Orlando Magic
97,95,New York Knicks,Indiana Pacers
118,94,Houston Rockets,Phoenix Suns
101,110,Orlando Magic,Chicago Bulls
92,85,San Antonio Spurs,Los Angeles Lakers
118,85,Phoenix Suns,Houston Rockets
98,84,New York Knicks,Indiana Pacers
106,95,Orlando Magic,Chicago Bulls
110,114,Phoenix Suns,Houston Rockets
71,80,San Antonio Spurs,Los Angeles Lakers
103,95,Chicago Bulls,Orlando Magic
97,103,Houston Rockets,Phoenix Suns
96,98,Los Angeles Lakers,San Antonio Spurs
96,95,Indiana Pacers,New York Knicks
102,108,Orlando Magic,Chicago Bulls
116,103,Phoenix Suns,Houston Rockets
88,100,San Antonio Spurs,Los Angeles Lakers
82,92,New York Knicks,Indiana Pacers
114,115,Houston Rockets,Phoenix Suns
95,97,Indiana Pacers,New York Knicks
93,94,Houston Rockets,San Antonio Spurs
105,101,Indiana Pacers,Orlando Magic
96,106,Houston Rockets,San Antonio Spurs
119,114,Indiana Pacers,Orlando Magic
102,107,San Antonio Spurs,Houston Rockets
105,100,Orlando Magic,Indiana Pacers
81,103,San Antonio Spurs,Houston Rockets
94,93,Orlando Magic,Indiana Pacers
90,111,Houston Rockets,San Antonio Spurs
108,106,Indiana Pacers,Orlando Magic
100,95,San Antonio Spurs,Houston Rockets
123,96,Orlando Magic,Indiana Pacers
105,81,Indiana Pacers,Orlando Magic
118,120,Houston Rockets,Orlando Magic
106,117,Houston Rockets,Orlando Magic
106,103,Orlando Magic,Houston Rockets
113,101,Orlando Magic,Houston Rockets
