team2Score,team1Score,team1,team2
140,122,Detroit Pistons,Atlanta Hawks
123,104,Chicago Bulls,Boston Celtics
107,87,Sacramento Kings,Houston Rockets
135,88,San Antonio Spurs,Los Angeles Lakers
101,93,Utah Jazz,Dallas Mavericks
133,126,Portland Trail Blazers,Denver Nuggets
119,107,New Jersey Nets,Milwaukee Bucks
94,95,Washington Bullets,Philadelphia 76ers
137,125,Detroit Pistons,Atlanta Hawks
111,103,Sacramento Kings,Houston Rockets
122,94,San Antonio Spurs,Los Angeles Lakers
135,131,Chicago Bulls,Boston Celtics
113,106,Utah Jazz,Dallas Mavericks
106,108,Portland Trail Blazers,Denver Nuggets
111,97,New Jersey Nets,Milwaukee Bucks
102,97,Washington Bullets,Philadelphia 76ers
104,122,Boston Celtics,Chicago Bulls
106,97,Atlanta Hawks,Detroit Pistons
113,118,Milwaukee Bucks,New Jersey Nets
104,115,Denver Nuggets,Portland Trail Blazers
98,113,Houston Rockets,Sacramento Kings
86,91,Philadelphia 76ers,Washington Bullets
94,114,Los Angeles Lakers,San Antonio Spurs
100,98,Dallas Mavericks,Utah Jazz
112,116,Denver Nuggets,Portland Trail Blazers
116,111,Philadelphia 76ers,Washington Bullets
113,114,Atlanta Hawks,Detroit Pistons
113,117,Dallas Mavericks,Utah Jazz
126,119,Denver Nuggets,Houston Rockets
103,91,Atlanta Hawks,Boston Celtics
130,116,Dallas Mavericks,Los Angeles Lakers
134,109,Washington Bullets,Philadelphia 76ers
119,108,Atlanta Hawks,Boston Celtics
119,101,Denver Nuggets,Houston Rockets
112,118,Philadelphia 76ers,Milwaukee Bucks
117,113,Dallas Mavericks,Los Angeles Lakers
119,107,Philadelphia 76ers,Milwaukee Bucks
107,111,Boston Celtics,Atlanta Hawks
110,108,Los Angeles Lakers,Dallas Mavericks
116,115,Houston Rockets,Denver Nuggets
107,103,Milwaukee Bucks,Philadelphia 76ers
106,94,Boston Celtics,Atlanta Hawks
120,118,Los Angeles Lakers,Dallas Mavericks
114,111,Houston Rockets,Denver Nuggets
104,109,Milwaukee Bucks,Philadelphia 76ers
132,99,Atlanta Hawks,Boston Celtics
131,103,Denver Nuggets,Houston Rockets
116,113,Dallas Mavericks,Los Angeles Lakers
113,108,Philadelphia 76ers,Milwaukee Bucks
107,120,Los Angeles Lakers,Dallas Mavericks
122,126,Houston Rockets,Denver Nuggets
126,108,Milwaukee Bucks,Philadelphia 76ers
119,107,Houston Rockets,Los Angeles Lakers
113,112,Philadelphia 76ers,Milwaukee Bucks
128,96,Milwaukee Bucks,Boston Celtics
102,112,Houston Rockets,Los Angeles Lakers
122,111,Milwaukee Bucks,Boston Celtics
117,109,Los Angeles Lakers,Houston Rockets
107,111,Boston Celtics,Milwaukee Bucks
105,95,Los Angeles Lakers,Houston Rockets
98,111,Boston Celtics,Milwaukee Bucks
112,114,Houston Rockets,Los Angeles Lakers
112,100,Houston Rockets,Boston Celtics
117,95,Houston Rockets,Boston Celtics
106,104,Boston Celtics,Houston Rockets
103,106,Boston Celtics,Houston Rockets
111,96,Boston Celtics,Houston Rockets
114,97,Houston Rockets,Boston Celtics
team2Score,team1Score,team1,team2
140,122,Detroit Pistons,Atlanta Hawks
123,104,Chicago Bulls,Boston Celtics
107,87,Sacramento Kings,Houston Rockets
135,88,San Antonio Spurs,Los Angeles Lakers
101,93,Utah Jazz,Dallas Mavericks
133,126,Portland Trail Blazers,Denver Nuggets
119,107,New Jersey Nets,Milwaukee Bucks
94,95,Washington Bullets,Philadelphia 76ers
137,125,Detroit Pistons,Atlanta Hawks
111,103,Sacramento Kings,Houston Rockets
122,94,San Antonio Spurs,Los Angeles Lakers
135,131,Chicago Bulls,Boston Celtics
113,106,Utah Jazz,Dallas Mavericks
106,108,Portland Trail Blazers,Denver Nuggets
111,97,New Jersey Nets,Milwaukee Bucks
102,97,Washington Bullets,Philadelphia 76ers
104,122,Boston Celtics,Chicago Bulls
106,97,Atlanta Hawks,Detroit Pistons
113,118,Milwaukee Bucks,New Jersey Nets
104,115,Denver Nuggets,Portland Trail Blazers
98,113,Houston Rockets,Sacramento Kings
86,91,Philadelphia 76ers,Washington Bullets
94,114,Los Angeles Lakers,San Antonio Spurs
100,98,Dallas Mavericks,Utah Jazz
112,116,Denver Nuggets,Portland Trail Blazers
116,111,Philadelphia 76ers,Washington Bullets
113,114,Atlanta Hawks,Detroit Pistons
113,117,Dallas Mavericks,Utah Jazz
126,119,Denver Nuggets,Houston Rockets
103,91,Atlanta Hawks,Boston Celtics
130,116,Dallas Mavericks,Los Angeles Lakers
134,109,Washington Bullets,Philadelphia 76ers
119,108,Atlanta Hawks,Boston Celtics
119,101,Denver Nuggets,Houston Rockets
112,118,Philadelphia 76ers,Milwaukee Bucks
117,113,Dallas Mavericks,Los Angeles Lakers
119,107,Philadelphia 76ers,Milwaukee Bucks
107,111,Boston Celtics,Atlanta Hawks
110,108,Los Angeles Lakers,Dallas Mavericks
116,115,Houston Rockets,Denver Nuggets
107,103,Milwaukee Bucks,Philadelphia 76ers
106,94,Boston Celtics,Atlanta Hawks
120,118,Los Angeles Lakers,Dallas Mavericks
114,111,Houston Rockets,Denver Nuggets
104,109,Milwaukee Bucks,Philadelphia 76ers
132,99,Atlanta Hawks,Boston Celtics
131,103,Denver Nuggets,Houston Rockets
116,113,Dallas Mavericks,Los Angeles Lakers
113,108,Philadelphia 76ers,Milwaukee Bucks
107,120,Los Angeles Lakers,Dallas Mavericks
122,126,Houston Rockets,Denver Nuggets
126,108,Milwaukee Bucks,Philadelphia 76ers
119,107,Houston Rockets,Los Angeles Lakers
113,112,Philadelphia 76ers,Milwaukee Bucks
128,96,Milwaukee Bucks,Boston Celtics
102,112,Houston Rockets,Los Angeles Lakers
122,111,Milwaukee Bucks,Boston Celtics
117,109,Los Angeles Lakers,Houston Rockets
107,111,Boston Celtics,Milwaukee Bucks
105,95,Los Angeles Lakers,Houston Rockets
98,111,Boston Celtics,Milwaukee Bucks
112,114,Houston Rockets,Los Angeles Lakers
112,100,Houston Rockets,Boston Celtics
117,95,Houston Rockets,Boston Celtics
106,104,Boston Celtics,Houston Rockets
103,106,Boston Celtics,Houston Rockets
111,96,Boston Celtics,Houston Rockets
114,97,Houston Rockets,Boston Celtics
