team2Score,team1Score,team1,team2
93,86,Washington Wizards,Cleveland Cavaliers
82,93,Utah Jazz,Houston Rockets
104,92,Dallas Mavericks,New Orleans Hornets
117,115,Phoenix Suns,San Antonio Spurs
104,81,Atlanta Hawks,Boston Celtics
86,90,Philadelphia 76ers,Detroit Pistons
128,114,Denver Nuggets,Los Angeles Lakers
114,100,Toronto Raptors,Orlando Magic
116,86,Washington Wizards,Cleveland Cavaliers
84,90,Utah Jazz,Houston Rockets
127,103,Dallas Mavericks,New Orleans Hornets
104,103,Toronto Raptors,Orlando Magic
102,96,Phoenix Suns,San Antonio Spurs
96,77,Atlanta Hawks,Boston Celtics
105,88,Philadelphia 76ers,Detroit Pistons
122,107,Denver Nuggets,Los Angeles Lakers
108,94,Orlando Magic,Toronto Raptors
92,94,Houston Rockets,Utah Jazz
108,72,Cleveland Cavaliers,Washington Wizards
97,87,New Orleans Hornets,Dallas Mavericks
95,75,Detroit Pistons,Philadelphia 76ers
99,115,San Antonio Spurs,Phoenix Suns
102,93,Boston Celtics,Atlanta Hawks
84,102,Los Angeles Lakers,Denver Nuggets
94,106,Orlando Magic,Toronto Raptors
86,82,Houston Rockets,Utah Jazz
84,97,New Orleans Hornets,Dallas Mavericks
84,93,Detroit Pistons,Philadelphia 76ers
105,86,San Antonio Spurs,Phoenix Suns
97,100,Cleveland Cavaliers,Washington Wizards
97,92,Boston Celtics,Atlanta Hawks
101,107,Los Angeles Lakers,Denver Nuggets
102,92,Toronto Raptors,Orlando Magic
98,81,Philadelphia 76ers,Detroit Pistons
95,69,Utah Jazz,Houston Rockets
99,94,Dallas Mavericks,New Orleans Hornets
92,87,Phoenix Suns,San Antonio Spurs
110,85,Atlanta Hawks,Boston Celtics
87,88,Washington Wizards,Cleveland Cavaliers
77,100,Detroit Pistons,Philadelphia 76ers
103,100,Boston Celtics,Atlanta Hawks
113,91,Houston Rockets,Utah Jazz
88,105,Cleveland Cavaliers,Washington Wizards
91,72,Orlando Magic,Detroit Pistons
101,82,San Antonio Spurs,New Orleans Hornets
99,65,Atlanta Hawks,Boston Celtics
109,98,Utah Jazz,Los Angeles Lakers
100,93,Orlando Magic,Detroit Pistons
102,84,San Antonio Spurs,New Orleans Hornets
76,72,Cleveland Cavaliers,Boston Celtics
120,110,Utah Jazz,Los Angeles Lakers
111,86,Detroit Pistons,Orlando Magic
89,73,Cleveland Cavaliers,Boston Celtics
110,99,New Orleans Hornets,San Antonio Spurs
104,99,Los Angeles Lakers,Utah Jazz
108,84,Boston Celtics,Cleveland Cavaliers
89,90,Detroit Pistons,Orlando Magic
100,80,New Orleans Hornets,San Antonio Spurs
123,115,Los Angeles Lakers,Utah Jazz
88,77,Boston Celtics,Cleveland Cavaliers
91,86,Orlando Magic,Detroit Pistons
101,79,San Antonio Spurs,New Orleans Hornets
96,89,Cleveland Cavaliers,Boston Celtics
111,104,Utah Jazz,Los Angeles Lakers
99,80,New Orleans Hornets,San Antonio Spurs
74,69,Boston Celtics,Cleveland Cavaliers
105,108,Los Angeles Lakers,Utah Jazz
97,92,Cleveland Cavaliers,Boston Celtics
82,91,San Antonio Spurs,New Orleans Hornets
88,79,Detroit Pistons,Boston Celtics
89,85,San Antonio Spurs,Los Angeles Lakers
97,103,Detroit Pistons,Boston Celtics
101,71,San Antonio Spurs,Los Angeles Lakers
80,94,Boston Celtics,Detroit Pistons
103,84,Los Angeles Lakers,San Antonio Spurs
94,75,Boston Celtics,Detroit Pistons
91,93,Los Angeles Lakers,San Antonio Spurs
106,102,Detroit Pistons,Boston Celtics
100,92,San Antonio Spurs,Los Angeles Lakers
81,89,Boston Celtics,Detroit Pistons
98,88,Los Angeles Lakers,Boston Celtics
108,102,Los Angeles Lakers,Boston Celtics
87,81,Boston Celtics,Los Angeles Lakers
91,97,Boston Celtics,Los Angeles Lakers
103,98,Boston Celtics,Los Angeles Lakers
131,92,Los Angeles Lakers,Boston Celtics
