team2Score,team1Score,team1,team2
116,105,New York Knicks,Boston Celtics
104,92,Indiana Pacers,Detroit Pistons
111,106,Cleveland Cavaliers,Philadelphia 76ers
109,102,Dallas Mavericks,Portland Trail Blazers
119,103,Denver Nuggets,San Antonio Spurs
111,97,Milwaukee Bucks,Chicago Bulls
101,89,Houston Rockets,Los Angeles Lakers
113,96,Phoenix Suns,Utah Jazz
157,128,New York Knicks,Boston Celtics
100,87,Indiana Pacers,Detroit Pistons
114,107,Dallas Mavericks,Portland Trail Blazers
129,120,Denver Nuggets,San Antonio Spurs
109,102,Milwaukee Bucks,Chicago Bulls
104,100,Houston Rockets,Los Angeles Lakers
107,101,Cleveland Cavaliers,Philadelphia 76ers
87,105,Phoenix Suns,Utah Jazz
122,95,Philadelphia 76ers,Cleveland Cavaliers
92,106,Portland Trail Blazers,Dallas Mavericks
120,131,San Antonio Spurs,Denver Nuggets
114,108,Los Angeles Lakers,Houston Rockets
96,108,Detroit Pistons,Indiana Pacers
119,112,Chicago Bulls,Milwaukee Bucks
102,99,Boston Celtics,New York Knicks
120,105,Utah Jazz,Phoenix Suns
108,96,Philadelphia 76ers,Cleveland Cavaliers
88,109,Los Angeles Lakers,Houston Rockets
86,110,Chicago Bulls,Milwaukee Bucks
135,108,Boston Celtics,New York Knicks
94,105,Utah Jazz,Phoenix Suns
113,97,Cleveland Cavaliers,Philadelphia 76ers
107,94,San Antonio Spurs,Portland Trail Blazers
114,121,New York Knicks,Boston Celtics
102,104,Phoenix Suns,Utah Jazz
96,85,Philadelphia 76ers,Chicago Bulls
112,77,New York Knicks,Detroit Pistons
102,104,Phoenix Suns,Los Angeles Lakers
122,112,San Antonio Spurs,Portland Trail Blazers
101,96,Philadelphia 76ers,Chicago Bulls
104,97,New York Knicks,Detroit Pistons
124,100,Phoenix Suns,Los Angeles Lakers
121,98,Portland Trail Blazers,San Antonio Spurs
118,112,Chicago Bulls,Philadelphia 76ers
111,103,Detroit Pistons,New York Knicks
117,103,Los Angeles Lakers,Phoenix Suns
115,105,Portland Trail Blazers,San Antonio Spurs
90,102,Detroit Pistons,New York Knicks
101,111,Chicago Bulls,Philadelphia 76ers
114,101,Los Angeles Lakers,Phoenix Suns
95,84,New York Knicks,Detroit Pistons
103,106,Phoenix Suns,Los Angeles Lakers
138,132,San Antonio Spurs,Portland Trail Blazers
117,99,Philadelphia 76ers,Chicago Bulls
112,97,Portland Trail Blazers,San Antonio Spurs
108,105,San Antonio Spurs,Portland Trail Blazers
86,77,Chicago Bulls,Detroit Pistons
100,98,Phoenix Suns,Portland Trail Blazers
102,93,Chicago Bulls,Detroit Pistons
108,107,Phoenix Suns,Portland Trail Blazers
123,89,Portland Trail Blazers,Phoenix Suns
107,102,Detroit Pistons,Chicago Bulls
119,107,Portland Trail Blazers,Phoenix Suns
108,101,Detroit Pistons,Chicago Bulls
120,114,Phoenix Suns,Portland Trail Blazers
97,83,Chicago Bulls,Detroit Pistons
109,112,Portland Trail Blazers,Phoenix Suns
109,91,Detroit Pistons,Chicago Bulls
93,74,Chicago Bulls,Detroit Pistons
105,99,Portland Trail Blazers,Detroit Pistons
105,106,Portland Trail Blazers,Detroit Pistons
106,121,Detroit Pistons,Portland Trail Blazers
109,112,Detroit Pistons,Portland Trail Blazers
90,92,Detroit Pistons,Portland Trail Blazers
