team2Score,team1Score,team1,team2
129,113,Phoenix Suns,Denver Nuggets
83,96,Washington Bullets,New Jersey Nets
111,76,Atlanta Hawks,Philadelphia 76ers
102,87,Houston Rockets,Seattle SuperSonics
95,98,Philadelphia 76ers,Atlanta Hawks
91,70,Seattle SuperSonics,Houston Rockets
126,110,Denver Nuggets,Phoenix Suns
103,92,New Jersey Nets,Washington Bullets
119,124,Phoenix Suns,Denver Nuggets
109,91,Washington Bullets,Boston Celtics
125,122,Milwaukee Bucks,Philadelphia 76ers
104,83,Houston Rockets,Seattle SuperSonics
115,96,Phoenix Suns,Los Angeles Lakers
93,95,San Antonio Spurs,Seattle SuperSonics
102,103,Washington Bullets,Boston Celtics
117,98,Phoenix Suns,Los Angeles Lakers
120,108,Milwaukee Bucks,Philadelphia 76ers
114,99,San Antonio Spurs,Seattle SuperSonics
106,114,Los Angeles Lakers,Phoenix Suns
99,97,Seattle SuperSonics,San Antonio Spurs
92,91,Philadelphia 76ers,Milwaukee Bucks
83,92,Boston Celtics,Washington Bullets
93,100,Philadelphia 76ers,Milwaukee Bucks
107,112,Los Angeles Lakers,Phoenix Suns
115,113,Seattle SuperSonics,San Antonio Spurs
99,103,Boston Celtics,Washington Bullets
131,126,Washington Bullets,Boston Celtics
98,110,Milwaukee Bucks,Philadelphia 76ers
103,109,San Antonio Spurs,Seattle SuperSonics
90,102,Philadelphia 76ers,Milwaukee Bucks
121,81,Philadelphia 76ers,Boston Celtics
128,117,San Antonio Spurs,Los Angeles Lakers
110,101,San Antonio Spurs,Los Angeles Lakers
113,121,Philadelphia 76ers,Boston Celtics
108,118,Los Angeles Lakers,San Antonio Spurs
99,97,Boston Celtics,Philadelphia 76ers
123,128,Los Angeles Lakers,San Antonio Spurs
119,94,Boston Celtics,Philadelphia 76ers
114,85,Philadelphia 76ers,Boston Celtics
75,88,Boston Celtics,Philadelphia 76ers
106,120,Philadelphia 76ers,Boston Celtics
117,124,Los Angeles Lakers,Philadelphia 76ers
110,94,Los Angeles Lakers,Philadelphia 76ers
129,108,Philadelphia 76ers,Los Angeles Lakers
111,101,Philadelphia 76ers,Los Angeles Lakers
135,102,Los Angeles Lakers,Philadelphia 76ers
114,104,Philadelphia 76ers,Los Angeles Lakers
