team2Score,team1Score,team1,team2
90,70,Detroit Pistons,Atlanta Hawks
75,95,New York Knicks,Miami Heat
95,85,Phoenix Suns,Portland Trail Blazers
117,87,Sacramento Kings,Utah Jazz
110,88,Milwaukee Bucks,Indiana Pacers
101,100,Houston Rockets,Los Angeles Lakers
90,104,Philadelphia 76ers,Orlando Magic
99,86,Minnesota Timberwolves,San Antonio Spurs
89,69,Detroit Pistons,Atlanta Hawks
83,73,New York Knicks,Miami Heat
110,99,Phoenix Suns,Portland Trail Blazers
90,101,Sacramento Kings,Utah Jazz
108,107,Milwaukee Bucks,Indiana Pacers
110,98,Houston Rockets,Los Angeles Lakers
79,68,Philadelphia 76ers,Orlando Magic
71,80,Minnesota Timberwolves,San Antonio Spurs
79,63,Atlanta Hawks,Detroit Pistons
97,73,Miami Heat,New York Knicks
93,103,Portland Trail Blazers,Phoenix Suns
84,81,Utah Jazz,Sacramento Kings
102,88,Los Angeles Lakers,Houston Rockets
91,99,Indiana Pacers,Milwaukee Bucks
71,85,San Antonio Spurs,Minnesota Timberwolves
97,85,Orlando Magic,Philadelphia 76ers
103,82,Atlanta Hawks,Detroit Pistons
72,87,Miami Heat,New York Knicks
89,90,Utah Jazz,Sacramento Kings
88,98,Los Angeles Lakers,Houston Rockets
85,92,San Antonio Spurs,Minnesota Timberwolves
101,91,Orlando Magic,Philadelphia 76ers
87,75,Detroit Pistons,Atlanta Hawks
77,78,New York Knicks,Miami Heat
99,92,Sacramento Kings,Utah Jazz
94,90,Philadelphia 76ers,Indiana Pacers
87,81,Los Angeles Lakers,San Antonio Spurs
92,100,New York Knicks,Atlanta Hawks
93,83,Portland Trail Blazers,Utah Jazz
85,82,Philadelphia 76ers,Indiana Pacers
79,76,Los Angeles Lakers,San Antonio Spurs
70,77,New York Knicks,Atlanta Hawks
81,84,Portland Trail Blazers,Utah Jazz
86,97,Indiana Pacers,Philadelphia 76ers
91,103,San Antonio Spurs,Los Angeles Lakers
97,87,Utah Jazz,Portland Trail Blazers
107,118,San Antonio Spurs,Los Angeles Lakers
90,78,Atlanta Hawks,New York Knicks
86,89,Indiana Pacers,Philadelphia 76ers
81,75,Utah Jazz,Portland Trail Blazers
79,66,Atlanta Hawks,New York Knicks
88,71,Portland Trail Blazers,Utah Jazz
92,80,Utah Jazz,Portland Trail Blazers
80,76,Portland Trail Blazers,San Antonio Spurs
90,93,New York Knicks,Indiana Pacers
86,85,Portland Trail Blazers,San Antonio Spurs
88,86,New York Knicks,Indiana Pacers
63,85,San Antonio Spurs,Portland Trail Blazers
92,91,Indiana Pacers,New York Knicks
80,94,San Antonio Spurs,Portland Trail Blazers
78,90,Indiana Pacers,New York Knicks
94,101,New York Knicks,Indiana Pacers
90,82,Indiana Pacers,New York Knicks
89,77,New York Knicks,San Antonio Spurs
80,67,New York Knicks,San Antonio Spurs
89,81,San Antonio Spurs,New York Knicks
89,96,San Antonio Spurs,New York Knicks
77,78,San Antonio Spurs,New York Knicks
