team2Score,team1Score,team1,team2
104,93,Cleveland Cavaliers,Chicago Bulls
120,110,Houston Rockets,Dallas Mavericks
96,87,Washington Bullets,Detroit Pistons
108,96,Utah Jazz,Portland Trail Blazers
110,107,Milwaukee Bucks,Atlanta Hawks
112,92,New York Knicks,Boston Celtics
126,123,Seattle SuperSonics,Denver Nuggets
122,110,San Antonio Spurs,Los Angeles Lakers
108,119,Houston Rockets,Dallas Mavericks
102,101,Washington Bullets,Detroit Pistons
105,114,Utah Jazz,Portland Trail Blazers
104,97,Milwaukee Bucks,Atlanta Hawks
128,102,New York Knicks,Boston Celtics
106,101,Cleveland Cavaliers,Chicago Bulls
91,111,Seattle SuperSonics,Denver Nuggets
130,112,San Antonio Spurs,Los Angeles Lakers
114,106,Detroit Pistons,Washington Bullets
110,102,Chicago Bulls,Cleveland Cavaliers
92,93,Dallas Mavericks,Houston Rockets
107,109,Los Angeles Lakers,San Antonio Spurs
114,125,Denver Nuggets,Seattle SuperSonics
123,115,Atlanta Hawks,Milwaukee Bucks
109,100,Boston Celtics,New York Knicks
113,108,Portland Trail Blazers,Utah Jazz
106,103,Detroit Pistons,Washington Bullets
97,91,Chicago Bulls,Cleveland Cavaliers
97,107,Dallas Mavericks,Houston Rockets
127,117,Denver Nuggets,Seattle SuperSonics
105,99,Atlanta Hawks,Milwaukee Bucks
94,102,Boston Celtics,New York Knicks
111,96,Portland Trail Blazers,Utah Jazz
115,96,Seattle SuperSonics,Denver Nuggets
121,111,Milwaukee Bucks,Atlanta Hawks
107,101,Cleveland Cavaliers,Chicago Bulls
99,78,Washington Bullets,Detroit Pistons
110,91,Utah Jazz,Los Angeles Lakers
126,115,Dallas Mavericks,Denver Nuggets
93,82,Chicago Bulls,Detroit Pistons
97,101,Utah Jazz,Los Angeles Lakers
110,101,Atlanta Hawks,Boston Celtics
108,112,Dallas Mavericks,Denver Nuggets
95,105,Chicago Bulls,Detroit Pistons
108,97,Atlanta Hawks,Boston Celtics
96,89,Los Angeles Lakers,Utah Jazz
79,101,Detroit Pistons,Chicago Bulls
105,107,Denver Nuggets,Dallas Mavericks
110,92,Boston Celtics,Atlanta Hawks
77,96,Detroit Pistons,Chicago Bulls
124,103,Denver Nuggets,Dallas Mavericks
100,113,Los Angeles Lakers,Utah Jazz
118,109,Boston Celtics,Atlanta Hawks
106,110,Dallas Mavericks,Denver Nuggets
111,109,Utah Jazz,Los Angeles Lakers
104,112,Atlanta Hawks,Boston Celtics
102,95,Chicago Bulls,Detroit Pistons
108,95,Denver Nuggets,Dallas Mavericks
108,80,Los Angeles Lakers,Utah Jazz
100,102,Boston Celtics,Atlanta Hawks
109,98,Utah Jazz,Los Angeles Lakers
118,116,Atlanta Hawks,Boston Celtics
113,98,Dallas Mavericks,Los Angeles Lakers
96,104,Detroit Pistons,Boston Celtics
123,101,Dallas Mavericks,Los Angeles Lakers
119,115,Detroit Pistons,Boston Celtics
106,94,Los Angeles Lakers,Dallas Mavericks
98,94,Boston Celtics,Detroit Pistons
118,104,Los Angeles Lakers,Dallas Mavericks
78,79,Boston Celtics,Detroit Pistons
119,102,Dallas Mavericks,Los Angeles Lakers
96,102,Detroit Pistons,Boston Celtics
105,103,Los Angeles Lakers,Dallas Mavericks
95,90,Boston Celtics,Detroit Pistons
117,102,Dallas Mavericks,Los Angeles Lakers
93,105,Detroit Pistons,Los Angeles Lakers
108,96,Detroit Pistons,Los Angeles Lakers
86,99,Los Angeles Lakers,Detroit Pistons
111,86,Los Angeles Lakers,Detroit Pistons
104,94,Los Angeles Lakers,Detroit Pistons
103,102,Detroit Pistons,Los Angeles Lakers
108,105,Detroit Pistons,Los Angeles Lakers
team2Score,team1Score,team1,team2
104,93,Cleveland Cavaliers,Chicago Bulls
120,110,Houston Rockets,Dallas Mavericks
96,87,Washington Bullets,Detroit Pistons
108,96,Utah Jazz,Portland Trail Blazers
110,107,Milwaukee Bucks,Atlanta Hawks
112,92,New York Knicks,Boston Celtics
126,123,Seattle SuperSonics,Denver Nuggets
122,110,San Antonio Spurs,Los Angeles Lakers
108,119,Houston Rockets,Dallas Mavericks
102,101,Washington Bullets,Detroit Pistons
105,114,Utah Jazz,Portland Trail Blazers
104,97,Milwaukee Bucks,Atlanta Hawks
128,102,New York Knicks,Boston Celtics
106,101,Cleveland Cavaliers,Chicago Bulls
91,111,Seattle SuperSonics,Denver Nuggets
130,112,San Antonio Spurs,Los Angeles Lakers
114,106,Detroit Pistons,Washington Bullets
110,102,Chicago Bulls,Cleveland Cavaliers
92,93,Dallas Mavericks,Houston Rockets
107,109,Los Angeles Lakers,San Antonio Spurs
114,125,Denver Nuggets,Seattle SuperSonics
123,115,Atlanta Hawks,Milwaukee Bucks
109,100,Boston Celtics,New York Knicks
113,108,Portland Trail Blazers,Utah Jazz
106,103,Detroit Pistons,Washington Bullets
97,91,Chicago Bulls,Cleveland Cavaliers
97,107,Dallas Mavericks,Houston Rockets
127,117,Denver Nuggets,Seattle SuperSonics
105,99,Atlanta Hawks,Milwaukee Bucks
94,102,Boston Celtics,New York Knicks
111,96,Portland Trail Blazers,Utah Jazz
115,96,Seattle SuperSonics,Denver Nuggets
121,111,Milwaukee Bucks,Atlanta Hawks
107,101,Cleveland Cavaliers,Chicago Bulls
99,78,Washington Bullets,Detroit Pistons
110,91,Utah Jazz,Los Angeles Lakers
126,115,Dallas Mavericks,Denver Nuggets
93,82,Chicago Bulls,Detroit Pistons
97,101,Utah Jazz,Los Angeles Lakers
110,101,Atlanta Hawks,Boston Celtics
108,112,Dallas Mavericks,Denver Nuggets
95,105,Chicago Bulls,Detroit Pistons
108,97,Atlanta Hawks,Boston Celtics
96,89,Los Angeles Lakers,Utah Jazz
79,101,Detroit Pistons,Chicago Bulls
105,107,Denver Nuggets,Dallas Mavericks
110,92,Boston Celtics,Atlanta Hawks
77,96,Detroit Pistons,Chicago Bulls
124,103,Denver Nuggets,Dallas Mavericks
100,113,Los Angeles Lakers,Utah Jazz
118,109,Boston Celtics,Atlanta Hawks
106,110,Dallas Mavericks,Denver Nuggets
111,109,Utah Jazz,Los Angeles Lakers
104,112,Atlanta Hawks,Boston Celtics
102,95,Chicago Bulls,Detroit Pistons
108,95,Denver Nuggets,Dallas Mavericks
108,80,Los Angeles Lakers,Utah Jazz
100,102,Boston Celtics,Atlanta Hawks
109,98,Utah Jazz,Los Angeles Lakers
118,116,Atlanta Hawks,Boston Celtics
113,98,Dallas Mavericks,Los Angeles Lakers
96,104,Detroit Pistons,Boston Celtics
123,101,Dallas Mavericks,Los Angeles Lakers
119,115,Detroit Pistons,Boston Celtics
106,94,Los Angeles Lakers,Dallas Mavericks
98,94,Boston Celtics,Detroit Pistons
118,104,Los Angeles Lakers,Dallas Mavericks
78,79,Boston Celtics,Detroit Pistons
119,102,Dallas Mavericks,Los Angeles Lakers
96,102,Detroit Pistons,Boston Celtics
105,103,Los Angeles Lakers,Dallas Mavericks
95,90,Boston Celtics,Detroit Pistons
117,102,Dallas Mavericks,Los Angeles Lakers
93,105,Detroit Pistons,Los Angeles Lakers
108,96,Detroit Pistons,Los Angeles Lakers
86,99,Los Angeles Lakers,Detroit Pistons
111,86,Los Angeles Lakers,Detroit Pistons
104,94,Los Angeles Lakers,Detroit Pistons
103,102,Detroit Pistons,Los Angeles Lakers
108,105,Detroit Pistons,Los Angeles Lakers
