team2Score,team1Score,team1,team2
102,82,Indiana Pacers,Boston Celtics
86,98,Houston Rockets,Dallas Mavericks
106,85,Philadelphia 76ers,Detroit Pistons
87,82,Sacramento Kings,Seattle SuperSonics
103,94,Washington Wizards,Chicago Bulls
116,98,New Jersey Nets,Miami Heat
114,103,Memphis Grizzlies,Phoenix Suns
87,93,Denver Nuggets,San Antonio Spurs
79,82,Indiana Pacers,Boston Celtics
111,113,Houston Rockets,Dallas Mavericks
99,84,Philadelphia 76ers,Detroit Pistons
104,87,New Jersey Nets,Miami Heat
105,93,Sacramento Kings,Seattle SuperSonics
113,103,Washington Wizards,Chicago Bulls
108,103,Memphis Grizzlies,Phoenix Suns
104,76,Denver Nuggets,San Antonio Spurs
102,106,Dallas Mavericks,Houston Rockets
99,76,Boston Celtics,Indiana Pacers
105,108,Miami Heat,New Jersey Nets
90,110,Phoenix Suns,Memphis Grizzlies
115,104,Detroit Pistons,Philadelphia 76ers
116,104,Seattle SuperSonics,Sacramento Kings
78,86,San Antonio Spurs,Denver Nuggets
93,97,Dallas Mavericks,Houston Rockets
79,110,Boston Celtics,Indiana Pacers
117,99,Chicago Bulls,Washington Wizards
115,123,Phoenix Suns,Memphis Grizzlies
97,110,Miami Heat,New Jersey Nets
92,97,Detroit Pistons,Philadelphia 76ers
102,115,Seattle SuperSonics,Sacramento Kings
103,100,Houston Rockets,Dallas Mavericks
115,126,San Antonio Spurs,Denver Nuggets
106,99,Chicago Bulls,Washington Wizards
85,90,Indiana Pacers,Boston Celtics
88,78,Philadelphia 76ers,Detroit Pistons
122,118,Sacramento Kings,Seattle SuperSonics
110,112,Washington Wizards,Chicago Bulls
99,89,Denver Nuggets,San Antonio Spurs
101,83,Dallas Mavericks,Houston Rockets
89,92,Boston Celtics,Indiana Pacers
94,91,Chicago Bulls,Washington Wizards
70,97,Indiana Pacers,Boston Celtics
116,76,Houston Rockets,Dallas Mavericks
105,86,Washington Wizards,Miami Heat
103,81,Seattle SuperSonics,San Antonio Spurs
96,81,Indiana Pacers,Detroit Pistons
127,102,Dallas Mavericks,Phoenix Suns
108,102,Washington Wizards,Miami Heat
108,91,Seattle SuperSonics,San Antonio Spurs
83,92,Indiana Pacers,Detroit Pistons
106,108,Dallas Mavericks,Phoenix Suns
92,91,San Antonio Spurs,Seattle SuperSonics
95,102,Miami Heat,Washington Wizards
102,119,Phoenix Suns,Dallas Mavericks
79,74,Detroit Pistons,Indiana Pacers
95,99,Miami Heat,Washington Wizards
119,109,Phoenix Suns,Dallas Mavericks
76,89,Detroit Pistons,Indiana Pacers
101,89,San Antonio Spurs,Seattle SuperSonics
86,67,Indiana Pacers,Detroit Pistons
103,90,Seattle SuperSonics,San Antonio Spurs
114,108,Dallas Mavericks,Phoenix Suns
79,88,Detroit Pistons,Indiana Pacers
96,98,San Antonio Spurs,Seattle SuperSonics
126,130,Phoenix Suns,Dallas Mavericks
114,121,San Antonio Spurs,Phoenix Suns
81,90,Detroit Pistons,Miami Heat
108,111,San Antonio Spurs,Phoenix Suns
92,86,Detroit Pistons,Miami Heat
102,92,Phoenix Suns,San Antonio Spurs
104,113,Miami Heat,Detroit Pistons
106,111,Phoenix Suns,San Antonio Spurs
106,96,Miami Heat,Detroit Pistons
95,101,San Antonio Spurs,Phoenix Suns
88,76,Detroit Pistons,Miami Heat
91,66,Miami Heat,Detroit Pistons
82,88,Detroit Pistons,Miami Heat
84,69,Detroit Pistons,San Antonio Spurs
97,76,Detroit Pistons,San Antonio Spurs
96,79,San Antonio Spurs,Detroit Pistons
102,71,San Antonio Spurs,Detroit Pistons
95,96,San Antonio Spurs,Detroit Pistons
86,95,Detroit Pistons,San Antonio Spurs
81,74,Detroit Pistons,San Antonio Spurs
