team2Score,team1Score,team1,team2
112,101,Charlotte Hornets,Boston Celtics
114,98,New Jersey Nets,Cleveland Cavaliers
117,94,Los Angeles Clippers,Houston Rockets
86,87,San Antonio Spurs,Portland Trail Blazers
114,90,Atlanta Hawks,Chicago Bulls
107,104,Indiana Pacers,New York Knicks
103,107,Los Angeles Lakers,Phoenix Suns
99,85,Utah Jazz,Seattle SuperSonics
98,99,Charlotte Hornets,Boston Celtics
99,101,New Jersey Nets,Cleveland Cavaliers
83,95,Los Angeles Clippers,Houston Rockets
105,96,San Antonio Spurs,Portland Trail Blazers
117,102,Atlanta Hawks,Chicago Bulls
101,91,Indiana Pacers,New York Knicks
81,86,Los Angeles Lakers,Phoenix Suns
85,89,Utah Jazz,Seattle SuperSonics
119,89,Boston Celtics,Charlotte Hornets
99,111,Houston Rockets,Los Angeles Clippers
88,98,Chicago Bulls,Atlanta Hawks
116,93,New York Knicks,Indiana Pacers
102,107,Phoenix Suns,Los Angeles Lakers
90,80,Seattle SuperSonics,Utah Jazz
104,103,Boston Celtics,Charlotte Hornets
93,90,Houston Rockets,Los Angeles Clippers
84,93,Cleveland Cavaliers,New Jersey Nets
107,101,Portland Trail Blazers,San Antonio Spurs
100,109,New York Knicks,Indiana Pacers
86,101,Phoenix Suns,Los Angeles Lakers
80,93,Seattle SuperSonics,Utah Jazz
96,79,Cleveland Cavaliers,New Jersey Nets
100,97,Portland Trail Blazers,San Antonio Spurs
84,80,Los Angeles Clippers,Houston Rockets
100,92,Utah Jazz,Seattle SuperSonics
99,89,New Jersey Nets,Cleveland Cavaliers
111,95,Charlotte Hornets,New York Knicks
112,104,Los Angeles Lakers,Phoenix Suns
99,90,Houston Rockets,Seattle SuperSonics
91,84,Cleveland Cavaliers,Chicago Bulls
98,89,San Antonio Spurs,Phoenix Suns
105,101,Charlotte Hornets,New York Knicks
111,100,Houston Rockets,Seattle SuperSonics
104,85,Cleveland Cavaliers,Chicago Bulls
109,103,San Antonio Spurs,Phoenix Suns
110,106,New York Knicks,Charlotte Hornets
90,96,Chicago Bulls,Cleveland Cavaliers
97,79,Seattle SuperSonics,Houston Rockets
111,96,Phoenix Suns,San Antonio Spurs
92,94,New York Knicks,Charlotte Hornets
103,92,Seattle SuperSonics,Houston Rockets
117,103,Phoenix Suns,San Antonio Spurs
101,103,Chicago Bulls,Cleveland Cavaliers
105,101,Charlotte Hornets,New York Knicks
109,97,San Antonio Spurs,Phoenix Suns
120,95,Houston Rockets,Seattle SuperSonics
103,90,Seattle SuperSonics,Houston Rockets
100,102,Phoenix Suns,San Antonio Spurs
103,100,Houston Rockets,Seattle SuperSonics
98,90,Chicago Bulls,New York Knicks
105,91,Seattle SuperSonics,Phoenix Suns
96,91,Chicago Bulls,New York Knicks
99,103,Seattle SuperSonics,Phoenix Suns
97,104,Phoenix Suns,Seattle SuperSonics
103,83,New York Knicks,Chicago Bulls
120,101,Phoenix Suns,Seattle SuperSonics
105,95,New York Knicks,Chicago Bulls
120,114,Seattle SuperSonics,Phoenix Suns
94,97,Chicago Bulls,New York Knicks
118,102,Phoenix Suns,Seattle SuperSonics
96,88,New York Knicks,Chicago Bulls
123,110,Seattle SuperSonics,Phoenix Suns
92,100,Chicago Bulls,Phoenix Suns
108,111,Chicago Bulls,Phoenix Suns
121,129,Phoenix Suns,Chicago Bulls
111,105,Phoenix Suns,Chicago Bulls
98,108,Phoenix Suns,Chicago Bulls
98,99,Chicago Bulls,Phoenix Suns
