team2Score,team1Score,team1,team2
124,113,Indiana Pacers,Boston Celtics
120,113,New Jersey Nets,Cleveland Cavaliers
109,117,Seattle SuperSonics,Golden State Warriors
115,102,Los Angeles Lakers,Portland Trail Blazers
113,94,Miami Heat,Chicago Bulls
109,75,Detroit Pistons,New York Knicks
117,111,San Antonio Spurs,Phoenix Suns
115,97,Los Angeles Clippers,Utah Jazz
119,112,Indiana Pacers,Boston Celtics
118,96,New Jersey Nets,Cleveland Cavaliers
115,101,Seattle SuperSonics,Golden State Warriors
101,79,Los Angeles Lakers,Portland Trail Blazers
120,90,Miami Heat,Chicago Bulls
88,89,Detroit Pistons,New York Knicks
119,107,San Antonio Spurs,Phoenix Suns
103,92,Los Angeles Clippers,Utah Jazz
98,102,Boston Celtics,Indiana Pacers
87,90,New York Knicks,Detroit Pistons
98,88,Utah Jazz,Los Angeles Clippers
109,104,Cleveland Cavaliers,New Jersey Nets
129,128,Golden State Warriors,Seattle SuperSonics
121,119,Portland Trail Blazers,Los Angeles Lakers
114,119,Chicago Bulls,Miami Heat
92,101,Phoenix Suns,San Antonio Spurs
89,98,Cleveland Cavaliers,New Jersey Nets
119,116,Golden State Warriors,Seattle SuperSonics
86,82,New York Knicks,Detroit Pistons
101,76,Boston Celtics,Cleveland Cavaliers
115,107,Utah Jazz,Los Angeles Clippers
76,102,Portland Trail Blazers,Los Angeles Lakers
94,87,Detroit Pistons,New York Knicks
98,104,Boston Celtics,Cleveland Cavaliers
98,89,Los Angeles Clippers,Utah Jazz
89,94,New York Knicks,Chicago Bulls
113,111,Phoenix Suns,Portland Trail Blazers
108,100,Seattle SuperSonics,Utah Jazz
86,78,New York Knicks,Chicago Bulls
126,119,Phoenix Suns,Portland Trail Blazers
110,107,Cleveland Cavaliers,Boston Celtics
103,97,Seattle SuperSonics,Utah Jazz
86,94,Chicago Bulls,New York Knicks
124,117,Portland Trail Blazers,Phoenix Suns
112,114,Cleveland Cavaliers,Boston Celtics
93,86,Chicago Bulls,New York Knicks
104,98,Utah Jazz,Seattle SuperSonics
151,153,Portland Trail Blazers,Phoenix Suns
96,88,New York Knicks,Chicago Bulls
83,89,Utah Jazz,Seattle SuperSonics
114,98,Boston Celtics,Cleveland Cavaliers
100,86,Chicago Bulls,New York Knicks
118,106,Phoenix Suns,Portland Trail Blazers
111,100,Seattle SuperSonics,Utah Jazz
122,91,Cleveland Cavaliers,Boston Celtics
113,88,Utah Jazz,Portland Trail Blazers
110,81,New York Knicks,Chicago Bulls
122,104,Boston Celtics,Cleveland Cavaliers
103,89,Cleveland Cavaliers,Chicago Bulls
119,102,Utah Jazz,Portland Trail Blazers
81,107,Cleveland Cavaliers,Chicago Bulls
97,89,Portland Trail Blazers,Utah Jazz
96,105,Chicago Bulls,Cleveland Cavaliers
121,112,Portland Trail Blazers,Utah Jazz
99,85,Chicago Bulls,Cleveland Cavaliers
127,121,Utah Jazz,Portland Trail Blazers
112,89,Cleveland Cavaliers,Chicago Bulls
97,105,Portland Trail Blazers,Utah Jazz
94,99,Chicago Bulls,Cleveland Cavaliers
122,89,Portland Trail Blazers,Chicago Bulls
104,115,Portland Trail Blazers,Chicago Bulls
84,94,Chicago Bulls,Portland Trail Blazers
93,88,Chicago Bulls,Portland Trail Blazers
106,119,Chicago Bulls,Portland Trail Blazers
97,93,Portland Trail Blazers,Chicago Bulls
