team2Score,team1Score,team1,team2
104,88,Boston Celtics,Indiana Pacers
72,71,Houston Rockets,Los Angeles Lakers
107,83,New York Knicks,New Jersey Nets
98,74,Memphis Grizzlies,San Antonio Spurs
108,82,Milwaukee Bucks,Detroit Pistons
81,79,New Orleans Hornets,Miami Heat
106,92,Denver Nuggets,Minnesota Timberwolves
116,105,Dallas Mavericks,Sacramento Kings
98,84,Houston Rockets,Los Angeles Lakers
87,70,Memphis Grizzlies,San Antonio Spurs
103,90,Boston Celtics,Indiana Pacers
99,81,New York Knicks,New Jersey Nets
83,79,Dallas Mavericks,Sacramento Kings
88,92,Milwaukee Bucks,Detroit Pistons
93,63,New Orleans Hornets,Miami Heat
95,81,Denver Nuggets,Minnesota Timberwolves
93,95,San Antonio Spurs,Memphis Grizzlies
78,81,New Jersey Nets,New York Knicks
85,108,Indiana Pacers,Boston Celtics
102,91,Los Angeles Lakers,Houston Rockets
104,79,Sacramento Kings,Dallas Mavericks
107,86,Minnesota Timberwolves,Denver Nuggets
85,95,Detroit Pistons,Milwaukee Bucks
77,71,Miami Heat,New Orleans Hornets
75,90,Indiana Pacers,Boston Celtics
88,92,Los Angeles Lakers,Houston Rockets
97,110,San Antonio Spurs,Memphis Grizzlies
94,100,New Jersey Nets,New York Knicks
92,94,Sacramento Kings,Dallas Mavericks
92,109,Detroit Pistons,Milwaukee Bucks
82,84,Minnesota Timberwolves,Denver Nuggets
96,85,Miami Heat,New Orleans Hornets
97,78,Houston Rockets,Los Angeles Lakers
91,77,Milwaukee Bucks,Detroit Pistons
119,118,Dallas Mavericks,Sacramento Kings
87,83,New Orleans Hornets,Miami Heat
102,91,Denver Nuggets,Minnesota Timberwolves
89,83,Miami Heat,New Orleans Hornets
88,78,Los Angeles Lakers,San Antonio Spurs
78,56,New Jersey Nets,Detroit Pistons
85,77,New Orleans Hornets,Miami Heat
98,104,Sacramento Kings,Minnesota Timberwolves
95,85,Los Angeles Lakers,San Antonio Spurs
94,81,Miami Heat,Indiana Pacers
95,80,New Jersey Nets,Detroit Pistons
91,80,Miami Heat,Indiana Pacers
94,89,Sacramento Kings,Minnesota Timberwolves
105,81,San Antonio Spurs,Los Angeles Lakers
82,64,Detroit Pistons,New Jersey Nets
94,87,Indiana Pacers,Miami Heat
113,114,Minnesota Timberwolves,Sacramento Kings
98,90,San Antonio Spurs,Los Angeles Lakers
94,79,Detroit Pistons,New Jersey Nets
100,88,Indiana Pacers,Miami Heat
87,81,Minnesota Timberwolves,Sacramento Kings
73,74,Los Angeles Lakers,San Antonio Spurs
120,127,New Jersey Nets,Detroit Pistons
86,74,Sacramento Kings,Minnesota Timberwolves
94,83,Miami Heat,Indiana Pacers
88,76,San Antonio Spurs,Los Angeles Lakers
75,81,Detroit Pistons,New Jersey Nets
104,87,Minnesota Timberwolves,Sacramento Kings
70,73,Indiana Pacers,Miami Heat
83,80,Sacramento Kings,Minnesota Timberwolves
90,69,New Jersey Nets,Detroit Pistons
88,97,Los Angeles Lakers,Minnesota Timberwolves
78,74,Detroit Pistons,Indiana Pacers
89,71,Los Angeles Lakers,Minnesota Timberwolves
67,72,Detroit Pistons,Indiana Pacers
100,89,Minnesota Timberwolves,Los Angeles Lakers
85,78,Indiana Pacers,Detroit Pistons
92,85,Minnesota Timberwolves,Los Angeles Lakers
68,83,Indiana Pacers,Detroit Pistons
98,96,Los Angeles Lakers,Minnesota Timberwolves
65,83,Detroit Pistons,Indiana Pacers
96,90,Minnesota Timberwolves,Los Angeles Lakers
69,65,Indiana Pacers,Detroit Pistons
75,87,Detroit Pistons,Los Angeles Lakers
99,91,Detroit Pistons,Los Angeles Lakers
88,68,Los Angeles Lakers,Detroit Pistons
88,80,Los Angeles Lakers,Detroit Pistons
100,87,Los Angeles Lakers,Detroit Pistons
