team2Score,team1Score,team1,team2
93,101,Atlanta Hawks,Indiana Pacers
105,109,Golden State Warriors,Los Angeles Clippers
100,86,Memphis Grizzlies,Oklahoma City Thunder
87,94,Brooklyn Nets,Toronto Raptors
93,102,Washington Wizards,Chicago Bulls
120,122,Portland Trail Blazers,Houston Rockets
99,88,Charlotte Bobcats,Miami Heat
90,85,Dallas Mavericks,San Antonio Spurs
138,98,Golden State Warriors,Los Angeles Clippers
105,111,Memphis Grizzlies,Oklahoma City Thunder
99,101,Washington Wizards,Chicago Bulls
101,85,Atlanta Hawks,Indiana Pacers
100,95,Brooklyn Nets,Toronto Raptors
105,112,Portland Trail Blazers,Houston Rockets
101,97,Charlotte Bobcats,Miami Heat
92,113,Dallas Mavericks,San Antonio Spurs
98,85,Indiana Pacers,Atlanta Hawks
96,98,Los Angeles Clippers,Golden State Warriors
98,95,Oklahoma City Thunder,Memphis Grizzlies
102,98,Toronto Raptors,Brooklyn Nets
116,121,Houston Rockets,Portland Trail Blazers
97,100,Chicago Bulls,Washington Wizards
88,91,Indiana Pacers,Atlanta Hawks
85,98,Miami Heat,Charlotte Bobcats
109,108,San Antonio Spurs,Dallas Mavericks
89,92,Oklahoma City Thunder,Memphis Grizzlies
79,87,Toronto Raptors,Brooklyn Nets
118,97,Los Angeles Clippers,Golden State Warriors
123,120,Houston Rockets,Portland Trail Blazers
98,89,Chicago Bulls,Washington Wizards
98,109,Miami Heat,Charlotte Bobcats
89,93,San Antonio Spurs,Dallas Mavericks
97,107,Atlanta Hawks,Indiana Pacers
69,75,Washington Wizards,Chicago Bulls
113,103,Golden State Warriors,Los Angeles Clippers
99,100,Memphis Grizzlies,Oklahoma City Thunder
108,98,Portland Trail Blazers,Houston Rockets
109,103,Dallas Mavericks,San Antonio Spurs
115,113,Brooklyn Nets,Toronto Raptors
88,95,Indiana Pacers,Atlanta Hawks
100,99,Los Angeles Clippers,Golden State Warriors
84,104,Oklahoma City Thunder,Memphis Grizzlies
97,83,Toronto Raptors,Brooklyn Nets
113,111,San Antonio Spurs,Dallas Mavericks
99,98,Houston Rockets,Portland Trail Blazers
92,80,Atlanta Hawks,Indiana Pacers
126,121,Golden State Warriors,Los Angeles Clippers
120,109,Memphis Grizzlies,Oklahoma City Thunder
119,96,Dallas Mavericks,San Antonio Spurs
103,104,Brooklyn Nets,Toronto Raptors
96,102,Washington Wizards,Indiana Pacers
105,122,Los Angeles Clippers,Oklahoma City Thunder
107,86,Brooklyn Nets,Miami Heat
116,92,Portland Trail Blazers,San Antonio Spurs
86,82,Washington Wizards,Indiana Pacers
112,101,Los Angeles Clippers,Oklahoma City Thunder
94,82,Brooklyn Nets,Miami Heat
114,97,Portland Trail Blazers,San Antonio Spurs
112,118,Oklahoma City Thunder,Los Angeles Clippers
63,85,Indiana Pacers,Washington Wizards
104,90,Miami Heat,Brooklyn Nets
103,118,San Antonio Spurs,Portland Trail Blazers
101,99,Oklahoma City Thunder,Los Angeles Clippers
92,95,Indiana Pacers,Washington Wizards
96,102,Miami Heat,Brooklyn Nets
103,92,San Antonio Spurs,Portland Trail Blazers
79,102,Washington Wizards,Indiana Pacers
105,104,Los Angeles Clippers,Oklahoma City Thunder
96,94,Brooklyn Nets,Miami Heat
104,82,Portland Trail Blazers,San Antonio Spurs
98,104,Oklahoma City Thunder,Los Angeles Clippers
80,93,Indiana Pacers,Washington Wizards
107,96,Miami Heat,Indiana Pacers
122,105,Oklahoma City Thunder,San Antonio Spurs
83,87,Miami Heat,Indiana Pacers
112,77,Oklahoma City Thunder,San Antonio Spurs
99,87,Indiana Pacers,Miami Heat
106,97,San Antonio Spurs,Oklahoma City Thunder
102,90,Indiana Pacers,Miami Heat
105,92,San Antonio Spurs,Oklahoma City Thunder
93,90,Miami Heat,Indiana Pacers
117,89,Oklahoma City Thunder,San Antonio Spurs
117,92,Indiana Pacers,Miami Heat
107,112,San Antonio Spurs,Oklahoma City Thunder
110,95,Miami Heat,San Antonio Spurs
96,98,Miami Heat,San Antonio Spurs
92,111,San Antonio Spurs,Miami Heat
86,107,San Antonio Spurs,Miami Heat
104,87,Miami Heat,San Antonio Spurs
