name,per,team
Arron Afflalo,14.7,DEN
LaMarcus Aldridge,22.7,POR
Ray Allen,14.8,BOS
Tony Allen,15.7,MEM
Al-Farouq Aminu,10.6,NOH
Ryan Anderson,21.2,ORL
Carmelo Anthony,21.1,NYK
Joel Anthony,10.3,MIA
Trevor Ariza,14.2,NOH
D.J. Augustin,14.1,CHA
Gustavo Ayon,16.7,NOH
Jose Barea,14.9,MIN
Andrea Bargnani,17.9,TOR
Matt Barnes,15.5,LAL
Brandon Bass,14.1,BOS
Shane Battier,9.7,MIA
Nicolas Batum,17.3,POR
Michael Beasley,13.0,MIN
Rodrigue Beaubois,15.3,DAL
Marco Belinelli,11.9,NOH
Bismack Biyombo,10.6,CHA
DeJuan Blair,17.6,SAS
Steve Blake,8.5,LAL
Matt Bonner,13.2,SAS
Trevor Booker,15.4,WAS
Carlos Boozer,19.7,CHI
Chris Bosh,18.9,MIA
Avery Bradley,11.3,BOS
Elton Brand,18.0,PHI
Corey Brewer,13.7,DEN
Ronnie Brewer,12.3,CHI
MarShon Brooks,12.9,NJN
Derrick Brown,14.7,CHA
Shannon Brown,13.6,PHO
Kobe Bryant,21.9,LAL
Chase Budinger,14.9,HOU
Caron Butler,11.7,LAC
Andrew Bynum,22.9,LAL
Jose Calderon,16.7,TOR
Vince Carter,13.6,DAL
Omri Casspi,11.2,CLE
Mario Chalmers,13.0,MIA
Tyson Chandler,18.7,NYK
Norris Cole,7.9,MIA
Darren Collison,13.6,IND
Nick Collison,12.1,OKC
Mike Conley,16.8,MEM
DeMarcus Cousins,21.7,SAC
Jamal Crawford,15.7,POR
Jordan Crawford,14.5,WAS
Dante Cunningham,14.9,MEM
Samuel Dalembert,16.9,HOU
Ed Davis,14.2,TOR
Glen Davis,13.2,ORL
Carlos Delfino,11.7,MIL
Luol Deng,14.1,CHI
DeMar DeRozan,12.8,TOR
Boris Diaw,10.8,CHA
Goran Dragic,18.0,HOU
Jared Dudley,15.4,PHO
Chris Duhon,8.4,ORL
Tim Duncan,22.5,SAS
Mike Dunleavy,16.6,MIL
Kevin Durant,26.2,OKC
Monta Ellis,18.6,GSW
Tyreke Evans,16.4,SAC
Kenneth Faried,21.9,DEN
Derrick Favors,17.1,UTA
Raymond Felton,13.4,POR
Landry Fields,12.0,NYK
Derek Fisher,8.8,LAL
Randy Foye,13.5,LAC
Jimmer Fredette,10.8,SAC
Channing Frye,14.9,PHO
Danilo Gallinari,16.5,DEN
