name,per,team
John Stockton,22.8,UTA
Rod Strickland,16.9,SAS
Terry Teagle,14.5,LAL
Isiah Thomas,16.0,DET
LaSalle Thompson,10.9,IND
Otis Thorpe,17.2,HOU
Sedale Threatt,16.6,LAL
Wayman Tisdale,13.9,SAC
Jeff Turner,7.2,ORL
Loy Vaught,13.7,LAC
Alexander Volkov,15.5,ATL
Darrell Walker,10.9,DET
Spud Webb,15.1,SAC
Doug West,14.6,MIN
Mark West,12.5,PHO
Randy White,10.9,DAL
Dominique Wilkins,22.2,ATL
Gerald Wilkins,12.0,NYK
Buck Williams,15.0,POR
Herb Williams,12.6,DAL
Hot Rod Williams,18.6,CLE
Micheal Williams,18.4,IND
Reggie Williams,18.1,DEN
Kevin Willis,19.7,ATL
David Wingate,11.5,WSB
Joe Wolf,7.2,DEN
Orlando Woolridge,14.9,DET
James Worthy,16.7,LAL
