name,per,team
Mahmoud Abdul-Rauf,12.6,DEN
Michael Adams,17.1,WSB
Rafael Addison,10.9,NJN
Mark Aguirre,13.7,DET
Danny Ainge,15.4,POR
Victor Alexander,13.9,GSW
Greg Anderson,12.6,DEN
Kenny Anderson,12.8,NJN
Nick Anderson,16.4,ORL
Ron Anderson,14.1,PHI
Willie Anderson,13.8,SAS
Greg Anthony,10.6,NYK
B.J. Armstrong,14.1,CHI
Vincent Askew,12.7,GSW
Stacey Augmon,14.4,ATL
John Bagley,12.7,BOS
Thurl Bailey,14.9,MIN
Charles Barkley,24.5,PHI
Dana Barros,15.0,SEA
John Battle,12.6,CLE
Benoit Benjamin,14.1,SEA
David Benoit,12.1,UTA
Larry Bird,21.0,BOS
Rolando Blackman,15.6,DAL
Mookie Blaylock,15.2,NJN
Muggsy Bogues,14.0,CHH
Manute Bol,7.7,PHI
Anthony Bonner,10.9,SAC
Anthony Bowie,14.7,ORL
Sam Bowie,16.4,NJN
Terrell Brandon,12.8,CLE
Randy Breuer,14.3,MIN
Frank Brickowski,15.5,MIL
Scott Brooks,16.0,MIN
Mike Brown,12.3,UTA
Matt Bullard,12.6,HOU
Willie Burton,13.5,MIA
Michael Cage,15.0,SEA
Elden Campbell,13.3,LAL
Tony Campbell,15.3,MIN
Antoine Carr,13.5,SAS
Bill Cartwright,10.9,CHI
Terry Catledge,15.2,ORL
Duane Causwell,12.4,SAC
Tom Chambers,15.9,PHO
Maurice Cheeks,12.6,ATL
Derrick Coleman,19.5,NJN
Bimbo Coles,14.3,MIA
Lester Conner,13.3,MIL
Tyrone Corbin,13.6,UTA
Terry Cummings,18.5,SAS
Dell Curry,16.4,CHH
Brad Daugherty,23.0,CLE
Dale Davis,13.3,IND
Terry Davis,12.4,DAL
Johnny Dawkins,13.3,PHI
Clyde Drexler,23.6,POR
Kevin Duckworth,10.5,POR
Chris Dudley,13.2,NJN
Joe Dumars,15.4,DET
Ledell Eackles,15.3,WSB
Mark Eaton,9.1,UTA
Blue Edwards,13.7,UTA
James Edwards,11.7,LAC
Kevin Edwards,13.8,MIA
Craig Ehlo,13.8,CLE
Mario Elie,13.7,GSW
Sean Elliott,14.4,SAS
Dale Ellis,15.9,MIL
Pervis Ellison,19.9,WSB
A.J. English,12.5,WSB
Patrick Ewing,22.8,NYK
Duane Ferrell,15.6,ATL
Vern Fleming,12.7,IND
Sleepy Floyd,12.1,HOU
Rick Fox,12.2,BOS
Kevin Gamble,15.2,BOS
Winston Garland,13.3,DEN
Kenny Gattison,15.3,CHH
Tate George,11.8,NJN
Kendall Gill,16.5,CHH
Armen Gilliam,18.0,PHI
Gerald Glass,13.2,MIN
Paul Graham,14.7,ATL
Gary Grant,13.4,LAC
Harvey Grant,15.3,WSB
Horace Grant,20.6,CHI
Jeff Grayer,13.3,MIL
A.C. Green,16.7,LAL
Sidney Green,10.5,SAS
Tim Hardaway,19.1,GSW
Derek Harper,16.7,DAL
Ron Harper,15.4,LAC
Hersey Hawkins,17.0,PHI
Tyrone Hill,12.8,GSW
Donald Hodge,13.8,DAL
Dennis Hopson,17.2,SAC
Jeff Hornacek,18.9,PHO
Jay Humphries,16.5,MIL
Mike Iuzzolino,13.3,DAL
Mark Jackson,17.8,NYK
Buck Johnson,10.0,HOU
Eddie Johnson,16.1,SEA
Kevin Johnson,19.9,PHO
Larry Johnson,18.9,CHH
Vinnie Johnson,10.4,SAS
Charles Jones,6.8,WSB
Michael Jordan,27.7,CHI
Shawn Kemp,21.6,SEA
Jerome Kersey,14.7,POR
Alec Kessler,10.2,MIA
Stacey King,13.4,CHI
Greg Kite,7.7,ORL
Jon Koncak,7.4,ATL
Larry Krystkowiak,11.4,MIL
Bill Laimbeer,12.6,DET
Andrew Lang,13.8,PHO
Cliff Levingston,13.1,CHI
Reggie Lewis,17.9,BOS
Marcus Liberty,14.1,DEN
Todd Lichti,10.4,DEN
Brad Lohaus,15.0,MIL
Grant Long,15.8,MIA
Mark Macon,8.3,DEN
Dan Majerle,17.8,PHO
Jeff Malone,15.1,UTA
Karl Malone,25.4,UTA
Moses Malone,19.2,MIL
Danny Manning,19.7,LAC
Sarunas Marciulionis,18.8,GSW
Anthony Mason,11.3,NYK
Vernon Maxwell,14.1,HOU
Rodney McCray,12.6,DAL
Xavier McDaniel,13.9,NYK
Kevin McHale,18.5,BOS
Derrick McKey,14.7,SEA
Nate McMillan,14.5,SEA
Reggie Miller,17.6,IND
Terry Mills,14.7,NJN
Sam Mitchell,12.0,MIN
Chris Morris,14.4,NJN
Chris Mullin,19.9,GSW
Dikembe Mutombo,16.5,DEN
Larry Nance,21.4,CLE
Johnny Newman,13.6,CHH
Ken Norman,15.3,LAC
Charles Oakley,11.3,NYK
Hakeem Olajuwon,23.7,HOU
Billy Owens,15.6,GSW
Robert Parish,18.9,BOS
John Paxson,10.9,CHI
Gary Payton,13.1,SEA
Will Perdue,14.2,CHI
Sam Perkins,17.6,LAL
Tim Perry,13.8,PHO
Chuck Person,14.5,IND
Drazen Petrovic,15.8,NJN
Ricky Pierce,18.2,SEA
Ed Pinckney,16.5,BOS
Scottie Pippen,21.5,CHI
Olden Polynice,13.1,LAC
Terry Porter,18.1,POR
Mark Price,22.7,CLE
Blair Rasmussen,11.6,ATL
J.R. Reid,14.1,CHH
Jerry Reynolds,13.9,ORL
Glen Rice,17.5,MIA
Pooh Richardson,17.4,MIN
Mitch Richmond,16.3,SAC
Doc Rivers,13.8,LAC
Fred Roberts,12.9,MIL
Stanley Roberts,16.3,ORL
Alvin Robertson,15.0,MIL
Clifford Robinson,14.2,POR
David Robinson,27.5,SAS
Rumeal Robinson,14.9,ATL
Dennis Rodman,17.0,DET
John Salley,14.7,DET
Detlef Schrempf,19.5,IND
Byron Scott,15.5,LAL
Rony Seikaly,16.6,MIA
Charles Shackleford,13.4,PHI
Lionel Simmons,16.5,SAC
Scott Skiles,14.4,ORL
Charles Smith,18.6,LAC
Doug Smith,11.9,DAL
Kenny Smith,15.0,HOU
Steve Smith,12.5,MIA
Rik Smits,16.8,IND
Felton Spencer,11.2,MIN
John Starks,16.4,NYK
Larry Stewart,12.9,WSB
