name,per,team
Shareef Abdur-Rahim,21.1,VAN
Ray Allen,16.2,MIL
Derek Anderson,15.3,CLE
Kenny Anderson,13.3,POR
Nick Anderson,19.6,ORL
Shandon Anderson,15.7,UTA
Greg Anthony,16.8,SEA
Darrell Armstrong,15.7,ORL
Stacey Augmon,10.3,POR
Isaac Austin,16.8,MIA
Vin Baker,20.4,SEA
Charles Barkley,21.6,HOU
Dana Barros,18.6,BOS
Brent Barry,14.9,LAC
Tony Battie,13.3,DEN
Travis Best,13.6,IND
Chauncey Billups,15.4,BOS
Mookie Blaylock,16.1,ATL
Corie Blount,11.9,LAL
Muggsy Bogues,12.3,GSW
Bruce Bowen,11.0,BOS
Shawn Bradley,17.7,DAL
Terrell Brandon,20.2,MIL
Chucky Brown,10.5,ATL
P.J. Brown,15.0,MIA
Randy Brown,10.1,CHI
Kobe Bryant,18.5,LAL
Mark Bryant,10.2,PHO
Matt Bullard,13.8,HOU
Scott Burrell,15.7,CHI
Michael Cage,10.1,NJN
Marcus Camby,15.9,TOR
Elden Campbell,16.4,LAL
Antoine Carr,9.8,UTA
Chris Carr,11.6,MIN
Sam Cassell,21.0,NJN
Kelvin Cato,13.3,POR
Rex Chapman,14.4,PHO
Calbert Cheaney,11.7,WAS
Pete Chilcutt,12.6,VAN
Chris Childs,11.6,NYK
Doug Christie,16.2,TOR
Derrick Coleman,17.5,PHI
Bimbo Coles,10.4,GSW
Tyrone Corbin,12.0,ATL
Michael Curry,9.1,MIL
Erick Dampier,14.0,GSW
Antonio Daniels,9.9,VAN
Antonio Davis,15.3,IND
Dale Davis,15.2,IND
Hubert Davis,12.5,DAL
Terry Davis,10.5,WAS
Andrew DeClercq,13.2,BOS
Terry Dehere,10.8,SAC
Vinny Del Negro,11.1,SAS
Bison Dele,18.1,DET
Tony Delk,13.3,GSW
Vlade Divac,19.4,CHH
Sherman Douglas,15.6,NJN
Clyde Drexler,19.8,HOU
Joe Dumars,14.3,DET
Tim Duncan,22.6,SAS
Blue Edwards,14.5,VAN
Howard Eisley,13.6,UTA
Mario Elie,12.9,HOU
Sean Elliott,9.5,SAS
Dale Ellis,16.6,SEA
LaPhonso Ellis,14.4,DEN
Danny Ferry,7.5,CLE
Michael Finley,19.3,DAL
Derek Fisher,12.9,LAL
Danny Fortson,14.3,DEN
Greg Foster,8.9,UTA
Rick Fox,12.5,LAL
Lawrence Funderburke,16.2,SAC
Kevin Garnett,20.4,MIN
Dean Garrett,12.1,DEN
Chris Gatling,16.0,NJN
Matt Geiger,20.2,CHH
Kendall Gill,14.9,NJN
Armen Gilliam,16.4,MIL
Anthony Goldwire,13.6,DEN
Brian Grant,16.7,POR
Horace Grant,15.4,ORL
A.C. Green,12.8,DAL
Tom Gugliotta,20.5,MIN
Tom Hammonds,12.1,MIN
Tim Hardaway,20.6,MIA
Derek Harper,11.5,ORL
Ron Harper,14.7,CHI
Hersey Hawkins,15.4,SEA
Alan Henderson,18.4,ATL
Cedric Henderson,10.7,CLE
Grant Hill,21.2,DET
Tyrone Hill,13.6,MIL
Jeff Hornacek,19.3,UTA
Robert Horry,14.4,LAL
Allan Houston,15.1,NYK
Juwan Howard,15.2,WAS
Lindsey Hunter,12.4,DET
Zydrunas Ilgauskas,19.7,CLE
Allen Iverson,20.4,PHI
Bobby Jackson,13.6,DEN
Jaren Jackson,9.7,SAS
Jim Jackson,13.1,PHI
Jim Jackson,13.2,GSW
Mark Jackson,17.2,IND
Anthony Johnson,8.6,SAC
Avery Johnson,14.1,SAS
Eddie Johnson,13.1,HOU
Ervin Johnson,15.6,MIL
Kevin Johnson,15.6,PHO
Larry Johnson,15.8,NYK
Eddie Jones,18.0,LAL
Michael Jordan,25.2,CHI
Adam Keefe,14.5,UTA
Shawn Kemp,17.5,CLE
Steve Kerr,12.9,CHI
Jason Kidd,16.4,PHO
Kerry Kittles,17.5,NJN
Brevin Knight,17.1,CLE
Travis Knight,13.6,BOS
Toni Kukoc,17.3,CHI
Christian Laettner,18.5,ATL
Voshon Lenard,13.3,MIA
Luc Longley,13.5,CHI
George Lynch,16.8,VAN
Sam Mack,12.4,VAN
Dan Majerle,12.2,MIA
Karl Malone,27.9,UTA
Matt Maloney,10.5,HOU
Danny Manning,19.8,PHO
