name,per,team
Stephon Marbury,16.3,MIN
Donyell Marshall,15.5,GSW
Darrick Martin,12.3,LAC
Jamal Mashburn,14.1,MIA
Anthony Mason,16.4,CHH
Lee Mayberry,9.2,VAN
Walter McCarty,11.6,BOS
George McCloud,12.7,PHO
Antonio McDyess,20.3,PHO
Tracy McGrady,17.4,TOR
Jim McIlvaine,9.5,SEA
Derrick McKey,10.7,IND
Aaron McKie,8.1,PHI
Ron Mercer,14.1,BOS
Oliver Miller,12.8,TOR
Reggie Miller,19.8,IND
Chris Mills,12.7,NYK
Greg Minor,11.8,BOS
Sam Mitchell,15.8,MIN
Alonzo Mourning,22.4,MIA
Chris Mullin,16.9,IND
Eric Murdock,15.7,MIA
Lamond Murray,17.8,LAC
Tracy Murray,17.3,WAS
Dikembe Mutombo,19.8,ATL
Steve Nash,15.6,PHO
Johnny Newman,14.9,DEN
Shaquille O'Neal,28.8,LAL
Charles Oakley,13.1,NYK
Hakeem Olajuwon,20.8,HOU
Greg Ostertag,12.5,UTA
Bo Outlaw,15.5,ORL
Billy Owens,14.4,SAC
Cherokee Parks,13.6,MIN
Gary Payton,21.6,SEA
Will Perdue,14.8,SAS
Sam Perkins,13.6,SEA
Elliot Perry,11.5,MIL
Chuck Person,8.3,SAS
Wesley Person,15.1,CLE
Bobby Phills,12.5,CHH
Eric Piatkowski,15.5,LAC
Scottie Pippen,20.4,CHI
Olden Polynice,14.7,SAC
Terry Porter,17.3,MIN
Vitaly Potapenko,11.0,CLE
Brent Price,10.9,HOU
Mark Price,14.9,ORL
Theo Ratliff,17.2,PHI
Eldridge Recasner,13.0,ATL
Bryant Reeves,17.3,VAN
Khalid Reeves,13.1,DAL
J.R. Reid,11.3,CHH
Rodrick Rhodes,7.7,HOU
Glen Rice,17.4,CHH
Pooh Richardson,10.3,LAC
Mitch Richmond,20.4,SAC
Isaiah Rider,15.2,POR
Stanley Roberts,11.9,MIN
Clifford Robinson,17.4,PHO
David Robinson,27.8,SAS
Glenn Robinson,16.8,MIL
James Robinson,12.4,LAC
Dennis Rodman,12.4,CHI
Rodney Rogers,15.8,LAC
Jalen Rose,14.1,IND
Bryon Russell,12.9,UTA
Arvydas Sabonis,20.9,POR
Danny Schayes,10.9,ORL
Detlef Schrempf,18.7,SEA
Dennis Scott,12.2,DAL
Malik Sealy,12.8,DET
Rony Seikaly,15.8,ORL
Brian Shaw,8.7,GSW
Reggie Slater,12.4,TOR
Joe Smith,15.1,GSW
Steve Smith,18.8,ATL
Rik Smits,19.9,IND
Jerry Stackhouse,16.8,DET
John Starks,14.3,NYK
Michael Stewart,12.9,SAC
John Stockton,21.8,UTA
Damon Stoudamire,17.7,TOR
Erick Strickland,9.3,DAL
Rod Strickland,19.6,WAS
Derek Strong,16.6,ORL
Maurice Taylor,16.1,LAC
Tim Thomas,14.9,PHI
Otis Thorpe,13.0,VAN
Gary Trent,16.7,POR
Nick Van Exel,17.8,LAL
Keith Van Horn,15.7,NJN
Antoine Walker,17.8,BOS
Samaki Walker,14.4,DAL
Ben Wallace,13.4,WAS
John Wallace,14.8,TOR
Rasheed Wallace,14.9,POR
Charlie Ward,15.6,NYK
Eric Washington,9.6,DEN
Clarence Weatherspoon,13.7,PHI
Clarence Weatherspoon,14.4,GSW
Chris Webber,20.9,WAS
David Wesley,15.2,CHH
Chris Whitney,14.8,WAS
Gerald Wilkins,5.4,ORL
Hot Rod Williams,11.5,PHO
Jayson Williams,18.7,NJN
Jerome Williams,16.3,DET
Monty Williams,11.3,SAS
Corliss Williamson,16.0,SAC
Kevin Willis,18.3,HOU
Lorenzen Wright,13.6,LAC
