name,per,team
Shareef Abdur-Rahim,21.2,ATL
Ray Allen,21.7,SEA
Rafer Alston,13.7,MIA
Chris Andersen,14.4,DEN
Derek Anderson,15.1,POR
Shandon Anderson,10.1,NYK
Carmelo Anthony,17.6,DEN
Gilbert Arenas,16.0,WAS
Darrell Armstrong,15.6,NOH
Carlos Arroyo,16.8,UTA
Stacey Augmon,10.0,NOH
Marcus Banks,11.0,BOS
Leandro Barbosa,12.7,PHO
Brent Barry,18.3,SEA
Jon Barry,14.6,DEN
Shane Battier,15.3,MEM
Raja Bell,12.7,UTA
Mike Bibby,19.3,SAC
Chauncey Billups,18.6,DET
Steve Blake,10.9,WAS
Mark Blount,16.0,BOS
Keith Bogans,11.0,ORL
Calvin Booth,13.6,SEA
Carlos Boozer,20.8,CLE
Chris Bosh,15.1,TOR
Bruce Bowen,8.2,SAS
Earl Boykins,16.2,DEN
Elton Brand,23.2,LAC
Kwame Brown,15.7,WAS
P.J. Brown,15.7,NOH
Kobe Bryant,23.7,LAL
Caron Butler,10.7,MIA
Marcus Camby,17.8,DEN
Brian Cardinal,19.4,GSW
Vince Carter,20.0,TOR
Sam Cassell,22.8,MIN
Kelvin Cato,13.2,HOU
Calbert Cheaney,10.6,GSW
Doug Christie,14.0,SAC
Speedy Claxton,17.3,GSW
Jarron Collins,11.1,UTA
Jason Collins,10.0,NJN
Chris Crawford,15.8,ATL
Jamal Crawford,15.9,CHI
Austin Croshere,14.4,IND
Eddy Curry,14.8,CHI
Michael Curry,3.6,TOR
Samuel Dalembert,16.1,PHI
Erick Dampier,20.1,GSW
Antonio Daniels,19.7,SEA
Marquis Daniels,20.1,DAL
Antonio Davis,12.1,CHI
Baron Davis,20.7,NOH
Dale Davis,12.9,POR
Ricky Davis,17.0,BOS
Andrew DeClercq,10.6,ORL
Boris Diaw,8.8,ATL
Vlade Divac,16.3,SAC
Juan Dixon,13.5,WAS
Keyon Dooling,10.0,LAC
Tim Duncan,27.1,SAS
Mike Dunleavy,15.1,GSW
Reggie Evans,9.9,SEA
Michael Finley,17.8,DAL
Derek Fisher,11.5,LAL
T.J. Ford,12.1,MIL
Jeff Foster,16.2,IND
Steve Francis,15.8,HOU
Dan Gadzuric,17.0,MIL
Kevin Garnett,29.4,MIN
Pau Gasol,21.7,MEM
Devean George,11.5,LAL
Kendall Gill,11.1,CHI
Manu Ginobili,18.5,SAS
Gordan Giricek,11.9,ORL
Dion Glover,12.5,ATL
Drew Gooden,15.6,ORL
Brian Grant,12.1,MIA
Horace Grant,10.6,LAL
Richard Hamilton,16.8,DET
Anfernee Hardaway,10.8,NYK
Matt Harpring,16.1,UTA
Al Harrington,14.9,IND
Lucious Harris,11.1,NJN
Udonis Haslem,13.7,MIA
Trenton Hassell,8.2,MIN
Jarvis Hayes,9.4,WAS
Brendan Haywood,17.2,WAS
Nene Hilario,14.8,DEN
Kirk Hinrich,13.1,CHI
Fred Hoiberg,13.6,MIN
Robert Horry,14.5,SAS
Eddie House,12.0,LAC
Allan Houston,14.8,NYK
