name,per,team
Josh Howard,15.7,DAL
Juwan Howard,15.6,ORL
Larry Hughes,17.6,WAS
Zydrunas Ilgauskas,20.2,CLE
Allen Iverson,19.3,PHI
Bobby Jackson,19.2,SAC
Jim Jackson,12.2,HOU
Stephen Jackson,16.1,ATL
Casey Jacobsen,9.6,PHO
LeBron James,18.3,CLE
Mike James,14.4,BOS
Antawn Jamison,21.2,DAL
Marko Jaric,12.6,LAC
Richard Jefferson,18.1,NJN
Jared Jeffries,8.7,WAS
Anthony Johnson,11.6,IND
Joe Johnson,13.9,PHO
Damon Jones,14.2,MIL
Eddie Jones,16.7,MIA
Fred Jones,11.8,IND
Chris Kaman,9.6,LAC
Jason Kidd,19.7,NJN
Andrei Kirilenko,22.6,UTA
Kerry Kittles,14.7,NJN
Toni Kukoc,16.1,MIL
Voshon Lenard,13.5,DEN
Rashard Lewis,17.5,SEA
Raul Lopez,12.0,UTA
Tyronn Lue,12.6,ORL
George Lynch,9.7,NOH
Mark Madsen,9.4,MIN
Corey Maggette,20.1,LAC
Jamaal Magloire,16.5,NOH
Karl Malone,17.8,LAL
Stephon Marbury,19.9,PHO
Stephon Marbury,20.9,NYK
Shawn Marion,19.9,PHO
Donyell Marshall,19.7,TOR
Kenyon Martin,18.7,NJN
Desmond Mason,15.7,MIL
Walter McCarty,10.9,BOS
Tracy McGrady,25.3,ORL
Jeff McInnis,15.0,POR
Jeff McInnis,15.3,CLE
Aaron McKie,13.9,PHI
Stanislav Medvedenko,13.6,LAL
Darius Miles,18.6,POR
Andre Miller,18.8,DEN
Brad Miller,19.4,SAC
Mike Miller,14.9,MEM
Reggie Miller,16.1,IND
Yao Ming,21.9,HOU
Cuttino Mobley,14.1,HOU
Ronald Murray,15.4,SEA
Dikembe Mutombo,14.3,NYK
Steve Nash,20.5,DAL
Rasho Nesterovic,15.3,SAS
Ira Newble,6.7,CLE
Dirk Nowitzki,22.5,DAL
Jermaine O'Neal,21.1,IND
Shaquille O'Neal,24.4,LAL
Lamar Odom,18.5,MIA
Mehmet Okur,18.3,DET
Kevin Ollie,12.2,CLE
Greg Ostertag,14.3,UTA
Bo Outlaw,13.1,MEM
Doug Overton,7.4,LAC
Milt Palacio,7.4,TOR
Tony Parker,15.7,SAS
Ruben Patterson,14.6,POR
Sasha Pavlovic,8.7,UTA
Gary Payton,17.3,LAL
Anthony Peeler,11.8,SAC
Morris Peterson,12.1,TOR
Paul Pierce,19.4,BOS
James Posey,18.8,MEM
Vitaly Potapenko,11.2,SEA
Tayshaun Prince,13.3,DET
Vladimir Radmanovic,15.1,SEA
Zach Randolph,19.6,POR
Theo Ratliff,12.9,ATL
Theo Ratliff,16.8,POR
Michael Redd,19.9,MIL
Jason Richardson,16.8,GSW
Quentin Richardson,15.1,LAC
Luke Ridnour,13.1,SEA
Clifford Robinson,10.8,GSW
Eddie Robinson,11.0,CHI
Glenn Robinson,15.0,PHI
Rodney Rogers,14.2,NJN
Jalen Rose,12.8,TOR
Malik Rose,15.0,SAS
Kareem Rush,10.4,LAL
John Salmons,10.6,PHI
Bobby Simmons,12.6,LAC
Brian Skinner,14.4,MIL
Joe Smith,16.6,MIL
Eric Snow,13.5,PHI
Latrell Sprewell,14.7,MIN
DeShawn Stevenson,12.2,UTA
Peja Stojakovic,21.8,SAC
Damon Stoudamire,14.8,POR
Amar'e Stoudemire,19.8,PHO
Stromile Swift,19.2,MEM
Maurice Taylor,13.6,HOU
Jason Terry,16.2,ATL
Etan Thomas,16.4,WAS
Kenny Thomas,15.9,PHI
Kurt Thomas,14.1,NYK
Tim Thomas,14.2,MIL
Jamaal Tinsley,16.4,IND
Gary Trent,12.9,MIN
Hedo Turkoglu,14.1,SAS
Nick Van Exel,13.1,GSW
Keith Van Horn,17.2,NYK
Jacque Vaughn,8.0,ATL
Jake Voskuhl,11.2,PHO
Dwyane Wade,17.6,MIA
Antoine Walker,15.8,DAL
Ben Wallace,17.3,DET
Rasheed Wallace,17.5,POR
Earl Watson,12.8,MEM
Bonzi Wells,13.5,MEM
Jiri Welsch,12.6,BOS
David Wesley,12.6,NOH
Chris Wilcox,15.3,LAC
Aaron Williams,13.2,NJN
Alvin Williams,11.4,TOR
Eric Williams,11.2,CLE
Jason Williams,16.9,MEM
Jerome Williams,15.4,CHI
Corliss Williamson,14.4,DET
Metta World Peace,18.2,IND
Lorenzen Wright,14.0,MEM
