name,per,team
Mark Acres,8.3,ORL
Michael Adams,15.4,DEN
Mark Aguirre,15.8,DET
Danny Ainge,16.1,SAC
Mark Alarie,14.1,WSB
Greg Anderson,13.0,MIL
Nick Anderson,14.9,ORL
Ron Anderson,13.9,PHI
Willie Anderson,15.2,SAS
Michael Ansley,17.3,ORL
B.J. Armstrong,11.9,CHI
John Bagley,10.8,BOS
Thurl Bailey,13.4,UTA
Charles Barkley,27.1,PHI
Dana Barros,12.8,SEA
John Battle,12.6,ATL
Benoit Benjamin,16.7,LAC
Larry Bird,21.9,BOS
Rolando Blackman,17.0,DAL
Mookie Blaylock,11.5,NJN
Muggsy Bogues,16.9,CHH
Manute Bol,7.2,GSW
Sam Bowie,16.2,NJN
Randy Breuer,13.6,MIN
Frank Brickowski,13.3,SAS
Chucky Brown,11.9,CLE
Mike Brown,12.8,UTA
Michael Cage,14.5,SEA
Tony Campbell,17.1,MIN
Joe Barry Carroll,11.8,NJN
Bill Cartwright,12.8,CHI
Terry Catledge,15.0,ORL
Tom Chambers,20.9,PHO
Rex Chapman,11.9,CHH
Maurice Cheeks,13.9,SAS
Lester Conner,12.8,NJN
Michael Cooper,9.6,LAL
Wayne Cooper,10.6,POR
Tyrone Corbin,15.9,MIN
Terry Cummings,19.6,SAS
Dell Curry,15.9,CHH
Adrian Dantley,15.4,DAL
Brad Daugherty,16.0,CLE
Brad Davis,13.7,DAL
Walter Davis,18.3,DEN
Johnny Dawkins,16.0,PHI
Vinny Del Negro,12.6,SAC
Vlade Divac,17.5,LAL
James Donaldson,12.2,DAL
Sherman Douglas,17.0,MIA
Larry Drew,10.2,LAL
Clyde Drexler,22.2,POR
Kevin Duckworth,13.3,POR
Joe Dumars,17.2,DET
Ledell Eackles,14.3,WSB
Mark Eaton,10.6,UTA
Blue Edwards,10.7,UTA
James Edwards,13.3,DET
Kevin Edwards,11.6,MIA
Craig Ehlo,14.5,CLE
Sean Elliott,12.5,SAS
Dale Ellis,19.0,SEA
Alex English,17.9,DEN
Patrick Ewing,25.8,NYK
Vern Fleming,16.3,IND
Sleepy Floyd,14.2,HOU
Tellis Frank,11.1,MIA
Tom Garrick,11.8,LAC
Armen Gilliam,16.9,CHH
Mike Gminski,15.7,PHI
Gary Grant,15.3,LAC
Harvey Grant,12.0,WSB
Horace Grant,16.6,CHI
Jeff Grayer,11.4,MIL
A.C. Green,14.7,LAL
Sidney Green,12.7,ORL
Darrell Griffith,13.6,UTA
Jack Haley,8.2,NJN
Bob Hansen,8.5,UTA
Bill Hanzlik,10.3,DEN
Tim Hardaway,16.0,GSW
Derek Harper,19.8,DAL
Ron Harper,20.0,LAC
Hersey Hawkins,17.0,PHI
Rod Higgins,15.5,GSW
Craig Hodges,12.5,CHI
Dennis Hopson,13.6,NJN
Jeff Hornacek,19.6,PHO
Jay Humphries,16.4,MIL
Mark Jackson,14.3,NYK
Buck Johnson,12.9,HOU
Dennis Johnson,12.4,BOS
Eddie Johnson,14.9,PHO
Kevin Johnson,22.8,PHO
Magic Johnson,26.6,LAL
Vinnie Johnson,12.9,DET
Charles Jones,9.2,WSB
Michael Jordan,31.2,CHI
Shawn Kemp,15.9,SEA
Tim Kempton,10.7,DEN
Steve Kerr,12.0,CLE
Jerome Kersey,15.7,POR
Bernard King,18.8,WSB
Stacey King,13.8,CHI
Greg Kite,7.0,SAC
Joe Kleine,10.5,BOS
Bill Laimbeer,15.8,DET
Andrew Lang,13.2,PHO
Fat Lever,19.9,DEN
Cliff Levingston,12.1,ATL
Reggie Lewis,16.8,BOS
Todd Lichti,12.3,DEN
Brad Lohaus,14.4,MIL
Grant Long,11.6,MIA
John Long,10.7,ATL
Sidney Lowe,8.7,MIN
Rick Mahorn,13.9,PHI
Dan Majerle,13.5,PHO
Jeff Malone,18.5,WSB
Karl Malone,27.2,UTA
Moses Malone,20.2,ATL
Danny Manning,16.3,LAC
Sarunas Marciulionis,15.5,GSW
Jeff Martin,8.7,LAC
Vernon Maxwell,10.3,SAS
Rodney McCray,16.7,SAC
Xavier McDaniel,17.9,SEA
Kevin McHale,21.8,BOS
Derrick McKey,15.6,SEA
Nate McMillan,14.4,SEA
Reggie Miller,20.8,IND
Sam Mitchell,13.7,MIN
Chris Morris,14.8,NJN
Chris Mullin,22.7,GSW
Tod Murphy,13.0,MIN
Larry Nance,19.1,CLE
Johnny Newman,12.7,NYK
Ken Norman,14.6,LAC
Charles Oakley,15.9,NYK
Hakeem Olajuwon,24.1,HOU
Robert Parish,19.2,BOS
Jim Paxson,9.7,BOS
John Paxson,12.7,CHI
Sam Perkins,17.3,DAL
Chuck Person,16.6,IND
Ricky Pierce,21.9,MIL
Ed Pinckney,13.7,BOS
Scottie Pippen,16.3,CHI
Olden Polynice,12.4,SEA
Terry Porter,20.0,POR
Paul Pressey,15.9,MIL
Harold Pressley,13.7,SAC
Mark Price,21.1,CLE
Kurt Rambis,11.3,PHO
Blair Rasmussen,16.0,DEN
J.R. Reid,10.2,CHH
Robert Reid,8.0,CHH
Jerry Reynolds,14.1,ORL
Glen Rice,11.3,MIA
Pooh Richardson,15.8,MIN
Mitch Richmond,17.0,GSW
Doc Rivers,17.2,ATL
Fred Roberts,11.6,MIL
Alvin Robertson,18.9,MIL
Clifford Robinson,9.3,POR
David Robinson,26.3,SAS
Dennis Rodman,15.4,DET
Scott Roth,11.7,MIN
John Salley,13.5,DET
Mike Sanders,9.1,IND
Danny Schayes,16.5,DEN
Detlef Schrempf,17.6,IND
Byron Scott,14.3,LAL
Rony Seikaly,15.9,MIA
Charles Shackleford,12.3,NJN
Purvis Short,13.4,NJN
Jack Sikma,14.7,MIL
Scott Skiles,13.2,ORL
Charles Smith,19.5,LAC
Derek Smith,13.7,PHI
Kenny Smith,12.8,SAC
Larry Smith,9.8,HOU
Otis Smith,17.2,ORL
Rik Smits,18.1,IND
Rory Sparrow,8.8,MIA
John Stockton,23.9,UTA
Rod Strickland,15.9,NYK
Rod Strickland,15.4,SAS
Roy Tarpley,18.0,DAL
Terry Teagle,14.8,GSW
Reggie Theus,15.9,ORL
Isiah Thomas,17.3,DET
Billy Thompson,14.7,MIA
LaSalle Thompson,10.3,IND
Mychal Thompson,13.4,LAL
Otis Thorpe,16.1,HOU
Sedale Threatt,17.4,SEA
Wayman Tisdale,18.1,SAC
Tom Tolbert,13.8,GSW
Kelly Tripucka,13.6,CHH
Trent Tucker,12.0,NYK
Jeff Turner,6.6,ORL
Sam Vincent,15.4,ORL
Darrell Walker,15.6,WSB
Kenny Walker,12.7,NYK
Spud Webb,15.3,ATL
Mark West,15.7,PHO
Mitchell Wiggins,16.3,HOU
Dominique Wilkins,24.6,ATL
Gerald Wilkins,14.3,NYK
Buck Williams,14.3,POR
Herb Williams,10.4,DAL
Hot Rod Williams,19.0,CLE
Kevin Willis,15.7,ATL
David Wingate,9.4,SAS
Joe Wolf,6.8,LAC
Orlando Woolridge,17.6,LAL
James Worthy,19.8,LAL
Danny Young,11.5,POR
