name,per,team
Kareem Abdul-Jabbar,25.5,LAL
Alvan Adams,20.3,PHO
Tiny Archibald,14.3,BOS
James Bailey,14.5,SEA
Greg Ballard,16.7,WSB
Mike Bantom,14.5,IND
Billy Ray Bates,19.3,POR
Kent Benson,15.1,DET
Henry Bibby,10.6,SDC
Larry Bird,19.9,BOS
Otis Birdsong,20.3,KCK
Ron Boone,9.0,UTA
Dudley Bradley,13.7,IND
Mike Bratz,11.5,CLE
Jim Brewer,10.6,LAL
Junior Bridgeman,17.1,MIL
Allan Bristow,14.9,UTA
Michael Brooks,15.8,SDC
Fred Brown,18.3,SEA
Joe Bryant,12.8,SDC
Quinn Buckner,15.1,MIL
Don Buse,11.7,IND
Marty Byrnes,13.6,DAL
Kenny Carr,17.0,CLE
Joe Barry Carroll,16.4,GSW
Bill Cartwright,18.4,NYK
Harvey Catchings,10.4,MIL
Maurice Cheeks,16.4,PHI
Jim Chones,11.8,LAL
Don Collins,15.0,ATL
Darwin Cook,15.0,NJN
Jeff Cook,11.2,PHO
Michael Cooper,12.2,LAL
Wayne Cooper,12.2,UTA
Dave Corzine,16.5,SAS
Charlie Criss,13.0,ATL
Pat Cummings,15.2,MIL
Adrian Dantley,24.3,UTA
Brad Davis,16.4,DAL
Johnny Davis,15.2,IND
Walter Davis,18.4,PHO
Darryl Dawkins,15.9,PHI
Coby Dietrick,11.8,CHI
Leon Douglas,12.5,KCK
John Drew,19.2,ATL
Larry Drew,9.3,DET
Mike Dunleavy,15.0,HOU
T.R. Dunn,10.2,DEN
James Edwards,18.2,IND
Bob Elliott,12.3,NJN
Alex English,19.7,DEN
Julius Erving,25.1,PHI
Chris Ford,8.8,BOS
Phil Ford,17.3,KCK
World B. Free,19.5,GSW
Calvin Garrett,8.8,HOU
George Gervin,22.9,SAS
Artis Gilmore,21.7,CHI
Mike Glenn,15.0,NYK
Mike Gminski,14.5,NJN
Glen Gondrezick,16.3,DEN
Rickey Green,13.6,UTA
Dave Greenwood,16.6,CHI
Kevin Grevey,14.5,WSB
Paul Griffin,13.8,SAS
Darrell Griffith,14.7,UTA
Bob Gross,14.0,POR
Ernie Grunfeld,13.7,KCK
Bill Hanzlik,11.0,SEA
Steve Hawes,14.7,ATL
Elvin Hayes,14.9,WSB
Gar Heard,10.9,SDC
Gerald Henderson,10.4,BOS
Tom Henderson,10.9,HOU
Keith Herron,13.4,DET
Kenny Higgs,11.9,DEN
Johnny High,10.8,PHO
Armond Hill,8.4,SEA
Lionel Hollins,11.0,PHI
Cedrick Hordges,10.7,DEN
Phil Hubbard,15.4,DET
Geoff Huston,13.4,DAL
Dan Issel,21.7,DEN
Abdul Jeelani,15.5,DAL
Clemon Johnson,15.6,IND
Dennis Johnson,17.0,PHO
Eddie Johnson,17.9,ATL
George Johnson,13.5,SAS
John Johnson,11.3,SEA
Magic Johnson,25.7,LAL
Marques Johnson,22.0,MIL
Mickey Johnson,16.3,MIL
Reggie Johnson,12.9,SAS
Vinnie Johnson,16.8,SEA
Bobby Jones,20.1,PHI
Caldwell Jones,10.1,PHI
Dwight Jones,13.1,CHI
Major Jones,10.3,HOU
Rich Kelley,14.4,PHO
Larry Kenon,15.2,CHI
Bernard King,19.9,GSW
Reggie King,16.9,KCK
Billy Knight,19.9,IND
Joel Kramer,11.8,PHO
Mitch Kupchak,16.6,WSB
Sam Lacey,13.5,KCK
Tom LaGarde,13.5,DAL
Bill Laimbeer,14.2,CLE
Mark Landsberger,12.5,LAL
Bob Lanier,19.7,MIL
Allen Leavell,13.9,HOU
Ron Lee,9.9,DET
Scott Lloyd,9.3,DAL
John Long,15.6,DET
John Lucas,11.6,GSW
Maurice Lucas,14.6,NJN
Ollie Mack,13.0,DAL
Kyle Macy,14.5,PHO
Moses Malone,25.1,HOU
Wes Matthews,12.6,WSB
Wes Matthews,13.6,ATL
Cedric Maxwell,17.6,BOS
George McGinnis,14.9,IND
Kevin McHale,16.4,BOS
Billy McKinney,11.0,UTA
Billy McKinney,15.5,DEN
Tom McMillen,11.6,ATL
Joe Meriweather,12.4,KCK
Mike Mitchell,17.5,CLE
Steve Mix,19.7,PHI
Paul Mokeski,10.3,DET
Sidney Moncrief,18.0,MIL
Johnny Moore,15.8,SAS
Lowes Moore,11.1,NJN
Calvin Murphy,18.1,HOU
Swen Nater,18.2,SDC
Calvin Natt,14.8,POR
Mike Newlin,15.6,NJN
Norm Nixon,15.5,LAL
Mike O'Koren,12.6,NJN
Mark Olberding,14.8,SAS
Louis Orr,16.1,IND
Tom Owens,15.1,POR
Robert Parish,25.2,BOS
Sonny Parker,13.3,GSW
Billy Paultz,12.9,HOU
Jim Paxson,16.9,POR
Sam Pellom,11.7,ATL
Roger Phegley,14.3,CLE
Ben Poquette,13.0,UTA
Kevin Porter,16.2,WSB
Kelvin Ransey,14.9,POR
Robert Reid,16.4,HOU
Clint Richardson,12.2,PHI
Micheal Ray Richardson,17.1,NYK
Rick Robey,14.9,BOS
Cliff Robinson,17.9,NJN
Truck Robinson,14.9,PHO
Wayne Robinson,11.5,DET
Bill Robinzine,15.2,DAL
Dave Robisch,14.4,DEN
Tree Rollins,14.5,ATL
Dan Roundfield,20.7,ATL
Campy Russell,12.9,NYK
Alvin Scott,13.4,PHO
Purvis Short,17.0,GSW
Jack Sikma,18.0,SEA
James Silas,19.4,SAS
Larry Smith,14.8,GSW
Phil Smith,16.2,SDC
Randy Smith,17.0,CLE
Ricky Sobers,15.6,CHI
Jim Spanarkel,17.3,DAL
Brian Taylor,15.9,SDC
Reggie Theus,18.4,CHI
David Thompson,19.4,DEN
Mychal Thompson,16.6,POR
Rudy Tomjanovich,13.5,HOU
Andrew Toney,12.7,PHI
Terry Tyler,17.2,DET
Wes Unseld,13.5,WSB
Jan Van Breda Kolff,6.5,NJN
Kiki Vandeweghe,11.9,DEN
Foots Walker,10.1,NJN
Wally Walker,11.3,SEA
Kermit Washington,17.4,POR
Richard Washington,14.1,CLE
Marvin Webster,10.8,NYK
Scott Wedman,14.8,KCK
Paul Westphal,16.5,SEA
Sidney Wicks,9.7,SDC
Bob Wilkerson,12.3,CHI
Jamaal Wilkes,18.0,LAL
Jeff Wilkins,9.2,UTA
Freeman Williams,20.2,SDC
Ray Williams,19.0,NYK
Sly Williams,16.6,NYK
Bill Willoughby,10.8,HOU
Brian Winters,12.5,MIL
