name,per,team
Nene Hilario,17.0,WAS
George Hill,16.6,IND
Kirk Hinrich,10.8,CHI
Jrue Holiday,16.7,PHI
Al Horford,19.8,ATL
Dwight Howard,19.4,LAL
Kris Humphries,13.6,BRK
Serge Ibaka,19.4,OKC
Andre Iguodala,15.2,DEN
Ersan Ilyasova,18.3,MIL
Kyrie Irving,21.4,CLE
Jarrett Jack,15.9,GSW
Stephen Jackson,8.0,SAS
LeBron James,9.5,MIA
Antawn Jamison,20.9,LAL
Al Jefferson,10.3,UTA
Brandon Jennings,15.7,MIL
Amir Johnson,18.4,TOR
Ivan Johnson,10.2,ATL
Joe Johnson,11.4,BRK
DeAndre Jordan,13.5,LAC
Chris Kaman,17.6,DAL
Enes Kanter,13.5,UTA
Jason Kidd,14.0,NYK
Michael Kidd-Gilchrist,17.6,CHA
Andrei Kirilenko,8.2,MIN
Brandon Knight,13.9,DET
Kyle Korver,17.2,ATL
Kosta Koufos,14.4,DEN
Carl Landry,17.9,GSW
Ty Lawson,11.7,DEN
Courtney Lee,19.2,BOS
David Lee,9.8,GSW
Kawhi Leonard,12.1,SAS
Meyers Leonard,10.4,POR
Damian Lillard,14.9,POR
Jeremy Lin,13.0,HOU
Shaun Livingston,24.7,CLE
Brook Lopez,18.9,BRK
Robin Lopez,17.9,NOH
Kyle Lowry,12.8,TOR
Ian Mahinmi,18.0,IND
Shawn Marion,7.8,DAL
Kevin Martin,10.0,OKC
Roger Mason,14.1,NOH
Wesley Matthews,11.3,POR
Jason Maxiell,9.3,DET
O.J. Mayo,9.1,DAL
Luc Mbah a Moute,20.7,MIL
JaVale McGee,7.7,DEN
Jodie Meeks,4.9,LAL
C.J. Miles,-30.2,CLE
Andre Miller,6.3,DEN
Paul Millsap,10.8,UTA
Greg Monroe,10.7,DET
E'Twaun Moore,8.1,ORL
Marcus Morris,8.6,HOU
Markieff Morris,12.0,PHO
Byron Mullens,-4.5,CHA
Steve Nash,11.5,LAL
Gary Neal,14.4,SAS
Jameer Nelson,15.1,ORL
Andrew Nicholson,18.1,ORL
Joakim Noah,11.3,CHI
Steve Novak,19.8,NYK
Dirk Nowitzki,16.7,DAL
Jermaine O'Neal,15.8,PHO
Lamar Odom,-6.1,LAC
Emeka Okafor,14.0,WAS
Zaza Pachulia,10.3,ATL
Tony Parker,15.3,SAS
Chandler Parsons,15.2,HOU
Patrick Patterson,14.5,HOU
Chris Paul,6.2,LAC
Nikola Pekovic,8.2,MIN
Kendrick Perkins,11.0,OKC
Paul Pierce,6.0,BOS
Quincy Pondexter,12.4,MEM
A.J. Price,6.8,WAS
Pablo Prigioni,11.5,NYK
Tayshaun Prince,10.2,DET
Tayshaun Prince,3.3,MEM
Zach Randolph,14.7,MEM
J.J. Redick,11.9,ORL
Luke Ridnour,5.9,MIN
Austin Rivers,14.6,NOH
Brian Roberts,17.4,NOH
Nate Robinson,10.9,CHI
Rajon Rondo,10.4,BOS
Terrence Ross,8.3,TOR
Ricky Rubio,11.9,MIN
John Salmons,6.2,SAC
Larry Sanders,16.7,MIL
Luis Scola,16.3,PHO
Thabo Sefolosha,0.1,OKC
Kevin Seraphin,17.7,WAS
Ramon Sessions,8.5,CHA
Alexey Shved,29.2,MIN
Kyle Singler,7.8,DET
Greg Smith,8.5,HOU
J.R. Smith,16.8,NYK
Josh Smith,7.1,ATL
Tiago Splitter,8.5,SAS
Lance Stephenson,8.1,IND
DeShawn Stevenson,10.5,ATL
Greg Stiemsma,11.4,MIN
Rodney Stuckey,13.5,DET
Jeffery Taylor,6.2,CHA
Jeff Teague,6.0,ATL
Garrett Temple,12.8,WAS
Jason Terry,11.6,BOS
Isaiah Thomas,13.3,SAC
Jason Thompson,12.7,SAC
Klay Thompson,16.1,GSW
Tristan Thompson,16.3,CLE
Marcus Thornton,10.6,SAC
Jamaal Tinsley,8.4,UTA
P.J. Tucker,9.4,PHO
Evan Turner,6.2,PHI
Ekpe Udoh,14.2,MIL
Jonas Valanciunas,21.7,TOR
Greivis Vasquez,7.6,NOH
Charlie Villanueva,17.8,DET
Nikola Vucevic,24.0,ORL
Dwyane Wade,13.7,MIA
Dion Waiters,18.8,CLE
Kemba Walker,20.8,CHA
John Wall,11.6,WAS
Gerald Wallace,16.7,BRK
C.J. Watson,7.7,BRK
Martell Webster,20.1,WAS
David West,23.9,IND
Russell Westbrook,14.7,OKC
Damien Wilkins,20.3,PHI
Deron Williams,14.5,BRK
Derrick Williams,15.9,MIN
Louis Williams,10.9,ATL
Marvin Williams,14.4,UTA
Mo Williams,13.2,UTA
Metta World Peace,21.0,LAL
Brandan Wright,-1.9,DAL
Dorell Wright,9.3,PHI
Nick Young,7.5,PHI
Thaddeus Young,5.6,PHI
