name,per,team
Arron Afflalo,13.0,ORL
LaMarcus Aldridge,20.4,POR
Lavoy Allen,11.5,PHI
Ray Allen,14.7,MIA
Tony Allen,13.2,MEM
Al-Farouq Aminu,13.7,NOH
Alan Anderson,12.6,TOR
Ryan Anderson,18.1,NOH
Carmelo Anthony,24.8,NYK
Trevor Ariza,14.0,WAS
Omer Asik,14.9,HOU
D.J. Augustin,11.0,IND
Jose Barea,14.1,MIN
Andrea Bargnani,11.2,TOR
Harrison Barnes,11.0,GSW
Matt Barnes,15.5,LAC
Brandon Bass,12.3,BOS
Shane Battier,10.7,MIA
Nicolas Batum,15.7,POR
Jerryd Bayless,13.5,MEM
Bradley Beal,13.6,WAS
Michael Beasley,10.8,PHO
Marco Belinelli,10.4,CHI
Bismack Biyombo,10.1,CHA
Steve Blake,11.7,LAL
Andray Blatche,21.9,BRK
Eric Bledsoe,17.5,LAC
Keith Bogans,6.7,BRK
Carlos Boozer,17.1,CHI
Chris Bosh,20.0,MIA
Avery Bradley,8.8,BOS
Elton Brand,15.2,DAL
Corey Brewer,14.7,DEN
Shannon Brown,13.1,PHO
Kobe Bryant,23.0,LAL
Alec Burks,11.5,UTA
Caron Butler,12.4,LAC
Jimmy Butler,15.2,CHI
Will Bynum,16.6,DET
Jose Calderon,19.2,TOR
DeMarre Carroll,15.5,UTA
Vince Carter,17.8,DAL
Mario Chalmers,13.3,MIA
Tyson Chandler,18.9,NYK
Wilson Chandler,16.6,DEN
Earl Clark,12.4,LAL
Norris Cole,7.9,MIA
Darren Collison,16.3,DAL
Nick Collison,13.6,OKC
Mike Conley,18.3,MEM
DeMarcus Cousins,20.2,SAC
Jamal Crawford,16.8,LAC
Jordan Crawford,14.7,WAS
Jae Crowder,10.2,DAL
Dante Cunningham,13.3,MIN
Stephen Curry,21.3,GSW
Marquis Daniels,9.2,MIL
Anthony Davis,21.7,NOH
Ed Davis,18.1,TOR
Glen Davis,15.0,ORL
Carlos Delfino,13.3,HOU
Luol Deng,15.1,CHI
DeMar DeRozan,14.7,TOR
Boris Diaw,11.9,SAS
Goran Dragic,17.5,PHO
Andre Drummond,21.6,DET
Jared Dudley,14.9,PHO
Tim Duncan,24.4,SAS
Mike Dunleavy,13.6,MIL
Kevin Durant,28.3,OKC
Monta Ellis,16.2,MIL
Reggie Evans,12.8,BRK
Tyreke Evans,18.1,SAC
Festus Ezeli,9.3,GSW
Kenneth Faried,18.5,DEN
Derrick Favors,17.5,UTA
Raymond Felton,15.2,NYK
Landry Fields,10.3,TOR
Randy Foye,11.7,UTA
Danilo Gallinari,16.7,DEN
Kevin Garnett,19.2,BOS
Marc Gasol,19.5,MEM
Pau Gasol,16.7,LAL
Rudy Gay,14.1,MEM
Rudy Gay,17.6,TOR
Alonzo Gee,10.5,CLE
Paul George,16.8,IND
Taj Gibson,14.4,CHI
Manu Ginobili,19.0,SAS
Ben Gordon,12.7,CHA
Eric Gordon,15.4,NOH
Marcin Gortat,15.4,PHO
Danny Green,14.1,SAS
Draymond Green,7.1,GSW
Gerald Green,9.9,IND
Jeff Green,15.0,BOS
Willie Green,11.8,LAC
Blake Griffin,22.4,LAC
Richard Hamilton,10.6,CHI
Tyler Hansbrough,15.3,IND
James Harden,23.0,HOU
Maurice Harkless,12.5,ORL
Devin Harris,14.6,ATL
Udonis Haslem,9.9,MIA
Spencer Hawes,16.0,PHI
Chuck Hayes,10.7,SAC
Gordon Hayward,16.8,UTA
Brendan Haywood,8.7,CHA
Gerald Henderson,16.4,CHA
Roy Hibbert,17.3,IND
J.J. Hickson,19.7,POR
