name,per,team
Arron Afflalo,13.6,DEN
LaMarcus Aldridge,21.5,POR
Ray Allen,16.4,BOS
Tony Allen,18.3,MEM
Al-Farouq Aminu,9.6,LAC
Ryan Anderson,19.0,ORL
Carmelo Anthony,21.2,DEN
Joel Anthony,7.3,MIA
Gilbert Arenas,8.6,ORL
Trevor Ariza,11.3,NOH
Darrell Arthur,15.7,MEM
D.J. Augustin,15.9,CHA
Leandro Barbosa,15.3,TOR
Jose Barea,14.8,DAL
Andrea Bargnani,16.4,TOR
Matt Barnes,14.6,LAL
Brandon Bass,15.9,ORL
Shane Battier,12.9,HOU
Nicolas Batum,14.8,POR
Jerryd Bayless,14.9,TOR
Michael Beasley,15.5,MIN
Marco Belinelli,12.1,NOH
Raja Bell,8.2,UTA
Mike Bibby,11.7,ATL
Andris Biedrins,12.1,GSW
Chauncey Billups,18.6,DEN
DeJuan Blair,17.1,SAS
Steve Blake,7.5,LAL
Andray Blatche,16.9,WAS
Eric Bledsoe,10.8,LAC
Keith Bogans,9.0,CHI
Andrew Bogut,16.7,MIL
Matt Bonner,13.5,SAS
Trevor Booker,15.3,WAS
Carlos Boozer,18.8,CHI
Chris Bosh,19.4,MIA
Elton Brand,18.5,PHI
Corey Brewer,10.3,MIN
Ronnie Brewer,13.8,CHI
Kwame Brown,12.8,CHA
Shannon Brown,13.6,LAL
Kobe Bryant,23.9,LAL
Chase Budinger,14.2,HOU
Andrew Bynum,21.1,LAL
Will Bynum,15.2,DET
Jose Calderon,16.3,TOR
Marcus Camby,14.8,POR
Vince Carter,14.2,PHO
Omri Casspi,11.7,SAC
Mario Chalmers,10.3,MIA
Tyson Chandler,18.4,DAL
Wilson Chandler,15.7,NYK
Darren Collison,15.6,IND
Nick Collison,10.8,OKC
Mike Conley,15.9,MEM
DeMarcus Cousins,14.6,SAC
Jamal Crawford,14.2,ATL
Dante Cunningham,9.5,POR
Stephen Curry,19.4,GSW
Samuel Dalembert,14.1,SAC
Baron Davis,16.3,LAC
Ed Davis,15.8,TOR
Glen Davis,12.8,BOS
Austin Daye,13.0,DET
Carlos Delfino,13.1,MIL
Luol Deng,15.5,CHI
DeMar DeRozan,14.5,TOR
Boris Diaw,13.9,CHA
Keyon Dooling,11.3,MIL
Toney Douglas,15.2,NYK
Jared Dudley,15.6,PHO
Tim Duncan,21.9,SAS
Mike Dunleavy,14.6,IND
Kevin Durant,23.6,OKC
Wayne Ellington,8.6,MIN
Monta Ellis,18.6,GSW
Tyreke Evans,14.4,SAC
Jordan Farmar,14.1,NJN
Derrick Favors,12.6,NJN
Raymond Felton,17.3,NYK
Rudy Fernandez,13.4,POR
Landry Fields,13.5,NYK
Derek Fisher,8.9,LAL
Randy Foye,11.4,LAC
Channing Frye,12.8,PHO
Danilo Gallinari,15.6,NYK
Francisco Garcia,13.5,SAC
Kevin Garnett,20.6,BOS
Marc Gasol,16.8,MEM
Pau Gasol,23.3,LAL
Rudy Gay,17.8,MEM
Paul George,13.0,IND
Daniel Gibson,13.2,CLE
Taj Gibson,14.3,CHI
Manu Ginobili,21.7,SAS
Ryan Gomes,9.0,LAC
Ben Gordon,12.4,DET
Eric Gordon,18.5,LAC
Marcin Gortat,18.8,PHO
Danny Granger,17.8,IND
Jeff Green,12.9,OKC
Willie Green,10.8,NOH
Donte Greene,9.7,SAC
Blake Griffin,21.9,LAC
Richard Hamilton,15.8,DET
Tyler Hansbrough,16.4,IND
James Harden,16.4,OKC
Al Harrington,12.3,DEN
Devin Harris,17.6,NJN
Spencer Hawes,12.8,PHI
Chuck Hayes,16.2,HOU
Gordon Hayward,10.7,UTA
Brendan Haywood,11.7,DAL
Gerald Henderson,13.2,CHA
Roy Hibbert,15.9,IND
J.J. Hickson,15.6,CLE
Nene Hilario,20.4,DEN
George Hill,14.6,SAS
Grant Hill,14.7,PHO
Jordan Hill,13.0,HOU
Kirk Hinrich,13.5,WAS
Jrue Holiday,15.4,PHI
Ryan Hollins,10.7,CLE
Al Horford,20.7,ATL
Dwight Howard,26.1,ORL
Kris Humphries,17.8,NJN
Serge Ibaka,17.7,OKC
Andre Iguodala,17.2,PHI
Zydrunas Ilgauskas,12.8,MIA
Ersan Ilyasova,14.3,MIL
Jarrett Jack,14.6,NOH
Stephen Jackson,14.6,CHA
LeBron James,27.3,MIA
Antawn Jamison,16.8,CLE
Al Jefferson,20.1,UTA
Richard Jefferson,12.4,SAS
Brandon Jennings,15.6,MIL
Yi Jianlian,10.1,WAS
Amir Johnson,17.6,TOR
Joe Johnson,16.4,ATL
Wesley Johnson,10.2,MIN
James Jones,11.1,MIA
DeAndre Jordan,14.8,LAC
Jason Kidd,14.4,DAL
Andrei Kirilenko,16.6,UTA
Linas Kleiza,10.1,TOR
Kyle Korver,13.0,CHI
Nenad Krstic,12.5,OKC
Carl Landry,14.7,SAC
Ty Lawson,17.9,DEN
Courtney Lee,12.6,HOU
David Lee,17.8,GSW
Rashard Lewis,12.8,WAS
Shaun Livingston,14.3,CHA
Brook Lopez,19.3,NJN
Kevin Love,24.3,MIN
Kyle Lowry,16.5,HOU
Corey Maggette,15.8,MIL
Shawn Marion,17.0,DAL
Kenyon Martin,14.1,DEN
Kevin Martin,21.4,HOU
Wesley Matthews,15.5,POR
Eric Maynor,11.7,OKC
O.J. Mayo,12.6,MEM
Luc Mbah a Moute,11.5,MIL
Antonio McDyess,12.8,SAS
JaVale McGee,17.4,WAS
Tracy McGrady,14.9,DET
Josh McRoberts,16.0,IND
Jodie Meeks,12.6,PHI
C.J. Miles,14.4,UTA
Darko Milicic,12.2,MIN
Andre Miller,17.8,POR
Brad Miller,16.3,HOU
Paul Millsap,19.8,UTA
Greg Monroe,18.0,DET
Anthony Morrow,12.1,NJN
Steve Nash,20.8,PHO
Gary Neal,13.1,SAS
Jameer Nelson,15.4,ORL
Joakim Noah,18.8,CHI
Dirk Nowitzki,23.4,DAL
Lamar Odom,19.4,LAL
Emeka Okafor,16.0,NOH
Travis Outlaw,8.8,NJN
Zaza Pachulia,12.4,ATL
Anthony Parker,10.5,CLE
Tony Parker,20.4,SAS
Chris Paul,23.7,NOH
Paul Pierce,19.7,BOS
Tayshaun Prince,15.1,DET
Vladimir Radmanovic,12.6,GSW
Zach Randolph,22.6,MEM
J.J. Redick,12.8,ORL
Jason Richardson,13.2,ORL
Luke Ridnour,15.0,MIN
Rajon Rondo,17.1,BOS
Derrick Rose,23.5,CHI
Brandon Roy,13.9,POR
Brandon Rush,10.6,IND
John Salmons,12.8,MIL
Luis Scola,18.4,HOU
Thabo Sefolosha,10.4,OKC
Ramon Sessions,19.0,CLE
J.R. Smith,16.4,DEN
Jason Smith,10.8,NOH
Josh Smith,19.2,ATL
DeShawn Stevenson,9.8,DAL
Amar'e Stoudemire,22.7,NYK
Rodney Stuckey,18.4,DET
Jason Terry,15.9,DAL
Kurt Thomas,10.0,CHI
Jason Thompson,13.6,SAC
Al Thornton,11.8,WAS
Marcus Thornton,18.2,SAC
Anthony Tolliver,13.3,MIN
Ronny Turiaf,13.6,NYK
Hedo Turkoglu,13.6,ORL
Evan Turner,10.8,PHI
Ekpe Udoh,9.7,GSW
Beno Udrih,15.7,SAC
Charlie Villanueva,15.9,DET
Sasha Vujacic,12.6,NJN
Dwyane Wade,25.6,MIA
John Wall,15.8,WAS
Ben Wallace,12.3,DET
Gerald Wallace,15.0,CHA
Hakim Warrick,16.5,PHO
C.J. Watson,12.8,CHI
Earl Watson,10.2,UTA
Martell Webster,12.4,MIN
Sonny Weems,10.2,TOR
David West,20.4,NOH
Russell Westbrook,23.6,OKC
Deron Williams,22.1,UTA
Louis Williams,18.9,PHI
Marvin Williams,13.5,ATL
Mo Williams,13.8,CLE
Reggie Williams,14.9,GSW
Shawne Williams,12.2,NYK
Metta World Peace,11.2,LAL
Dorell Wright,15.0,GSW
Nick Young,14.5,WAS
Sam Young,12.5,MEM
Thaddeus Young,18.4,PHI
