name,per,team
Grant Long,13.9,MIA
George Lynch,16.1,LAL
Don MacLean,17.8,WSB
Dan Majerle,13.7,PHO
Jeff Malone,12.9,UTA
Karl Malone,22.9,UTA
Danny Manning,17.9,LAC
Jamal Mashburn,13.2,DAL
Anthony Mason,10.8,NYK
Vernon Maxwell,12.5,HOU
Lee Mayberry,9.4,MIL
Xavier McDaniel,14.5,BOS
Derrick McKey,13.3,IND
Nate McMillan,15.5,SEA
Oliver Miller,18.2,PHO
Reggie Miller,20.2,IND
Chris Mills,12.6,CLE
Terry Mills,17.7,DET
Harold Miner,14.0,MIA
Sam Mitchell,10.9,IND
Chris Morris,15.4,NJN
Alonzo Mourning,21.7,CHH
Chris Mullin,15.8,GSW
Eric Murdock,20.3,MIL
Dikembe Mutombo,17.9,DEN
Pete Myers,10.6,CHI
Johnny Newman,13.2,NJN
Ken Norman,12.6,MIL
Shaquille O'Neal,28.5,ORL
Charles Oakley,15.3,NYK
Hakeem Olajuwon,25.3,HOU
Billy Owens,15.6,GSW
Robert Pack,15.0,DEN
Robert Parish,16.1,BOS
Gary Payton,17.8,SEA
Sam Perkins,14.9,SEA
Tim Perry,11.5,PHI
Chuck Person,11.7,MIN
Bobby Phills,14.1,CLE
Ricky Pierce,20.8,SEA
Ed Pinckney,14.5,BOS
Scottie Pippen,23.2,CHI
Olden Polynice,15.9,DET
Olden Polynice,13.7,SAC
Terry Porter,16.4,POR
Brent Price,13.2,WSB
Mark Price,22.7,CLE
Dino Radja,18.2,BOS
J.R. Reid,14.7,SAS
Glen Rice,18.5,MIA
Pooh Richardson,13.3,IND
Mitch Richmond,17.7,SAC
Isaiah Rider,14.2,MIN
Clifford Robinson,17.4,POR
David Robinson,30.7,SAS
Dennis Rodman,13.4,SAS
Rodney Rogers,12.9,DEN
Sean Rooks,14.6,DAL
Donald Royal,14.6,ORL
Bryon Russell,11.1,UTA
John Salley,13.0,MIA
Detlef Schrempf,14.9,SEA
Byron Scott,17.6,IND
Dennis Scott,14.1,ORL
Rony Seikaly,17.1,MIA
Brian Shaw,13.4,MIA
Lionel Simmons,14.8,SAC
Scott Skiles,13.1,ORL
Charles Smith,11.3,NYK
Chris Smith,10.2,MIN
Doug Smith,13.5,DAL
Kenny Smith,14.2,HOU
Steve Smith,17.2,MIA
Tony Smith,12.8,LAL
Rik Smits,19.7,IND
Elmore Spencer,10.7,LAC
Felton Spencer,11.7,UTA
Latrell Sprewell,15.9,GSW
John Starks,16.0,NYK
Bryant Stith,12.7,DEN
John Stockton,22.5,UTA
Rod Strickland,19.8,POR
Derek Strong,14.6,MIL
Isiah Thomas,15.2,DET
Otis Thorpe,16.1,HOU
Sedale Threatt,15.3,LAL
Wayman Tisdale,15.8,SAC
Jeff Turner,7.6,ORL
Nick Van Exel,13.6,LAL
Loy Vaught,16.0,LAC
Kenny Walker,10.7,WSB
Clarence Weatherspoon,18.1,PHI
Spud Webb,15.2,SAC
Chris Webber,21.7,GSW
Bill Wennington,14.0,CHI
Doug West,13.3,MIN
Mark West,12.3,PHO
Ennis Whatley,12.8,ATL
Dominique Wilkins,21.1,ATL
Gerald Wilkins,14.9,CLE
Buck Williams,14.0,POR
Hot Rod Williams,16.2,CLE
Micheal Williams,18.0,MIN
Reggie Williams,13.1,DEN
Walt Williams,10.4,SAC
Kevin Willis,19.4,ATL
Trevor Wilson,11.5,SAC
David Wingate,10.8,CHH
David Wood,11.1,DET
Orlando Woolridge,13.9,PHI
Haywoode Workman,12.9,IND
James Worthy,12.8,LAL
