name,per,team
Moochie Norris,11.8,HOU
Dirk Nowitzki,25.6,DAL
Jermaine O'Neal,21.4,IND
Shaquille O'Neal,29.5,LAL
Lamar Odom,14.6,LAC
Mehmet Okur,14.8,DET
Kevin Ollie,13.5,MIL
Michael Olowokandi,10.5,LAC
Greg Ostertag,11.5,UTA
Bo Outlaw,12.2,PHO
Scott Padgett,12.4,UTA
Milt Palacio,8.2,CLE
Smush Parker,11.3,CLE
Tony Parker,16.5,SAS
Ruben Patterson,14.5,POR
Gary Payton,21.4,SEA
Gary Payton,20.5,MIL
Anthony Peeler,11.0,MIN
Wesley Person,13.5,MEM
Morris Peterson,12.6,TOR
Eric Piatkowski,16.0,LAC
Paul Pierce,22.7,BOS
Scottie Pippen,15.3,POR
James Posey,14.2,HOU
Vladimir Radmanovic,13.0,SEA
Zach Randolph,19.9,POR
Theo Ratliff,13.8,ATL
Michael Redd,21.0,MIL
Glen Rice,11.9,HOU
Jason Richardson,14.8,GSW
Quentin Richardson,12.5,LAC
Clifford Robinson,12.4,DET
David Robinson,17.8,SAS
Eddie Robinson,11.5,CHI
Glenn Robinson,16.7,ATL
Rodney Rogers,11.7,NJN
Sean Rooks,7.7,LAC
Jalen Rose,14.9,CHI
Malik Rose,16.1,SAS
Bryon Russell,9.1,WAS
Arvydas Sabonis,20.5,POR
Jeryl Sasser,8.3,ORL
Brian Skinner,15.4,PHI
Joe Smith,14.3,MIN
Steve Smith,12.0,SAS
Eric Snow,15.6,PHI
Latrell Sprewell,14.3,NYK
Jerry Stackhouse,18.7,WAS
Vladimir Stepania,13.6,MIA
John Stockton,21.0,UTA
Peja Stojakovic,19.6,SAC
Damon Stoudamire,12.1,POR
Amar'e Stoudemire,16.2,PHO
Erick Strickland,13.5,IND
Bob Sura,14.2,GSW
Stromile Swift,18.0,MEM
Wally Szczerbiak,17.3,MIN
Maurice Taylor,11.5,HOU
Jason Terry,18.2,ATL
Kenny Thomas,15.8,PHI
Kurt Thomas,16.7,NYK
Tim Thomas,14.3,MIL
Jamaal Tinsley,13.4,IND
Gary Trent,15.9,MIN
Nikoloz Tskitishvili,4.9,DEN
Hedo Turkoglu,12.0,SAC
Nick Van Exel,15.6,DAL
Keith Van Horn,17.3,PHI
Jacque Vaughn,10.5,ORL
Dajuan Wagner,10.9,CLE
Antoine Walker,14.6,BOS
Samaki Walker,11.6,LAL
Ben Wallace,17.2,DET
Rasheed Wallace,18.5,POR
Charlie Ward,15.9,NYK
Earl Watson,14.6,MEM
Clarence Weatherspoon,14.5,NYK
Chris Webber,20.9,SAC
Bonzi Wells,15.7,POR
David Wesley,15.1,NOH
Rodney White,9.8,DEN
Aaron Williams,11.9,NJN
Alvin Williams,16.7,TOR
Eric Williams,13.1,BOS
Jason Williams,17.1,MEM
Jay Williams,12.2,CHI
Jerome Williams,15.6,TOR
Shammond Williams,12.3,BOS
Walt Williams,11.7,DAL
Corliss Williamson,15.7,DET
Metta World Peace,17.6,IND
Lorenzen Wright,14.4,MEM
Vincent Yarbrough,9.5,DEN
