name,per,team
Kareem Abdul-Jabbar,21.3,LAL
Alvan Adams,16.6,PHO
Mark Aguirre,23.5,DAL
Danny Ainge,10.4,BOS
Richard Anderson,14.6,DEN
Tiny Archibald,10.6,MIL
John Bagley,12.8,CLE
James Bailey,15.5,HOU
Thurl Bailey,12.9,UTA
Greg Ballard,15.3,WSB
Gene Banks,15.4,SAS
Kent Benson,14.0,DET
Larry Bird,24.2,BOS
Otis Birdsong,16.8,NJN
Rolando Blackman,19.8,DAL
Mike Bratz,12.9,GSW
Junior Bridgeman,14.3,MIL
Michael Brooks,14.0,SDC
Fred Brown,17.1,SEA
Quinn Buckner,9.4,BOS
Don Buse,13.4,KCK
Kenny Carr,17.3,POR
Joe Barry Carroll,16.8,GSW
Butch Carter,13.5,IND
Bill Cartwright,18.5,NYK
Harvey Catchings,6.7,MIL
Tom Chambers,16.6,SEA
Maurice Cheeks,16.4,PHI
Lester Conner,15.1,GSW
Darwin Cook,14.5,NJN
Jeff Cook,11.2,CLE
Michael Cooper,14.1,LAL
Wayne Cooper,15.8,POR
Dave Corzine,13.5,CHI
Pat Cummings,13.8,DAL
Terry Cummings,19.8,SDC
Quintin Dailey,15.8,CHI
Adrian Dantley,24.6,UTA
Brad Davis,14.4,DAL
Johnny Davis,14.3,ATL
Walter Davis,18.5,PHO
Darryl Dawkins,17.6,NJN
Darren Daye,12.3,WSB
James Donaldson,15.3,SDC
John Drew,20.5,UTA
Larry Drew,16.5,KCK
Clyde Drexler,14.5,POR
T.R. Dunn,10.2,DEN
Mark Eaton,12.3,UTA
Jerry Eaves,10.6,UTA
James Edwards,16.2,PHO
Dale Ellis,15.1,DAL
Alex English,22.2,DEN
Julius Erving,22.9,PHI
Mike Evans,10.4,DEN
Sleepy Floyd,14.6,GSW
Phil Ford,10.4,HOU
Rod Foster,11.9,PHO
World B. Free,18.8,CLE
Bill Garnett,12.3,DAL
George Gervin,19.3,SAS
Artis Gilmore,18.8,SAS
Mike Glenn,15.5,ATL
Mike Gminski,14.1,NJN
Rickey Green,18.0,UTA
Dave Greenwood,13.5,CHI
Darrell Griffith,16.1,UTA
Ernie Grunfeld,9.6,NYK
Bill Hanzlik,10.6,DEN
Derek Harper,10.5,DAL
Scott Hastings,10.3,ATL
Steve Hawes,9.5,SEA
Gerald Henderson,14.7,BOS
Rod Higgins,10.1,CHI
Roy Hinson,10.4,CLE
Craig Hodges,8.7,SDC
Phil Hubbard,15.9,CLE
Geoff Huston,13.3,CLE
Marc Iavaroni,8.1,PHI
Dan Issel,21.1,DEN
Clemon Johnson,9.1,PHI
Dennis Johnson,12.8,BOS
