name,per,team
Eddie Johnson,14.2,ATL
Eddie Johnson,16.6,KCK
Frank Johnson,13.6,WSB
George Johnson,15.3,IND
Magic Johnson,22.6,LAL
Marques Johnson,19.4,MIL
Mickey Johnson,15.3,GSW
Vinnie Johnson,15.9,DET
Bobby Jones,16.7,PHI
Caldwell Jones,10.9,HOU
Edgar Jones,14.9,SAS
Rich Kelley,9.7,UTA
Clark Kellogg,19.1,IND
Greg Kelser,14.6,SDC
Albert King,15.6,NJN
Bernard King,22.7,NYK
Reggie King,11.7,SEA
Billy Knight,14.3,KCK
Bill Laimbeer,19.2,DET
Bob Lanier,17.7,MIL
Allen Leavell,15.9,HOU
Fat Lever,15.8,POR
Cliff Levingston,14.8,DET
Alton Lister,12.5,MIL
Lewis Lloyd,16.3,HOU
John Long,14.9,DET
Sidney Lowe,12.2,IND
John Lucas,18.1,SAS
Maurice Lucas,18.1,PHO
Kyle Macy,13.2,PHO
Rick Mahorn,11.3,WSB
Jeff Malone,11.3,WSB
Moses Malone,21.8,PHI
Cedric Maxwell,13.5,BOS
Bob McAdoo,15.9,LAL
Rodney McCray,14.4,HOU
Mike McGee,14.7,LAL
Kevin McHale,20.0,BOS
Tom McMillen,12.3,WSB
Mark McNamara,11.9,SAS
Joe Meriweather,10.9,KCK
Mike Mitchell,17.1,SAS
Sidney Moncrief,19.8,MIL
Johnny Moore,17.5,SAS
Larry Nance,19.4,PHO
Calvin Natt,16.9,POR
Kurt Nimphius,13.0,DAL
Norm Nixon,16.9,SDC
Audie Norris,8.7,POR
Mike O'Koren,10.0,NJN
Mark Olberding,11.5,KCK
Louis Orr,12.4,NYK
Robert Parish,19.2,BOS
Jim Paxson,19.5,POR
Ricky Pierce,13.2,SDC
Paul Pressey,14.5,MIL
Kelvin Ransey,14.0,NJN
Robert Reid,14.5,HOU
Clint Richardson,10.0,PHI
Micheal Ray Richardson,15.1,NJN
Doc Rivers,14.9,ATL
Fred Roberts,12.6,SAS
Cliff Robinson,16.6,CLE
Truck Robinson,10.4,NYK
Tree Rollins,14.2,ATL
Lorenzo Romar,14.9,MIL
Dan Roundfield,18.9,ATL
Jeff Ruland,19.6,WSB
Ralph Sampson,20.1,HOU
Danny Schayes,12.9,DEN
Byron Scott,13.4,LAL
Lonnie Shelton,12.6,CLE
Purvis Short,16.9,GSW
Jerry Sichting,13.9,IND
Jack Sikma,19.7,SEA
Derek Smith,14.0,SDC
Larry Smith,12.1,GSW
Ricky Sobers,13.2,WSB
Rory Sparrow,12.4,NYK
Steve Stipanovich,12.6,IND
Jon Sundvold,12.1,SEA
Isiah Thomas,20.9,DET
Jim Thomas,12.1,IND
LaSalle Thompson,16.9,KCK
Mychal Thompson,17.9,POR
Paul Thompson,14.9,CLE
Andrew Toney,17.3,PHI
Kelly Tripucka,16.8,DET
Trent Tucker,13.6,NYK
Terry Tyler,13.2,DET
Darnell Valentine,13.8,POR
Kiki Vandeweghe,23.6,DEN
Jay Vincent,12.1,DAL
Danny Vranes,10.7,SEA
Granville Waiters,10.4,IND
Darrell Walker,15.9,NYK
Bill Walton,17.9,SDC
Marvin Webster,10.7,NYK
Ennis Whatley,13.5,CHI
Mitchell Wiggins,13.7,CHI
Jamaal Wilkes,15.4,LAL
Dominique Wilkins,19.2,ATL
Jeff Wilkins,10.9,UTA
Buck Williams,15.8,NJN
Gus Williams,18.9,SEA
Herb Williams,14.8,IND
Ray Williams,17.4,NYK
Rob Williams,13.3,DEN
Sam Williams,13.0,PHI
Randy Wittman,9.3,ATL
Al Wood,14.9,SEA
Mike Woodson,15.9,KCK
Orlando Woolridge,15.9,CHI
James Worthy,16.5,LAL
