name,per,team
Kareem Abdul-Jabbar,12.9,LAL
Michael Adams,17.5,DEN
Mark Aguirre,17.3,DAL
Mark Aguirre,15.1,DET
Danny Ainge,17.5,BOS
Danny Ainge,18.6,SAC
Mark Alarie,13.3,WSB
Greg Anderson,14.9,SAS
Richard Anderson,12.0,POR
Ron Anderson,15.3,PHI
Willie Anderson,16.6,SAS
John Bagley,11.3,NJN
Thurl Bailey,15.6,UTA
Charles Barkley,27.0,PHI
John Battle,13.5,ATL
Benoit Benjamin,17.4,LAC
Ricky Berry,13.1,SAC
Rolando Blackman,15.9,DAL
Muggsy Bogues,15.3,CHH
Manute Bol,9.8,GSW
Frank Brickowski,15.0,SAS
Scott Brooks,14.0,PHI
Mike Brown,8.4,UTA
Michael Cage,14.7,SEA
Antoine Carr,12.7,ATL
Joe Barry Carroll,14.2,NJN
Bill Cartwright,11.0,CHI
Terry Catledge,12.6,WSB
Tom Chambers,19.3,PHO
Rex Chapman,12.6,CHH
Maurice Cheeks,16.5,PHI
Derrick Chievous,11.6,HOU
Steve Colter,14.1,WSB
Dallas Comegys,11.9,SAS
Lester Conner,17.2,NJN
Michael Cooper,11.9,LAL
Wayne Cooper,13.6,DEN
Tyrone Corbin,14.7,PHO
Dave Corzine,10.8,CHI
Pat Cummings,11.0,MIA
Terry Cummings,19.7,MIL
Earl Cureton,10.1,CHH
Quintin Dailey,16.3,LAC
Adrian Dantley,18.2,DET
Adrian Dantley,16.4,DAL
Brad Daugherty,18.5,CLE
Brad Davis,13.3,DAL
Walter Davis,16.7,DEN
Johnny Dawkins,13.4,SAS
Vinny Del Negro,12.7,SAC
James Donaldson,14.2,DAL
Clyde Drexler,23.6,POR
Kevin Duckworth,13.9,POR
Joe Dumars,16.8,DET
Ledell Eackles,15.2,WSB
Mark Eaton,10.6,UTA
James Edwards,11.6,DET
Kevin Edwards,12.6,MIA
Craig Ehlo,13.7,CLE
Dale Ellis,19.7,SEA
Alex English,19.0,DEN
Patrick Ewing,22.1,NYK
Vern Fleming,15.8,IND
Sleepy Floyd,16.4,HOU
Winston Garland,14.7,GSW
Tom Garrick,11.0,LAC
Armen Gilliam,15.7,PHO
Mike Gminski,18.5,PHI
Gary Grant,14.1,LAC
Harvey Grant,10.6,WSB
Horace Grant,13.8,CHI
Sylvester Gray,11.2,MIA
A.C. Green,17.8,LAL
Sidney Green,12.6,NYK
Darrell Griffith,12.3,UTA
Derek Harper,18.3,DAL
Ron Harper,19.8,CLE
Scott Hastings,9.4,MIA
Hersey Hawkins,14.2,PHI
Rod Higgins,15.5,GSW
Roy Hinson,14.7,NJN
Craig Hodges,14.9,CHI
Mike Holton,12.3,CHH
Dave Hoppen,11.8,CHH
Dennis Hopson,13.8,NJN
Jeff Hornacek,16.3,PHO
Jay Humphries,14.6,MIL
Mark Jackson,18.3,NYK
Buck Johnson,11.4,HOU
Dennis Johnson,11.5,BOS
Eddie Johnson,19.4,PHO
Kevin Johnson,20.5,PHO
Magic Johnson,26.9,LAL
Steve Johnson,12.4,POR
Vinnie Johnson,17.3,DET
Caldwell Jones,6.8,POR
Charles Jones,7.4,WSB
Michael Jordan,31.1,CHI
Tim Kempton,10.4,CHH
Jerome Kersey,16.6,POR
Bernard King,17.7,WSB
Jon Koncak,12.0,ATL
Larry Krystkowiak,14.2,MIL
Bill Laimbeer,16.6,DET
Fat Lever,20.6,DEN
Cliff Levingston,13.4,ATL
Reggie Lewis,17.6,BOS
Alton Lister,13.7,SEA
Grant Long,13.7,MIA
Rick Mahorn,12.1,DET
Dan Majerle,11.3,PHO
Jeff Malone,16.7,WSB
Karl Malone,24.4,UTA
Moses Malone,21.2,ATL
Vernon Maxwell,12.1,SAS
Tim McCormick,9.3,HOU
Rodney McCray,13.1,SAC
Xavier McDaniel,18.6,SEA
Mike McGee,13.2,NJN
Kevin McHale,20.3,BOS
Derrick McKey,15.5,SEA
Nate McMillan,14.5,SEA
Reggie Miller,15.7,IND
Sidney Moncrief,16.4,MIL
Chris Morris,15.0,NJN
Chris Mullin,21.9,GSW
Larry Nance,19.9,CLE
Johnny Newman,15.3,NYK
Norm Nixon,9.8,LAC
Ken Norman,15.4,LAC
Charles Oakley,14.8,NYK
Hakeem Olajuwon,25.2,HOU
Robert Parish,21.6,BOS
Jim Paxson,11.5,BOS
John Paxson,12.0,CHI
Sam Perkins,15.3,DAL
Chuck Person,15.2,IND
Jim Petersen,11.4,SAC
Ricky Pierce,18.6,MIL
Ed Pinckney,17.0,SAC
Scottie Pippen,14.9,CHI
Terry Porter,17.7,POR
Paul Pressey,15.0,MIL
Harold Pressley,15.7,SAC
Mark Price,20.6,CLE
Kurt Rambis,16.1,CHH
Blair Rasmussen,11.6,DEN
Robert Reid,12.2,CHH
Mitch Richmond,17.2,GSW
Doc Rivers,18.4,ATL
Fred Roberts,10.6,MIL
Alvin Robertson,17.2,SAS
Dennis Rodman,16.3,DET
John Salley,12.4,DET
Ralph Sampson,11.4,GSW
Mike Sanders,10.5,CLE
Danny Schayes,15.4,DEN
Detlef Schrempf,16.5,IND
Byron Scott,16.6,LAL
Rony Seikaly,10.8,MIA
Brad Sellers,10.6,CHI
Brian Shaw,12.2,BOS
Purvis Short,11.4,HOU
Jack Sikma,15.8,MIL
Scott Skiles,12.5,IND
Charles Smith,15.6,LAC
Kenny Smith,14.3,SAC
Larry Smith,11.9,GSW
Otis Smith,14.8,GSW
Rik Smits,15.6,IND
Rory Sparrow,11.7,MIA
John Stockton,22.9,UTA
Rod Strickland,18.0,NYK
Jon Sundvold,12.6,MIA
Terry Teagle,16.7,GSW
Reggie Theus,16.1,ATL
Isiah Thomas,17.1,DET
Billy Thompson,13.4,MIA
LaSalle Thompson,15.6,SAC
LaSalle Thompson,15.5,IND
Mychal Thompson,13.3,LAL
Otis Thorpe,15.4,HOU
Sedale Threatt,16.3,SEA
Wayman Tisdale,17.3,IND
Wayman Tisdale,17.8,SAC
Kelly Tripucka,17.7,CHH
Trent Tucker,12.1,NYK
Elston Turner,7.8,DEN
Terry Tyler,12.3,DAL
Darnell Valentine,11.5,CLE
Sam Vincent,13.6,CHI
Darrell Walker,13.4,WSB
Kenny Walker,11.8,NYK
Pearl Washington,13.0,MIA
Spud Webb,13.0,ATL
Bill Wennington,8.8,DAL
Mark West,12.9,PHO
Dominique Wilkins,21.8,ATL
Gerald Wilkins,13.8,NYK
Buck Williams,14.6,NJN
Herb Williams,11.8,IND
Hot Rod Williams,17.6,CLE
John Williams,18.8,WSB
Reggie Williams,12.1,LAC
Joe Wolf,7.0,LAC
Mike Woodson,12.0,HOU
Orlando Woolridge,14.0,LAL
James Worthy,19.0,LAL
