name,per,team
Derek Harper,18.8,DAL
Gerald Henderson,15.7,SEA
Roy Hinson,17.4,CLE
Craig Hodges,13.9,MIL
Jay Humphries,12.6,PHO
Geoff Huston,13.7,GSW
Clemon Johnson,10.4,PHI
Dennis Johnson,14.7,BOS
Eddie Johnson,15.8,SAC
Magic Johnson,24.0,LAL
Marques Johnson,18.9,LAC
Mickey Johnson,11.8,NJN
Steve Johnson,16.8,SAS
Vinnie Johnson,17.0,DET
Bobby Jones,11.8,PHI
Caldwell Jones,9.7,POR
Charles Jones,10.5,WSB
Edgar Jones,15.8,CLE
Jerome Kersey,18.5,POR
Albert King,13.3,NJN
Joe Kleine,9.7,SAC
Jon Koncak,13.0,ATL
Bill Laimbeer,17.6,DET
Allen Leavell,15.6,HOU
Keith Lee,12.0,CLE
Fat Lever,15.7,DEN
Cliff Levingston,14.7,ATL
Alton Lister,16.4,MIL
Lewis Lloyd,17.7,HOU
John Long,13.9,DET
John Lucas,17.4,HOU
Maurice Lucas,13.8,LAL
Kyle Macy,12.3,CHI
Rick Mahorn,8.8,DET
Jeff Malone,16.3,WSB
Karl Malone,13.7,UTA
Moses Malone,20.6,PHI
Wes Matthews,15.5,SAS
Cedric Maxwell,15.6,LAC
Tim McCormick,13.9,SEA
Rodney McCray,13.6,HOU
Xavier McDaniel,16.3,SEA
Mike McGee,12.4,LAL
Kevin McHale,21.6,BOS
Dirk Minniefield,14.1,CLE
Mike Mitchell,15.9,SAS
Sidney Moncrief,20.0,MIL
Chris Mullin,16.0,GSW
Larry Nance,20.5,PHO
Calvin Natt,18.6,DEN
Kurt Nimphius,12.8,LAC
Norm Nixon,15.7,LAC
Mike O'Koren,9.9,NJN
Charles Oakley,16.5,CHI
Hakeem Olajuwon,24.2,HOU
Mark Olberding,11.2,SAC
Jawann Oldham,11.9,CHI
Louis Orr,12.4,NYK
Robert Parish,18.8,BOS
Jim Paxson,15.9,POR
John Paxson,10.5,CHI
Sam Perkins,17.6,DAL
Jim Petersen,10.8,HOU
Ricky Pierce,16.6,MIL
Ed Pinckney,12.8,PHO
Charles Pittman,10.3,PHO
Ben Poquette,10.4,CLE
Terry Porter,14.8,POR
Paul Pressey,18.6,MIL
Kurt Rambis,12.7,LAL
Kelvin Ransey,11.8,NJN
Robert Reid,13.7,HOU
Clint Richardson,12.2,IND
Micheal Ray Richardson,16.9,NJN
Doc Rivers,17.4,ATL
Alvin Robertson,19.5,SAS
Cliff Robinson,18.3,WSB
Tree Rollins,11.0,ATL
Dan Roundfield,14.7,WSB
Jeff Ruland,20.0,WSB
Ralph Sampson,16.9,HOU
Mike Sanders,16.0,PHO
Danny Schayes,13.4,DEN
Byron Scott,15.0,LAL
Carey Scurry,11.9,UTA
Purvis Short,19.1,GSW
Jerry Sichting,11.9,BOS
Jack Sikma,17.6,SEA
Larry Smith,13.4,GSW
Ricky Sobers,13.4,SEA
Rory Sparrow,13.0,NYK
Terence Stansbury,9.5,IND
Steve Stipanovich,15.9,IND
John Stockton,17.0,UTA
Jon Sundvold,13.4,SAS
Terry Teagle,14.2,GSW
Reggie Theus,17.9,SAC
Isiah Thomas,21.2,DET
Bernard Thompson,11.8,PHO
LaSalle Thompson,16.4,SAC
Mychal Thompson,13.7,POR
Bob Thornton,6.9,NYK
Otis Thorpe,14.4,SAC
Sedale Threatt,11.1,PHI
Wayman Tisdale,14.0,IND
Kelly Tripucka,18.3,DET
Trent Tucker,14.6,NYK
Elston Turner,9.6,DEN
Melvin Turpin,16.4,CLE
Terry Tyler,13.3,SAC
Kiki Vandeweghe,19.7,POR
Jay Vincent,16.4,DAL
Danny Vranes,7.8,SEA
Darrell Walker,14.0,NYK
Bill Walton,17.0,BOS
Spud Webb,18.5,ATL
Scott Wedman,12.5,BOS
Mark West,7.7,CLE
Rory White,14.0,LAC
Jerome Whitehead,7.9,GSW
Mitchell Wiggins,12.6,HOU
Dominique Wilkins,23.3,ATL
Gerald Wilkins,12.2,NYK
Buck Williams,15.1,NJN
Gus Williams,15.0,WSB
Herb Williams,17.9,IND
Kevin Willis,14.1,ATL
Randy Wittman,13.0,ATL
Al Wood,13.5,SEA
Mike Woodson,14.2,SAC
Orlando Woolridge,19.6,CHI
James Worthy,20.4,LAL
Danny Young,13.7,SEA
