name,per,team
DeMar DeRozan,18.4,TOR
Boris Diaw,14.1,SAS
Chris Douglas-Roberts,12.2,CHA
Goran Dragic,21.4,PHO
Andre Drummond,22.6,DET
Jared Dudley,8.9,LAC
Tim Duncan,21.3,SAS
Mike Dunleavy,12.6,CHI
Kevin Durant,29.8,OKC
Monta Ellis,16.8,DAL
Jeremy Evans,16.2,UTA
Tyreke Evans,18.4,NOP
Kenneth Faried,19.8,DEN
Derrick Favors,19.0,UTA
Raymond Felton,12.9,NYK
Derek Fisher,10.1,OKC
Evan Fournier,10.3,DEN
Randy Foye,13.3,DEN
Channing Frye,13.2,PHO
Francisco Garcia,9.3,HOU
Kevin Garnett,13.3,BRK
Diante Garrett,7.1,UTA
Marc Gasol,18.2,MEM
Pau Gasol,19.3,LAL
Rudy Gay,19.6,SAC
Alonzo Gee,8.6,CLE
Paul George,20.1,IND
Taj Gibson,16.0,CHI
Manu Ginobili,20.0,SAS
Eric Gordon,14.9,NOP
Marcin Gortat,17.6,WAS
Danny Green,13.9,SAS
Draymond Green,12.7,GSW
Gerald Green,16.5,PHO
Jeff Green,13.1,BOS
Blake Griffin,23.9,LAC
Tim Hardaway,12.7,NYK
James Harden,23.5,HOU
Maurice Harkless,11.8,ORL
Tobias Harris,16.5,ORL
Spencer Hawes,15.3,PHI
Gordon Hayward,16.2,UTA
Gerald Henderson,13.1,CHA
John Henson,17.9,MIL
Roy Hibbert,13.5,IND
J.J. Hickson,16.2,DEN
Nene Hilario,16.6,WAS
George Hill,13.4,IND
Jordan Hill,19.3,LAL
Kirk Hinrich,10.8,CHI
Jrue Holiday,17.1,NOP
Dwight Howard,21.3,HOU
Kris Humphries,18.2,BOS
Serge Ibaka,19.6,OKC
Andre Iguodala,13.7,GSW
Ersan Ilyasova,13.8,MIL
Kyrie Irving,20.1,CLE
Jarrett Jack,11.5,CLE
Reggie Jackson,15.4,OKC
LeBron James,29.3,MIA
Al Jefferson,22.7,CHA
Richard Jefferson,11.8,UTA
Brandon Jennings,15.6,DET
Amir Johnson,15.4,TOR
Joe Johnson,15.5,BRK
Wesley Johnson,11.0,LAL
Terrence Jones,19.1,HOU
DeAndre Jordan,18.2,LAC
Enes Kanter,15.6,UTA
Ryan Kelly,12.6,LAL
Michael Kidd-Gilchrist,12.0,CHA
Brandon Knight,16.5,MIL
Kyle Korver,13.5,ATL
Kosta Koufos,16.5,MEM
Jeremy Lamb,13.4,OKC
Ty Lawson,19.0,DEN
Courtney Lee,13.5,MEM
David Lee,19.1,GSW
Kawhi Leonard,19.4,SAS
Damian Lillard,18.6,POR
Jeremy Lin,14.3,HOU
Shaun Livingston,14.5,BRK
Robin Lopez,17.7,POR
Kevin Love,26.9,MIN
Kyle Lowry,20.1,TOR
Shelvin Mack,13.2,ATL
Ian Mahinmi,10.2,IND
Shawn Marion,13.7,DAL
Kendall Marshall,12.6,LAL
Kevin Martin,16.3,MIN
Wesley Matthews,15.7,POR
O.J. Mayo,11.2,MIL
Ben McLemore,7.7,SAC
Josh McRoberts,13.8,CHA
Jodie Meeks,14.7,LAL
Khris Middleton,12.5,MIL
Mike Miller,12.5,MEM
Patrick Mills,18.7,SAS
Paul Millsap,19.8,ATL
Greg Monroe,18.1,DET
E'Twaun Moore,11.1,ORL
Marcus Morris,14.8,PHO
Markieff Morris,18.4,PHO
Anthony Morrow,13.9,NOP
Timofey Mozgov,16.7,DEN
Jameer Nelson,13.9,ORL
Andrew Nicholson,9.9,ORL
Joakim Noah,20.0,CHI
Dirk Nowitzki,23.6,DAL
Kyle O'Quinn,16.5,ORL
Victor Oladipo,13.6,ORL
Kelly Olynyk,15.2,BOS
Travis Outlaw,10.4,SAC
Zaza Pachulia,14.0,MIL
Tony Parker,18.9,SAS
Chandler Parsons,15.9,HOU
Patrick Patterson,16.2,TOR
Chris Paul,25.9,LAC
Nikola Pekovic,20.7,MIN
Kendrick Perkins,6.3,OKC
Paul Pierce,16.8,BRK
Mason Plumlee,19.0,BRK
Miles Plumlee,14.6,PHO
Phil Pressey,8.8,BOS
Pablo Prigioni,13.0,NYK
Tayshaun Prince,8.2,MEM
Zach Randolph,18.3,MEM
Austin Rivers,11.6,NOP
Brian Roberts,13.4,NOP
Terrence Ross,12.0,TOR
Ricky Rubio,15.4,MIN
Robert Sacre,12.1,LAL
John Salmons,7.6,TOR
Luis Scola,13.4,IND
Mike Scott,15.3,ATL
Thabo Sefolosha,10.4,OKC
Ramon Sessions,14.6,CHA
Iman Shumpert,9.6,NYK
Kyle Singler,11.8,DET
Ish Smith,11.7,PHO
J.R. Smith,14.0,NYK
Josh Smith,14.1,DET
Tony Snell,8.0,CHI
Tiago Splitter,16.5,SAS
Lance Stephenson,14.7,IND
Greg Stiemsma,9.7,NOP
Amar'e Stoudemire,18.8,NYK
Rodney Stuckey,14.0,DET
Jared Sullinger,16.4,BOS
Jeff Teague,17.1,ATL
Mirza Teletovic,14.3,BRK
Isaiah Thomas,20.5,SAC
Hollis Thompson,9.5,PHI
Jason Thompson,11.1,SAC
Klay Thompson,14.3,GSW
Tristan Thompson,14.9,CLE
Marcus Thornton,9.7,SAC
Anthony Tolliver,11.0,CHA
P.J. Tucker,13.3,PHO
Evan Turner,13.2,PHI
Jonas Valanciunas,16.1,TOR
Anderson Varejao,17.0,CLE
Greivis Vasquez,14.2,TOR
Nikola Vucevic,18.8,ORL
Dwyane Wade,22.0,MIA
Dion Waiters,14.0,CLE
Kemba Walker,16.8,CHA
John Wall,19.5,WAS
Gerald Wallace,10.0,BOS
C.J. Watson,13.0,IND
Martell Webster,11.5,WAS
David West,17.5,IND
Russell Westbrook,24.7,OKC
Deron Williams,17.6,BRK
Derrick Williams,11.9,SAC
Elliot Williams,8.7,PHI
Lou Williams,14.2,ATL
Marvin Williams,14.0,UTA
Mo Williams,11.8,POR
Nate Wolters,12.7,MIL
Brandan Wright,23.5,DAL
Tony Wroten,12.9,PHI
Nick Young,16.0,LAL
Thaddeus Young,16.6,PHI
Cody Zeller,13.1,CHA
Tyler Zeller,15.4,CLE
