name,per,team
Joe Johnson,19.5,ATL
Dahntay Jones,9.6,MEM
Damon Jones,10.2,CLE
Eddie Jones,14.3,MIA
James Jones,10.8,PHO
Chris Kaman,12.9,LAC
Jason Kapono,13.8,MIA
Jason Kidd,19.4,NJN
Andrei Kirilenko,14.3,UTA
Linas Kleiza,11.1,DEN
Brevin Knight,14.3,CHA
Kyle Korver,14.2,PHI
David Lee,20.2,NYK
Rashard Lewis,20.7,SEA
Shaun Livingston,13.7,LAC
Tyronn Lue,14.1,ATL
Corey Maggette,18.6,LAC
Jamaal Magloire,11.5,POR
Stephon Marbury,15.3,NYK
Shawn Marion,20.8,PHO
Donyell Marshall,15.3,CLE
Kevin Martin,20.1,SAC
Desmond Mason,10.8,NOK
Antonio McDyess,18.1,DET
Tracy McGrady,23.2,HOU
Darko Milicic,13.8,ORL
Andre Miller,15.9,PHI
Brad Miller,13.5,SAC
Mike Miller,16.4,MEM
Paul Millsap,17.6,UTA
Yao Ming,26.5,HOU
Cuttino Mobley,12.5,LAC
Mikki Moore,14.8,NJN
Adam Morrison,7.9,CHA
Alonzo Mourning,16.7,MIA
Troy Murphy,14.3,IND
Ronald Murray,10.8,DET
Dikembe Mutombo,14.4,HOU
Bostjan Nachbar,14.5,NJN
Eduardo Najera,13.5,DEN
Steve Nash,23.8,PHO
Jameer Nelson,13.9,ORL
Rasho Nesterovic,13.9,TOR
Andres Nocioni,15.6,CHI
Dirk Nowitzki,27.6,DAL
Jermaine O'Neal,18.8,IND
Shaquille O'Neal,21.7,MIA
Fabricio Oberto,11.9,SAS
Lamar Odom,16.1,LAL
Emeka Okafor,20.1,CHA
Mehmet Okur,18.1,UTA
Travis Outlaw,15.3,POR
Zaza Pachulia,16.8,ATL
Jannero Pargo,13.4,NOK
Anthony Parker,14.5,TOR
Smush Parker,11.6,LAL
Tony Parker,21.4,SAS
Ruben Patterson,18.5,MIL
Chris Paul,22.0,NOK
Sasha Pavlovic,12.1,CLE
Gary Payton,9.0,MIA
Kendrick Perkins,9.5,BOS
Morris Peterson,13.2,TOR
Johan Petro,11.6,SEA
Paul Pierce,21.7,BOS
Mickael Pietrus,13.0,GSW
James Posey,12.7,MIA
Tayshaun Prince,16.0,DET
Zach Randolph,22.8,POR
Michael Redd,22.3,MIL
Jason Richardson,15.5,GSW
Quentin Richardson,14.3,NYK
Luke Ridnour,13.7,SEA
Nate Robinson,15.2,NYK
Rajon Rondo,13.1,BOS
Quinton Ross,10.5,LAC
Brandon Roy,18.0,POR
John Salmons,12.7,SAC
Brian Scalabrine,6.6,BOS
Brian Skinner,8.9,MIL
Craig Smith,15.7,MIN
J.R. Smith,15.6,DEN
Joe Smith,14.1,PHI
Josh Smith,18.3,ATL
Eric Snow,8.6,CLE
Jerry Stackhouse,16.8,DAL
DeShawn Stevenson,12.9,WAS
Damon Stoudamire,12.6,MEM
Salim Stoudamire,11.4,ATL
Amar'e Stoudemire,23.1,PHO
Stromile Swift,14.2,MEM
Sebastian Telfair,8.6,BOS
Jason Terry,18.9,DAL
Etan Thomas,15.6,WAS
Kenny Thomas,10.2,SAC
Kurt Thomas,11.4,PHO
Tim Thomas,13.6,LAC
Jamaal Tinsley,15.2,IND
Ronny Turiaf,15.5,LAL
Hedo Turkoglu,14.2,ORL
Ime Udoka,12.1,POR
Anderson Varejao,14.4,CLE
Jake Voskuhl,10.9,CHA
Dwyane Wade,28.9,MIA
Antoine Walker,9.6,MIA
Ben Wallace,14.6,CHI
Gerald Wallace,19.8,CHA
Rasheed Wallace,15.7,DET
Luke Walton,14.7,LAL
Hakim Warrick,15.9,MEM
Earl Watson,13.5,SEA
Chris Webber,16.9,DET
Martell Webster,9.9,POR
David West,18.9,NOK
Delonte West,14.0,BOS
Chris Wilcox,16.6,SEA
Damien Wilkins,13.1,SEA
Deron Williams,17.1,UTA
Jason Williams,15.0,MIA
Marcus Williams,11.5,NJN
Marvin Williams,12.2,ATL
Mo Williams,16.3,MIL
Shelden Williams,12.3,ATL
Corliss Williamson,12.7,SAC
Metta World Peace,18.5,SAC
Antoine Wright,8.1,NJN
Dorell Wright,12.7,MIA
Lorenzen Wright,6.6,ATL
