name,per,team
Ervin Johnson,14.3,DEN
Kevin Johnson,22.9,PHO
Larry Johnson,13.8,NYK
Eddie Jones,17.3,LAL
Popeye Jones,12.0,TOR
Michael Jordan,27.8,CHI
Shawn Kemp,20.7,SEA
Steve Kerr,15.6,CHI
Jerome Kersey,12.3,LAL
Jason Kidd,18.0,PHO
Kerry Kittles,16.0,NJN
Travis Knight,14.1,LAL
Toni Kukoc,20.2,CHI
Christian Laettner,19.1,ATL
Andrew Lang,10.8,MIL
Voshon Lenard,14.7,MIA
Grant Long,12.2,DET
Luc Longley,13.4,CHI
George Lynch,15.4,VAN
Dan Majerle,13.2,MIA
Karl Malone,28.9,UTA
Matt Maloney,12.3,HOU
Danny Manning,17.9,PHO
Stephon Marbury,16.1,MIN
Donyell Marshall,15.6,GSW
Darrick Martin,16.9,LAC
Jamal Mashburn,13.1,MIA
Anthony Mason,18.9,CHH
Tony Massenburg,11.9,NJN
Vernon Maxwell,11.8,SAS
Lee Mayberry,10.2,VAN
George McCloud,15.9,DAL
Xavier McDaniel,10.8,NJN
Antonio McDyess,15.5,DEN
Jim McIlvaine,11.1,SEA
Derrick McKey,10.6,IND
Reggie Miller,20.2,IND
Chris Mills,14.1,CLE
Terry Mills,16.4,DET
Sam Mitchell,11.8,MIN
Lawrence Moten,11.4,VAN
Alonzo Mourning,21.6,MIA
Chris Mullin,17.6,GSW
Gheorghe Muresan,16.7,WSB
Lamond Murray,14.4,LAC
Tracy Murray,14.6,WSB
Dikembe Mutombo,19.0,ATL
Johnny Newman,10.8,MIL
Shaquille O'Neal,27.1,LAL
Charles Oakley,14.2,NYK
Hakeem Olajuwon,22.7,HOU
Greg Ostertag,15.3,UTA
Bo Outlaw,16.3,LAC
Billy Owens,13.6,SAC
Robert Pack,16.0,NJN
Gary Payton,21.8,SEA
Anthony Peeler,13.8,VAN
Will Perdue,16.7,SAS
Sam Perkins,17.0,SEA
Elliot Perry,15.2,MIL
Wesley Person,15.9,PHO
Bobby Phills,13.9,CLE
Scottie Pippen,21.3,CHI
Olden Polynice,13.1,SAC
Terry Porter,14.5,MIN
Vitaly Potapenko,9.5,CLE
Mark Price,16.5,GSW
Theo Ratliff,15.9,DET
Eldridge Recasner,11.5,ATL
Bryant Reeves,14.4,VAN
Khalid Reeves,12.1,NJN
Glen Rice,19.7,CHH
Pooh Richardson,11.8,LAC
Mitch Richmond,21.6,SAC
Isaiah Rider,13.8,POR
Clifford Robinson,13.1,POR
Glenn Robinson,17.5,MIL
James Robinson,12.7,MIN
Dennis Rodman,13.9,CHI
Carlos Rogers,17.0,TOR
Rodney Rogers,14.2,LAC
Roy Rogers,12.6,VAN
Jalen Rose,13.8,IND
Bryon Russell,13.7,UTA
Arvydas Sabonis,21.8,POR
Detlef Schrempf,18.3,SEA
Byron Scott,13.5,LAL
Dennis Scott,12.4,ORL
Malik Sealy,13.7,LAC
Rony Seikaly,18.3,ORL
Brian Shaw,10.4,ORL
Joe Smith,16.0,GSW
Michael Smith,13.3,SAC
Steve Smith,17.4,ATL
Tony Smith,9.4,CHH
Rik Smits,18.3,IND
Felton Spencer,9.1,GSW
Latrell Sprewell,19.7,GSW
Jerry Stackhouse,14.1,PHI
John Starks,15.9,NYK
Bryant Stith,14.4,DEN
John Stockton,22.1,UTA
Damon Stoudamire,18.1,TOR
Rod Strickland,19.7,WSB
Derek Strong,13.6,ORL
Bob Sura,14.8,CLE
Brooks Thompson,13.7,DEN
Otis Thorpe,16.1,DET
Gary Trent,16.8,POR
Nick Van Exel,16.0,LAL
Loy Vaught,16.6,LAC
Antoine Walker,15.5,BOS
Rasheed Wallace,18.4,POR
Rex Walters,13.0,PHI
Charlie Ward,11.1,NYK
Clarence Weatherspoon,14.2,PHI
Chris Webber,21.8,WSB
David Wesley,16.5,BOS
Doug West,8.5,MIN
Chris Whitney,15.2,WSB
Dominique Wilkins,19.6,SAS
Gerald Wilkins,11.2,ORL
Buck Williams,13.9,NYK
Eric Williams,13.3,BOS
Hot Rod Williams,13.8,PHO
Jayson Williams,15.0,NJN
Monty Williams,15.6,SAS
Scott Williams,13.2,PHI
Walt Williams,14.9,TOR
Corliss Williamson,14.3,SAC
Kevin Willis,14.3,HOU
Lorenzen Wright,12.5,LAC
Sharone Wright,7.4,TOR
