name,per,team
Al Jefferson,16.6,BOS
Richard Jefferson,16.6,NJN
Jared Jeffries,11.2,WAS
Anthony Johnson,14.3,IND
DerMarr Johnson,14.0,DEN
Joe Johnson,15.1,PHO
Damon Jones,15.5,MIA
Eddie Jones,13.6,MIA
Fred Jones,13.3,IND
James Jones,10.5,IND
Jumaine Jones,13.1,LAL
Chris Kaman,13.1,LAC
Jason Kapono,11.8,CHA
Jason Kidd,19.5,NJN
Andrei Kirilenko,24.4,UTA
Brevin Knight,18.0,CHA
Kyle Korver,12.8,PHI
Nenad Krstic,13.4,NJN
Toni Kukoc,12.8,MIL
Raef LaFrentz,17.3,BOS
Rashard Lewis,19.4,SEA
Tyronn Lue,16.2,ATL
Corey Maggette,19.9,LAC
Stephon Marbury,21.9,NYK
Shawn Marion,21.7,PHO
Donyell Marshall,19.9,TOR
Kenyon Martin,17.5,DEN
Desmond Mason,14.8,MIL
Antonio McDyess,17.2,DET
Tracy McGrady,22.9,HOU
Jeff McInnis,12.4,CLE
Aaron McKie,8.4,PHI
Keith McLeod,10.4,UTA
Chris Mihm,15.7,LAL
Darius Miles,15.5,POR
Andre Miller,16.5,DEN
Brad Miller,20.7,SAC
Mike Miller,16.7,MEM
Reggie Miller,16.6,IND
Yao Ming,23.2,HOU
Cuttino Mobley,14.9,SAC
Nazr Mohammed,17.0,NYK
Mikki Moore,12.7,LAC
Troy Murphy,16.8,GSW
Dikembe Mutombo,16.4,HOU
Bostjan Nachbar,10.9,NOH
Lee Nailon,14.5,NOH
Steve Nash,22.0,PHO
Jameer Nelson,14.5,ORL
Rasho Nesterovic,12.0,SAS
Ira Newble,8.6,CLE
Andres Nocioni,10.1,CHI
Dirk Nowitzki,26.1,DAL
Jermaine O'Neal,22.9,IND
Shaquille O'Neal,27.0,MIA
Lamar Odom,17.3,LAL
Emeka Okafor,16.3,CHA
Mehmet Okur,18.9,UTA
Michael Olowokandi,10.4,MIN
Zaza Pachulia,14.4,MIL
Milt Palacio,12.5,TOR
Tony Parker,18.0,SAS
Ruben Patterson,15.8,POR
Gary Payton,15.1,BOS
Morris Peterson,14.4,TOR
Paul Pierce,21.8,BOS
Mickael Pietrus,14.2,GSW
James Posey,10.5,MEM
Tayshaun Prince,16.2,DET
Joel Przybilla,15.5,POR
Vladimir Radmanovic,13.7,SEA
Zach Randolph,18.6,POR
Theo Ratliff,10.1,POR
Michael Redd,18.3,MIL
Jason Richardson,19.0,GSW
Quentin Richardson,13.6,PHO
Luke Ridnour,14.6,SEA
Clifford Robinson,11.0,GSW
Jalen Rose,16.6,TOR
Quinton Ross,8.9,LAC
Michael Ruffin,8.6,WAS
Bryon Russell,11.8,DEN
Brian Scalabrine,11.0,NJN
Bobby Simmons,16.1,LAC
J.R. Smith,10.9,NOH
Joe Smith,15.0,MIL
Josh Smith,15.4,ATL
Eric Snow,9.0,CLE
Darius Songaila,14.9,SAC
Latrell Sprewell,12.1,MIN
Jerry Stackhouse,15.9,DAL
DeShawn Stevenson,9.3,ORL
Peja Stojakovic,17.3,SAC
Damon Stoudamire,16.6,POR
Amar'e Stoudemire,26.6,PHO
Erick Strickland,8.1,MIL
Bob Sura,14.4,HOU
Mike Sweetney,16.4,NYK
Stromile Swift,16.7,MEM
Wally Szczerbiak,17.1,MIN
Sebastian Telfair,9.7,POR
Jason Terry,18.4,DAL
Kenny Thomas,13.0,PHI
Kurt Thomas,14.1,NYK
Tim Thomas,12.3,NYK
Jamaal Tinsley,18.6,IND
Robert Traylor,12.0,CLE
Hedo Turkoglu,16.0,ORL
Beno Udrih,14.3,SAS
Nick Van Exel,12.5,POR
Jacque Vaughn,8.9,NJN
Dwyane Wade,23.1,MIA
Antoine Walker,15.5,ATL
Ben Wallace,17.4,DET
Gerald Wallace,14.1,CHA
Rasheed Wallace,16.4,DET
Earl Watson,13.1,MEM
Chris Webber,20.9,SAC
Bonzi Wells,15.9,MEM
Jiri Welsch,12.1,BOS
David Wesley,11.6,HOU
Chris Wilcox,13.6,LAC
Jason Williams,15.4,MEM
Jerome Williams,13.2,NYK
Mo Williams,14.1,MIL
Corliss Williamson,14.4,PHI
Lorenzen Wright,13.9,MEM
