name,per,team
Kareem Abdul-Jabbar,23.4,LAL
Alvan Adams,18.6,PHO
Mark Aguirre,17.3,DAL
Tiny Archibald,14.3,BOS
James Bailey,14.0,NJN
Greg Ballard,17.9,WSB
Gene Banks,14.7,SAS
Mike Bantom,12.6,IND
Billy Ray Bates,17.8,POR
Kent Benson,14.4,DET
Larry Bird,22.6,BOS
Otis Birdsong,13.3,NJN
Rolando Blackman,16.2,DAL
Mike Bratz,14.2,SAS
Ron Brewer,14.0,CLE
Allan Bristow,12.6,DAL
Jim Brogan,13.0,SDC
Michael Brooks,16.1,SDC
Fred Brown,15.2,SEA
Rickey Brown,11.2,GSW
Joe Bryant,12.8,SDC
Quinn Buckner,14.4,MIL
Don Buse,14.8,IND
Kenny Carr,15.3,CLE
M.L. Carr,11.9,BOS
Joe Barry Carroll,15.9,GSW
Butch Carter,11.1,IND
Bill Cartwright,16.3,NYK
Harvey Catchings,8.1,MIL
Tom Chambers,15.0,SDC
Maurice Cheeks,18.3,PHI
Don Collins,15.1,WSB
Darwin Cook,13.7,NJN
Jeff Cook,10.2,PHO
Michael Cooper,14.3,LAL
Wayne Cooper,13.8,DAL
Dave Corzine,14.9,SAS
Pat Cummings,11.1,MIL
Adrian Dantley,24.2,UTA
Brad Davis,14.5,DAL
Johnny Davis,15.2,IND
Walter Davis,18.3,PHO
Darryl Dawkins,15.0,PHI
James Donaldson,16.0,SEA
John Douglas,12.1,SDC
Leon Douglas,6.5,KCK
John Drew,18.1,ATL
Larry Drew,15.3,KCK
Mike Dunleavy,13.2,HOU
T.R. Dunn,12.1,DEN
John Duren,7.0,UTA
James Edwards,15.8,CLE
Len Elmore,11.8,NJN
Alex English,22.2,DEN
Julius Erving,25.9,PHI
Chris Ford,7.8,BOS
Phil Ford,11.4,KCK
World B. Free,18.2,GSW
Mike Gale,10.9,GSW
George Gervin,24.2,SAS
Artis Gilmore,22.4,CHI
Glen Gondrezick,14.9,DEN
Rickey Green,17.4,UTA
Dave Greenwood,15.5,CHI
Kevin Grevey,11.7,WSB
Darrell Griffith,15.8,UTA
Bob Gross,13.8,POR
Ernie Grunfeld,17.2,KCK
Bill Hanzlik,9.6,SEA
James Hardy,11.4,UTA
Mike Harper,12.2,POR
Steve Hawes,14.5,ATL
Elvin Hayes,14.4,HOU
Spencer Haywood,13.2,WSB
Gerald Henderson,13.2,BOS
Tom Henderson,11.0,HOU
Kenny Higgs,10.8,DEN
Lionel Hollins,12.5,PHI
Cedrick Hordges,10.4,DEN
Phil Hubbard,13.5,DET
Geoff Huston,14.0,CLE
Dan Issel,23.1,DEN
Clemon Johnson,15.0,IND
Dennis Johnson,16.7,PHO
Eddie Johnson,16.5,ATL
Eddie Johnson,13.1,KCK
Frank Johnson,12.0,WSB
George Johnson,10.6,SAS
Magic Johnson,22.9,LAL
Marques Johnson,18.0,MIL
Mickey Johnson,16.4,MIL
Steve Johnson,17.6,KCK
Vinnie Johnson,14.7,DET
Bobby Jones,19.3,PHI
Caldwell Jones,11.3,PHI
Dwight Jones,13.4,CHI
Rich Kelley,12.5,PHO
Larry Kenon,11.2,CHI
Albert King,13.5,NJN
Bernard King,19.8,GSW
Reggie King,13.0,KCK
Billy Knight,16.7,IND
Mark Landsberger,10.3,LAL
Bob Lanier,17.4,MIL
Allen Leavell,16.4,HOU
Ron Lee,9.7,DET
Ronnie Lester,13.8,CHI
Alton Lister,11.5,MIL
Scott Lloyd,5.9,DAL
Kevin Loder,12.9,KCK
John Long,17.4,DET
John Lucas,15.2,WSB
Maurice Lucas,17.9,NYK
Rudy Macklin,9.3,ATL
Kyle Macy,15.7,PHO
Rick Mahorn,13.3,WSB
Moses Malone,26.8,HOU
Cedric Maxwell,16.0,BOS
Scott May,16.7,MIL
George McGinnis,11.3,IND
Kevin McHale,16.9,BOS
Billy McKinney,14.4,DEN
Tom McMillen,13.1,ATL
Mike Mitchell,16.7,SAS
Steve Mix,15.8,PHI
Sidney Moncrief,20.1,MIL
Johnny Moore,17.0,SAS
Calvin Murphy,13.2,HOU
Larry Nance,14.7,PHO
Calvin Natt,19.0,POR
Mike Newlin,11.5,NYK
Carl Nicks,10.5,UTA
Kurt Nimphius,12.0,DAL
Norm Nixon,15.3,LAL
Mike O'Koren,13.6,NJN
Mark Olberding,14.6,SAS
Louis Orr,14.9,IND
Tom Owens,14.9,IND
Robert Parish,22.6,BOS
Jim Paxson,18.0,POR
Sam Pellom,10.3,ATL
Ben Poquette,13.1,UTA
Kurt Rambis,12.8,LAL
Kelvin Ransey,16.5,POR
Robert Reid,13.3,HOU
Clint Richardson,9.8,PHI
Micheal Ray Richardson,17.7,NYK
Rick Robey,11.0,BOS
Cliff Robinson,18.5,KCK
Truck Robinson,16.1,PHO
Tree Rollins,14.7,ATL
Lorenzo Romar,14.6,GSW
Dan Roundfield,19.5,ATL
Jeff Ruland,18.8,WSB
Campy Russell,13.3,NYK
Danny Schayes,13.2,UTA
Alvin Scott,11.7,PHO
Lonnie Shelton,14.2,SEA
Purvis Short,18.8,GSW
Jack Sikma,20.6,SEA
James Silas,15.7,CLE
Larry Smith,12.8,GSW
Phil Smith,12.4,SDC
Randy Smith,12.2,NYK
Ricky Sobers,12.2,CHI
Jim Spanarkel,17.2,DAL
Rory Sparrow,13.0,ATL
Brian Taylor,13.7,SDC
Reggie Theus,16.2,CHI
Isiah Thomas,14.5,DET
David Thompson,17.6,DEN
Mychal Thompson,19.2,POR
Andrew Toney,17.2,PHI
Kelly Tripucka,16.4,DET
Elston Turner,10.7,DAL
Terry Tyler,16.9,DET
Darnell Valentine,13.1,POR
Kiki Vandeweghe,18.9,DEN
Pete Verhoeven,10.4,POR
Jay Vincent,18.7,DAL
Danny Vranes,11.2,SEA
Foots Walker,11.8,NJN
Wally Walker,11.4,SEA
Marvin Webster,11.8,NYK
Scott Wedman,12.5,CLE
Jerome Whitehead,16.7,SDC
Michael Wiley,16.2,SDC
Bob Wilkerson,12.5,CLE
Jamaal Wilkes,16.5,LAL
Jeff Wilkins,10.5,UTA
Buck Williams,17.2,NJN
Gus Williams,21.8,SEA
Herb Williams,16.1,IND
Ray Williams,19.0,NJN
Sam Williams,14.8,GSW
Sly Williams,18.6,NYK
