name,per,team
Kareem Abdul-Jabbar,17.9,LAL
Alvan Adams,14.6,PHO
Michael Adams,14.3,WSB
Mark Aguirre,22.1,DAL
Danny Ainge,15.2,BOS
Mark Alarie,12.5,DEN
John Bagley,12.1,CLE
Thurl Bailey,13.9,UTA
Greg Ballard,11.5,GSW
Gene Banks,12.6,CHI
Charles Barkley,25.1,PHI
Benoit Benjamin,12.6,LAC
Walter Berry,16.6,SAS
Larry Bird,26.4,BOS
Rolando Blackman,18.1,DAL
Manute Bol,10.9,WSB
Randy Breuer,12.3,MIL
Tony Brown,9.7,NJN
Michael Cage,17.1,LAC
Kenny Carr,12.8,POR
Joe Barry Carroll,18.4,GSW
Bill Cartwright,17.1,NYK
Terry Catledge,14.2,WSB
Tom Chambers,17.0,SEA
Maurice Cheeks,18.3,PHI
Ben Coleman,13.6,NJN
Darwin Cook,12.5,WSB
Michael Cooper,14.0,LAL
Wayne Cooper,11.3,DEN
Dave Corzine,12.8,CHI
Pat Cummings,11.4,NYK
Terry Cummings,20.5,MIL
Earl Cureton,10.3,CHI
Adrian Dantley,18.6,DET
Brad Daugherty,15.6,CLE
Brad Davis,14.5,DAL
Walter Davis,19.3,PHO
Johnny Dawkins,14.6,SAS
James Donaldson,15.3,DAL
Larry Drew,13.1,LAC
Clyde Drexler,20.2,POR
Joe Dumars,11.9,DET
T.R. Dunn,7.8,DEN
Mark Eaton,11.1,UTA
Dale Ellis,19.0,SEA
Alex English,20.5,DEN
Julius Erving,17.0,PHI
Mike Evans,13.6,DEN
Patrick Ewing,18.9,NYK
Vern Fleming,15.8,IND
Sleepy Floyd,20.2,GSW
Kenny Gattison,9.4,PHO
Artis Gilmore,14.2,SAS
Mike Gminski,17.0,NJN
Lancaster Gordon,11.3,LAC
A.C. Green,15.7,LAL
Rickey Green,15.9,UTA
Sidney Green,13.0,DET
Dave Greenwood,15.2,SAS
Darrell Griffith,15.0,UTA
Bob Hansen,12.4,UTA
Bill Hanzlik,13.9,DEN
Derek Harper,20.0,DAL
Ron Harper,17.2,CLE
Steve Harris,12.9,HOU
Gerald Henderson,14.6,NYK
Rod Higgins,14.1,GSW
Roy Hinson,13.5,PHI
Craig Hodges,11.9,MIL
Jeff Hornacek,11.2,PHO
Phil Hubbard,11.8,CLE
Jay Humphries,14.2,PHO
Clemon Johnson,10.0,SEA
Dennis Johnson,13.2,BOS
Eddie Johnson,16.2,SAC
Magic Johnson,27.0,LAL
Steve Johnson,15.1,POR
Vinnie Johnson,17.0,DET
Caldwell Jones,8.7,POR
Charles Jones,10.6,WSB
Michael Jordan,29.8,CHI
Jerome Kersey,16.9,POR
Albert King,10.4,NJN
Joe Kleine,12.4,SAC
Jon Koncak,10.9,ATL
Larry Krystkowiak,13.0,SAS
Bill Laimbeer,17.4,DET
Allen Leavell,12.0,HOU
Fat Lever,20.8,DEN
Cliff Levingston,14.3,ATL
Alton Lister,14.0,SEA
John Long,13.8,IND
John Lucas,19.4,MIL
Maurice Lucas,13.7,SEA
Kyle Macy,11.7,IND
Rick Mahorn,10.2,DET
Jeff Malone,17.0,WSB
Karl Malone,18.0,UTA
Moses Malone,23.8,WSB
Cedric Maxwell,15.4,LAC
Tim McCormick,12.9,PHI
Rodney McCray,15.7,HOU
Xavier McDaniel,18.7,SEA
Ben McDonald,7.2,GSW
Mike McGee,15.2,ATL
Kevin McHale,24.0,BOS
Nate McMillan,14.1,SEA
Dirk Minniefield,11.0,HOU
Johnny Moore,13.4,SAS
Chris Mullin,15.8,GSW
Larry Nance,22.2,PHO
Charles Oakley,14.2,CHI
Hakeem Olajuwon,23.8,HOU
Mark Olberding,8.8,SAC
Louis Orr,11.0,NYK
Robert Parish,17.7,BOS
Jim Paxson,13.8,POR
John Paxson,12.8,CHI
Sam Perkins,15.9,DAL
Chuck Person,15.6,IND
Jim Petersen,12.7,HOU
Ricky Pierce,18.5,MIL
Ed Pinckney,15.2,PHO
Terry Porter,16.2,POR
Paul Pressey,16.7,MIL
Mark Price,11.3,CLE
Kurt Rambis,12.6,LAL
Blair Rasmussen,15.5,DEN
Robert Reid,11.4,HOU
Clint Richardson,12.8,IND
Doc Rivers,19.9,ATL
Fred Roberts,10.7,BOS
Alvin Robertson,18.5,SAS
Cliff Robinson,15.1,PHI
Dennis Rodman,15.5,DET
Tree Rollins,12.0,ATL
John Salley,11.9,DET
Ralph Sampson,15.4,HOU
Mike Sanders,14.4,PHO
Danny Schayes,13.4,DEN
Detlef Schrempf,13.7,DAL
Byron Scott,16.0,LAL
Brad Sellers,13.4,CHI
Jerry Sichting,9.4,BOS
Jack Sikma,16.0,MIL
Derek Smith,13.1,SAC
Larry Smith,14.2,GSW
Rory Sparrow,11.2,NYK
Steve Stipanovich,15.9,IND
John Stockton,19.0,UTA
Jon Sundvold,14.5,SAS
Roy Tarpley,15.2,DAL
Terry Teagle,13.2,GSW
Reggie Theus,17.9,SAC
Isiah Thomas,18.8,DET
LaSalle Thompson,15.7,SAC
Mychal Thompson,14.6,SAS
Otis Thorpe,18.0,SAC
Wayman Tisdale,16.3,IND
Andrew Toney,14.3,PHI
Kelly Tripucka,13.0,UTA
Trent Tucker,15.4,NYK
Jeff Turner,9.1,NJN
Terry Tyler,12.8,SAC
Darnell Valentine,14.5,LAC
Kiki Vandeweghe,19.2,POR
Jay Vincent,13.2,WSB
Darrell Walker,15.8,DEN
Kenny Walker,13.3,NYK
Pearl Washington,11.5,NJN
Mark West,11.5,CLE
Ennis Whatley,14.0,WSB
Rory White,10.8,LAC
Dominique Wilkins,23.5,ATL
Gerald Wilkins,16.2,NYK
Buck Williams,17.6,NJN
Herb Williams,14.1,IND
Hot Rod Williams,16.2,CLE
John Williams,15.5,WSB
Kevin Willis,17.4,ATL
David Wingate,11.9,PHI
Randy Wittman,13.0,ATL
Leon Wood,11.1,NJN
Mike Woodson,13.9,LAC
Orlando Woolridge,17.6,NJN
James Worthy,18.4,LAL
Danny Young,12.8,SEA
