name,per,team
Eddie Johnson,18.4,SEA
Kevin Johnson,23.7,PHO
Magic Johnson,25.1,LAL
Vinnie Johnson,12.8,DET
Charles Jones,9.4,WSB
Michael Jordan,31.6,CHI
Shawn Kemp,17.6,SEA
Jerome Kersey,15.6,POR
Alec Kessler,8.4,MIA
Bo Kimble,7.7,LAC
Bernard King,19.1,WSB
Stacey King,10.2,CHI
Greg Kite,7.4,ORL
Jon Koncak,8.4,ATL
Bill Laimbeer,14.2,DET
Jerome Lane,12.8,DEN
Andrew Lang,13.6,PHO
Jim Les,13.7,SAC
Cliff Levingston,11.5,CHI
Reggie Lewis,16.2,BOS
Marcus Liberty,10.4,DEN
Alton Lister,10.7,GSW
Brad Lohaus,11.9,MIL
Grant Long,12.2,MIA
Rick Mahorn,11.8,PHI
Dan Majerle,16.9,PHO
Jeff Malone,14.4,UTA
Karl Malone,24.8,UTA
Moses Malone,18.2,ATL
Danny Manning,16.9,LAC
Jeff Martin,10.0,LAC
Vernon Maxwell,13.5,HOU
Travis Mays,12.3,SAC
George McCloud,7.9,IND
Rodney McCray,14.6,DAL
Xavier McDaniel,14.7,PHO
Kevin McHale,21.2,BOS
Derrick McKey,15.7,SEA
Nate McMillan,13.9,SEA
Reggie Miller,21.2,IND
Sam Mitchell,12.3,MIN
Sidney Moncrief,11.2,ATL
Chris Morris,14.7,NJN
John Morton,12.2,CLE
Chris Mullin,21.4,GSW
Tod Murphy,10.6,MIN
Larry Nance,20.6,CLE
Johnny Newman,15.1,CHH
Ken Norman,16.4,LAC
Charles Oakley,13.6,NYK
Hakeem Olajuwon,24.3,HOU
Gerald Paddio,9.3,CLE
Robert Parish,20.6,BOS
John Paxson,14.0,CHI
Gary Payton,13.2,SEA
Sam Perkins,14.8,LAL
Chuck Person,16.1,IND
Ricky Pierce,22.7,MIL
Ed Pinckney,16.6,BOS
Scottie Pippen,20.6,CHI
Olden Polynice,12.9,LAC
Terry Porter,21.7,POR
Paul Pressey,11.4,SAS
Brian Quinnett,9.0,NYK
Blair Rasmussen,11.7,DEN
J.R. Reid,10.8,CHH
Jerry Reynolds,17.8,ORL
Glen Rice,14.1,MIA
Pooh Richardson,18.1,MIN
Mitch Richmond,17.8,GSW
Doc Rivers,16.2,ATL
Fred Roberts,13.4,MIL
Alvin Robertson,18.6,MIL
Clifford Robinson,14.1,POR
David Robinson,27.4,SAS
Dennis Rodman,13.9,DET
John Salley,13.6,DET
Mike Sanders,8.4,IND
Danny Schayes,14.8,MIL
Detlef Schrempf,18.6,IND
Byron Scott,14.2,LAL
Dennis Scott,13.0,ORL
Rony Seikaly,15.2,MIA
Brian Shaw,15.5,BOS
Jack Sikma,13.7,MIL
Lionel Simmons,15.4,SAC
Scott Skiles,17.8,ORL
Charles Smith,17.6,LAC
Kenny Smith,18.3,HOU
Larry Smith,10.3,HOU
Otis Smith,17.2,ORL
Rik Smits,14.9,IND
Rory Sparrow,12.4,SAC
Felton Spencer,13.8,MIN
John Starks,14.3,NYK
John Stockton,23.4,UTA
Rod Strickland,16.2,SAS
Terry Teagle,12.8,LAL
Reggie Theus,14.2,NJN
Isiah Thomas,17.4,DET
Billy Thompson,11.3,MIA
LaSalle Thompson,11.2,IND
Mychal Thompson,9.6,LAL
Otis Thorpe,17.2,HOU
Sedale Threatt,15.5,SEA
Wayman Tisdale,17.6,SAC
Tom Tolbert,10.1,GSW
Kelly Tripucka,13.5,CHH
Trent Tucker,11.7,NYK
Andre Turner,12.8,PHI
Jeff Turner,9.7,ORL
Darnell Valentine,13.5,CLE
Kiki Vandeweghe,14.4,NYK
Loy Vaught,12.1,LAC
Darrell Walker,12.4,WSB
Spud Webb,16.6,ATL
Bill Wennington,11.0,SAC
Mark West,14.6,PHO
Randy White,10.8,DAL
Dominique Wilkins,23.5,ATL
Gerald Wilkins,13.3,NYK
Buck Williams,14.3,POR
Herb Williams,13.1,DAL
Hot Rod Williams,14.9,CLE
Micheal Williams,19.5,IND
Reggie Williams,14.6,DEN
Kevin Willis,15.3,ATL
Joe Wolf,10.1,DEN
David Wood,9.6,HOU
Orlando Woolridge,19.5,DEN
Haywoode Workman,11.5,WSB
James Worthy,18.1,LAL
