name,per,team
Mahmoud Abdul-Rauf,12.2,DEN
Mark Acres,9.2,ORL
Michael Adams,22.3,DEN
Mark Aguirre,16.7,DET
Danny Ainge,17.0,POR
Nick Anderson,15.1,ORL
Ron Anderson,15.5,PHI
Willie Anderson,13.0,SAS
B.J. Armstrong,14.8,CHI
Thurl Bailey,12.5,UTA
Charles Barkley,28.9,PHI
John Battle,16.4,ATL
Benoit Benjamin,15.2,LAC
Larry Bird,19.7,BOS
Rolando Blackman,16.6,DAL
Mookie Blaylock,13.1,NJN
Muggsy Bogues,15.4,CHH
Manute Bol,8.4,PHI
Sam Bowie,14.1,NJN
Randy Breuer,11.4,MIN
Frank Brickowski,16.4,MIL
Chucky Brown,12.0,CLE
Dee Brown,13.2,BOS
Mike Brown,9.6,UTA
Willie Burton,11.5,MIA
Michael Cage,12.0,SEA
Tony Campbell,16.6,MIN
Antoine Carr,18.3,SAC
Bill Cartwright,11.5,CHI
Terry Catledge,14.5,ORL
Duane Causwell,13.0,SAC
Tom Chambers,16.2,PHO
Rex Chapman,15.1,CHH
Maurice Cheeks,14.2,NYK
Derrick Coleman,17.6,NJN
Bimbo Coles,10.4,MIA
Anthony Cook,10.7,DEN
Tyrone Corbin,16.6,MIN
Terry Cummings,16.3,SAS
Dell Curry,17.0,CHH
Brad Daugherty,19.9,CLE
Brad Davis,10.3,DAL
Walter Davis,17.1,DEN
Vlade Divac,17.7,LAL
James Donaldson,12.3,DAL
Sherman Douglas,18.0,MIA
Greg Dreiling,8.7,IND
Clyde Drexler,22.1,POR
Kevin Duckworth,12.7,POR
Chris Dudley,12.6,NJN
Joe Dumars,18.0,DET
Ledell Eackles,12.9,WSB
Mark Eaton,9.5,UTA
Blue Edwards,10.4,UTA
James Edwards,12.7,DET
Kevin Edwards,13.7,MIA
Craig Ehlo,12.0,CLE
Sean Elliott,14.2,SAS
Pervis Ellison,15.9,WSB
A.J. English,10.6,WSB
Alex English,12.2,DAL
Patrick Ewing,23.7,NYK
Duane Ferrell,12.4,ATL
Danny Ferry,10.9,CLE
Vern Fleming,17.2,IND
Sleepy Floyd,16.1,HOU
Kevin Gamble,16.3,BOS
Winston Garland,12.1,LAC
Kenny Gattison,14.4,CHH
Kendall Gill,15.4,CHH
Armen Gilliam,14.3,PHI
Mike Gminski,14.7,CHH
Gary Grant,12.1,LAC
Harvey Grant,16.5,WSB
Horace Grant,17.6,CHI
Jeff Grayer,11.8,MIL
A.C. Green,13.8,LAL
Rickey Green,13.1,PHI
Sidney Green,11.6,SAS
Dave Greenwood,7.8,SAS
Darrell Griffith,8.6,UTA
Jack Haley,11.8,NJN
Tom Hammonds,9.6,WSB
Tim Hardaway,20.9,GSW
Derek Harper,19.4,DAL
Ron Harper,14.5,LAC
Hersey Hawkins,19.4,PHI
Rod Higgins,13.4,GSW
Tyrone Hill,10.5,GSW
Jeff Hornacek,17.8,PHO
Jay Humphries,17.4,MIL
Mark Jackson,18.2,NYK
Buck Johnson,12.9,HOU
