name,per,team
LaMarcus Aldridge,18.5,POR
Ray Allen,16.4,BOS
Tony Allen,10.7,BOS
Rafer Alston,13.2,HOU
Carmelo Anthony,21.1,DEN
Carlos Arroyo,12.8,ORL
Kelenna Azubuike,13.5,GSW
Leandro Barbosa,15.8,PHO
Andrea Bargnani,10.6,TOR
Matt Barnes,12.9,GSW
Brandon Bass,15.9,DAL
Shane Battier,11.7,HOU
Charlie Bell,10.9,MIL
Raja Bell,10.5,PHO
Mike Bibby,14.9,ATL
Andris Biedrins,19.2,GSW
Chauncey Billups,23.6,DET
Steve Blake,12.0,POR
Andray Blatche,15.5,WAS
Mark Blount,11.4,MIA
Keith Bogans,10.9,ORL
Andrew Bogut,17.5,MIL
Josh Boone,14.8,NJN
Carlos Boozer,21.9,UTA
Chris Bosh,23.8,TOR
Bruce Bowen,7.0,SAS
Corey Brewer,8.3,MIN
Ronnie Brewer,18.4,UTA
Devin Brown,11.3,CLE
Kobe Bryant,24.2,LAL
Caron Butler,20.7,WAS
Andrew Bynum,22.6,LAL
Jose Calderon,20.5,TOR
Marcus Camby,17.2,DEN
Rodney Carney,12.1,PHI
Matt Carroll,10.7,CHA
Anthony Carter,12.8,DEN
Vince Carter,18.8,NJN
Tyson Chandler,17.5,NOH
Josh Childress,17.8,ATL
Nick Collison,15.0,SEA
Mike Conley,12.6,MEM
Daequan Cook,7.9,MIA
Jamal Crawford,16.0,NYK
Eddy Curry,15.0,NYK
Samuel Dalembert,15.6,PHI
Erick Dampier,15.3,DAL
Antonio Daniels,13.7,WAS
Marquis Daniels,11.6,IND
Baron Davis,19.8,GSW
Ricky Davis,12.0,MIA
Carlos Delfino,13.6,TOR
Luol Deng,17.0,CHI
Boris Diaw,12.0,PHO
Dan Dickau,12.5,LAC
Travis Diener,12.2,IND
Keyon Dooling,14.1,ORL
Jared Dudley,13.6,CHA
Chris Duhon,11.1,CHI
Tim Duncan,24.4,SAS
Mike Dunleavy,17.3,IND
Kevin Durant,15.8,SEA
Monta Ellis,19.0,GSW
Maurice Evans,14.0,ORL
Reggie Evans,11.0,PHI
Jordan Farmar,15.4,LAL
Raymond Felton,13.8,CHA
Michael Finley,11.4,SAS
Derek Fisher,13.8,LAL
T.J. Ford,20.3,TOR
Jeff Foster,15.7,IND
Randy Foye,12.7,MIN
Channing Frye,14.8,POR
Francisco Garcia,15.1,SAC
Kevin Garnett,25.3,BOS
Pau Gasol,20.1,MEM
Rudy Gay,17.4,MEM
Daniel Gibson,11.7,CLE
Manu Ginobili,24.3,SAS
Ryan Gomes,15.7,MIN
Drew Gooden,12.5,CLE
Ben Gordon,16.4,CHI
Danny Granger,16.7,IND
Jeff Green,9.8,SEA
Willie Green,12.8,PHI
Richard Hamilton,18.2,DET
Matt Harpring,14.1,UTA
Al Harrington,15.6,GSW
Devin Harris,18.0,DAL
Udonis Haslem,12.7,MIA
Chuck Hayes,11.2,HOU
Jarvis Hayes,13.0,DET
