name,per,team
Kareem Abdul-Jabbar,23.6,LAL
Alvan Adams,16.8,PHO
Mark Aguirre,20.5,DAL
Danny Ainge,13.2,BOS
J.J. Anderson,14.2,UTA
Richard Anderson,10.4,SDC
Tiny Archibald,12.3,BOS
James Bailey,16.0,HOU
Greg Ballard,16.8,WSB
Gene Banks,16.7,SAS
Larry Bird,24.1,BOS
Otis Birdsong,15.1,NJN
Rolando Blackman,17.0,DAL
Ron Brewer,11.8,GSW
Junior Bridgeman,16.1,MIL
Michael Brooks,15.2,SDC
Fred Brown,17.7,SEA
Joe Bryant,10.4,HOU
Quinn Buckner,11.5,BOS
Marty Byrnes,9.6,IND
Kenny Carr,13.7,POR
Joe Barry Carroll,20.1,GSW
Butch Carter,14.9,IND
Bill Cartwright,19.0,NYK
Harvey Catchings,9.8,MIL
Tom Chambers,15.1,SDC
Maurice Cheeks,18.6,PHI
Don Collins,15.5,WSB
Lester Conner,14.0,GSW
Darwin Cook,14.3,NJN
Michael Cooper,13.5,LAL
Wayne Cooper,12.4,POR
Dave Corzine,15.1,CHI
Dave Cowens,12.6,MIL
Pat Cummings,14.6,DAL
Terry Cummings,22.8,SDC
Quintin Dailey,14.1,CHI
Brad Davis,17.9,DAL
Charles Davis,13.1,WSB
Johnny Davis,16.8,ATL
Walter Davis,19.1,PHO
Darryl Dawkins,13.2,NJN
James Donaldson,15.6,SEA
John Drew,19.6,UTA
Larry Drew,18.1,KCK
Mike Dunleavy,14.0,SAS
T.R. Dunn,11.4,DEN
John Duren,8.2,IND
Mark Eaton,11.0,UTA
Jerry Eaves,13.0,UTA
Franklin Edwards,14.2,PHI
Alex English,24.1,DEN
Julius Erving,23.1,PHI
Phil Ford,10.6,MIL
World B. Free,19.3,CLE
Bill Garnett,15.0,DAL
George Gervin,20.5,SAS
Artis Gilmore,21.2,SAS
Mike Glenn,15.1,ATL
Mike Gminski,18.4,NJN
Glen Gondrezick,13.5,DEN
Rickey Green,17.2,UTA
Dave Greenwood,13.0,CHI
Darrell Griffith,15.8,UTA
Ernie Grunfeld,8.9,NYK
Bill Hanzlik,10.6,DEN
Elvin Hayes,14.7,HOU
Steve Hayes,8.2,CLE
Gerald Henderson,12.1,BOS
Rod Higgins,12.7,CHI
Johnny High,8.6,PHO
Craig Hodges,10.3,SDC
Lionel Hollins,12.8,SDC
Phil Hubbard,13.9,CLE
Geoff Huston,12.6,CLE
Marc Iavaroni,7.3,PHI
Dan Issel,21.6,DEN
Tracy Jackson,11.9,CHI
Clemon Johnson,16.8,IND
Dennis Johnson,14.8,PHO
Eddie Johnson,16.0,ATL
Eddie Johnson,15.9,KCK
Frank Johnson,12.9,WSB
George Johnson,12.7,IND
Magic Johnson,23.0,LAL
Marques Johnson,21.1,MIL
Mickey Johnson,16.1,NJN
Steve Johnson,18.1,KCK
Vinnie Johnson,17.6,DET
Bobby Jones,16.4,PHI
Caldwell Jones,12.3,HOU
Edgar Jones,13.5,DET
Clark Kellogg,20.3,IND
Greg Kelser,14.7,SEA
Albert King,15.6,NJN
Bernard King,20.3,NYK
Billy Knight,18.7,IND
Sam Lacey,6.5,CLE
Bill Laimbeer,16.6,DET
Allen Leavell,15.8,HOU
Ronnie Lester,13.4,CHI
Fat Lever,14.8,POR
Alton Lister,13.8,MIL
Lewis Lloyd,17.1,GSW
John Long,10.8,DET
Maurice Lucas,16.1,PHO
Rudy Macklin,10.9,ATL
Kyle Macy,16.1,PHO
Rick Mahorn,11.6,WSB
Moses Malone,25.1,PHI
Wes Matthews,11.9,ATL
Cedric Maxwell,14.7,BOS
Bob McAdoo,20.6,LAL
Kevin McHale,17.6,BOS
Billy McKinney,13.2,DEN
Tom McMillen,10.8,ATL
Joe Meriweather,12.8,KCK
Mike Mitchell,16.9,SAS
Sidney Moncrief,22.6,MIL
Johnny Moore,17.5,SAS
Calvin Murphy,14.8,HOU
Larry Nance,18.7,PHO
Calvin Natt,19.0,POR
Ed Nealy,11.6,KCK
Kurt Nimphius,12.5,DAL
Norm Nixon,13.9,LAL
Mark Olberding,11.0,CHI
Louis Orr,13.3,NYK
Robert Parish,23.0,BOS
Jim Paxson,20.1,POR
Ben Poquette,13.4,UTA
Paul Pressey,12.8,MIL
Kurt Rambis,14.1,LAL
Kelvin Ransey,15.7,DAL
Clint Richardson,11.4,PHI
Micheal Ray Richardson,13.6,GSW
Micheal Ray Richardson,14.2,NJN
Cliff Robinson,17.5,CLE
Truck Robinson,10.7,NYK
