name,per,team
Tariq Abdul-Wahad,11.8,SAC
Shareef Abdur-Rahim,20.7,VAN
Ray Allen,18.9,MIL
Kenny Anderson,16.7,BOS
Nick Anderson,15.3,ORL
Shandon Anderson,12.8,UTA
Darrell Armstrong,22.2,ORL
Isaac Austin,12.0,ORL
Vin Baker,12.5,SEA
Charles Barkley,23.1,HOU
Dana Barros,17.7,BOS
Brent Barry,12.9,CHI
Tony Battie,15.5,BOS
Travis Best,14.1,IND
Mike Bibby,14.8,VAN
Chauncey Billups,15.1,DEN
Mookie Blaylock,16.7,ATL
Shawn Bradley,19.6,DAL
Chucky Brown,11.6,CHH
Dee Brown,13.9,TOR
P.J. Brown,15.8,MIA
Randy Brown,12.6,CHI
Kobe Bryant,18.9,LAL
Mark Bryant,12.1,CHI
Jud Buechler,12.2,DET
Elden Campbell,19.4,CHH
Vince Carter,19.6,TOR
Rex Chapman,11.8,PHO
Calbert Cheaney,8.8,WAS
Chris Childs,11.1,NYK
Doug Christie,16.9,TOR
Derrick Coleman,15.6,CHH
Bimbo Coles,14.8,GSW
Tyrone Corbin,11.4,ATL
Terry Cummings,16.2,GSW
Michael Curry,8.7,MIL
Erick Dampier,11.8,GSW
Antonio Davis,16.7,IND
Dale Davis,16.6,IND
Hubert Davis,10.9,DAL
Vinny Del Negro,12.3,MIL
Bison Dele,15.8,DET
Michael Dickerson,11.5,HOU
Vlade Divac,18.0,SAC
Joe Dumars,15.1,DET
Tim Duncan,23.2,SAS
Howard Eisley,11.7,UTA
Mario Elie,14.5,SAS
Sean Elliott,12.6,SAS
Dale Ellis,13.1,SEA
Patrick Ewing,19.4,NYK
Danny Ferry,11.0,CLE
Michael Finley,19.2,DAL
Derek Fisher,12.1,LAL
Danny Fortson,18.7,DEN
Kevin Garnett,22.4,MIN
Dean Garrett,13.6,MIN
Matt Geiger,17.1,PHI
Kendall Gill,14.8,NJN
Brian Grant,17.0,POR
Horace Grant,13.3,ORL
Tom Gugliotta,20.0,PHO
Anfernee Hardaway,16.7,ORL
Tim Hardaway,18.8,MIA
Derek Harper,12.8,LAL
Ron Harper,14.7,CHI
Matt Harpring,13.0,ORL
Hersey Hawkins,14.0,SEA
Alan Henderson,16.0,ATL
Cedric Henderson,9.9,CLE
Grant Hill,23.9,DET
Jeff Hornacek,17.8,UTA
Allan Houston,13.1,NYK
Juwan Howard,17.1,WAS
Lindsey Hunter,13.9,DET
Allen Iverson,22.2,PHI
Jim Jackson,13.1,POR
Mark Jackson,17.9,IND
Antawn Jamison,16.6,GSW
Avery Johnson,14.0,SAS
Ervin Johnson,14.5,MIL
Larry Johnson,14.6,NYK
Eddie Jones,19.8,CHH
Shawn Kemp,23.6,CLE
Jason Kidd,22.5,PHO
Kerry Kittles,13.5,NJN
Brevin Knight,16.6,CLE
Toni Kukoc,18.6,CHI
Grant Long,15.6,ATL
Felipe Lopez,11.8,VAN
George Lynch,12.8,PHI
Dan Majerle,10.2,MIA
Karl Malone,25.6,UTA
Danny Manning,15.4,PHO
Stephon Marbury,21.8,NJN
Donyell Marshall,16.9,GSW
Tony Massenburg,15.9,VAN
Vernon Maxwell,12.6,SAC
George McCloud,13.6,PHO
Antonio McDyess,21.7,DEN
Tracy McGrady,20.6,TOR
Ron Mercer,13.5,BOS
Reggie Miller,18.7,IND
Chris Mills,13.0,GSW
Sam Mitchell,14.1,MIN
Cuttino Mobley,12.2,HOU
Alonzo Mourning,24.6,MIA
Chris Mullin,18.1,IND
Lamond Murray,14.3,LAC
Dikembe Mutombo,18.8,ATL
Steve Nash,10.9,DAL
Tyrone Nesby,17.0,LAC
Shaquille O'Neal,30.6,LAL
Charles Oakley,10.8,TOR
Hakeem Olajuwon,23.1,HOU
Michael Olowokandi,11.8,LAC
Greg Ostertag,12.8,UTA
Cherokee Parks,9.5,VAN
Gary Payton,23.1,SEA
Wesley Person,14.4,CLE
Bobby Phills,14.4,CHH
Eric Piatkowski,15.3,LAC
Paul Pierce,19.2,BOS
Scottie Pippen,16.8,HOU
Olden Polynice,11.8,SEA
Terry Porter,16.9,MIA
Theo Ratliff,16.9,PHI
Mitch Richmond,15.5,WAS
Isaiah Rider,13.7,POR
Clifford Robinson,18.3,PHO
David Robinson,24.9,SAS
Glenn Robinson,19.7,MIL
Jalen Rose,14.4,IND
Bryon Russell,14.1,UTA
Arvydas Sabonis,20.4,POR
Detlef Schrempf,18.4,SEA
Dickey Simpkins,13.4,CHI
Joe Smith,16.6,MIN
Michael Smith,14.3,VAN
Steve Smith,17.9,ATL
Rik Smits,20.2,IND
Eric Snow,12.9,PHI
Latrell Sprewell,16.7,NYK
Jerry Stackhouse,15.2,DET
John Starks,13.9,GSW
Bryant Stith,10.0,DEN
John Stockton,21.9,UTA
Peja Stojakovic,13.5,SAC
Damon Stoudamire,14.7,POR
Rod Strickland,20.2,WAS
Maurice Taylor,15.2,LAC
Kurt Thomas,13.1,NYK
Otis Thorpe,15.0,WAS
Gary Trent,20.8,DAL
Nick Van Exel,16.7,DEN
Keith Van Horn,19.6,NJN
Antoine Walker,17.0,BOS
Ben Wallace,16.2,WAS
Rasheed Wallace,16.7,POR
Charlie Ward,13.2,NYK
Clarence Weatherspoon,17.0,MIA
Chris Webber,19.5,SAC
David Wesley,16.9,CHH
Alvin Williams,10.4,TOR
Jason Williams,12.8,SAC
Jayson Williams,14.5,NJN
Jerome Williams,18.2,DET
Walt Williams,16.3,POR
Corliss Williamson,14.7,SAC
Kevin Willis,15.6,TOR
Lorenzen Wright,14.7,LAC
