name,per,team
Mahmoud Abdul-Rauf,18.6,DEN
Derrick Alston,11.8,PHI
Ashraf Amaya,11.8,VAN
Kenny Anderson,19.8,NJN
Kenny Anderson,19.2,CHH
Nick Anderson,16.5,ORL
Willie Anderson,11.9,TOR
Greg Anthony,18.6,VAN
B.J. Armstrong,17.3,GSW
Vincent Askew,11.9,SEA
Keith Askins,10.0,MIA
Stacey Augmon,15.9,ATL
Anthony Avent,6.9,VAN
Vin Baker,18.4,MIL
Charles Barkley,24.8,PHO
Dana Barros,15.6,BOS
Brent Barry,15.9,LAC
Benoit Benjamin,14.6,MIL
David Benoit,12.2,UTA
Mookie Blaylock,18.9,ATL
Anthony Bowie,10.4,ORL
Shawn Bradley,16.1,NJN
Terrell Brandon,25.2,CLE
Chucky Brown,13.7,HOU
Dee Brown,13.7,BOS
P.J. Brown,12.6,NJN
Mark Bryant,13.1,HOU
Michael Cage,14.1,CLE
Elden Campbell,18.0,LAL
Antoine Carr,10.6,UTA
Sam Cassell,16.8,HOU
Duane Causwell,9.9,SAC
Cedric Ceballos,22.1,LAL
Rex Chapman,13.0,MIA
Calbert Cheaney,13.0,WSB
Chris Childs,16.4,NJN
Bimbo Coles,13.0,MIA
Terry Cummings,13.9,MIL
Dell Curry,16.8,CHH
Antonio Davis,13.9,IND
Dale Davis,14.3,IND
Hubert Davis,14.8,NYK
Todd Day,14.1,BOS
Terry Dehere,16.7,LAC
Vinny Del Negro,15.6,SAS
Bison Dele,17.0,LAC
Vlade Divac,17.4,LAL
Sherman Douglas,15.2,MIL
Clyde Drexler,20.0,HOU
Chris Dudley,12.2,POR
Joe Dumars,13.7,DET
Tony Dumas,15.2,DAL
Ledell Eackles,12.5,WSB
Tyus Edney,12.7,SAC
Blue Edwards,11.9,VAN
Kevin Edwards,9.8,NJN
Craig Ehlo,13.7,ATL
Mario Elie,14.6,HOU
Sean Elliott,16.3,SAS
Dale Ellis,14.7,DEN
LaPhonso Ellis,12.1,DEN
Pervis Ellison,13.1,BOS
Patrick Ewing,20.9,NYK
Danny Ferry,14.2,CLE
Michael Finley,14.0,PHO
Vern Fleming,11.3,NJN
Rick Fox,16.1,BOS
Kevin Gamble,8.8,MIA
Kevin Garnett,15.8,MIN
Matt Geiger,14.2,CHH
Kendall Gill,15.3,CHH
Armen Gilliam,17.6,NJN
Brian Grant,15.8,SAC
Harvey Grant,10.4,POR
Horace Grant,17.9,ORL
A.C. Green,12.9,PHO
Tom Gugliotta,16.9,MIN
Tom Hammonds,11.2,DEN
Anfernee Hardaway,24.6,ORL
Tim Hardaway,18.5,GSW
Tim Hardaway,19.1,MIA
Derek Harper,13.9,NYK
Ron Harper,14.4,CHI
Lucious Harris,15.5,DAL
Hersey Hawkins,16.1,SEA
Alan Henderson,12.9,ATL
Grant Hill,20.9,DET
Jeff Hornacek,19.1,UTA
Robert Horry,13.7,HOU
Allan Houston,15.7,DET
Juwan Howard,17.0,WSB
Lindsey Hunter,11.2,DET
Bobby Hurley,6.5,SAC
Jim Jackson,16.6,DAL
Mark Jackson,15.9,IND
Avery Johnson,16.3,SAS
Eddie Johnson,13.1,IND
Ervin Johnson,13.1,SEA
Kevin Johnson,22.8,PHO
Larry Johnson,19.8,CHH
Eddie Jones,17.0,LAL
Popeye Jones,13.4,DAL
Michael Jordan,29.4,CHI
Adam Keefe,13.8,UTA
Shawn Kemp,22.6,SEA
Steve Kerr,15.2,CHI
Jerome Kersey,13.1,GSW
Jason Kidd,17.8,DAL
