name,per,team
Chris King,10.8,VAN
Jon Koncak,7.1,ORL
Toni Kukoc,20.4,CHI
Christian Laettner,18.0,MIN
Andrew Lang,12.4,ATL
Tim Legler,15.9,WSB
Grant Long,16.2,ATL
Luc Longley,11.9,CHI
George Lynch,11.4,LAL
Don MacLean,15.7,DEN
Dan Majerle,15.1,CLE
Karl Malone,26.0,UTA
Sarunas Marciulionis,16.7,SAC
Anthony Mason,15.8,NYK
Vernon Maxwell,13.9,PHI
Lee Mayberry,11.2,MIL
George McCloud,15.9,DAL
Antonio McDyess,15.6,DEN
Jim McIlvaine,9.7,WSB
Derrick McKey,14.2,IND
Aaron McKie,13.4,POR
Nate McMillan,12.9,SEA
Loren Meyer,9.4,DAL
Oliver Miller,16.2,TOR
Reggie Miller,20.1,IND
Chris Mills,15.2,CLE
Terry Mills,15.2,DET
Greg Minor,14.0,BOS
Sam Mitchell,13.0,MIN
Eric Montross,10.6,BOS
Chris Morris,15.8,UTA
Alonzo Mourning,22.7,MIA
Chris Mullin,16.7,GSW
Eric Murdock,16.9,VAN
Gheorghe Muresan,21.0,WSB
Lamond Murray,11.1,LAC
Tracy Murray,16.8,TOR
Dikembe Mutombo,17.1,DEN
Johnny Newman,11.5,MIL
Ed O'Bannon,9.2,NJN
Shaquille O'Neal,26.4,ORL
Charles Oakley,15.1,NYK
Hakeem Olajuwon,25.5,HOU
Billy Owens,14.8,MIA
Robert Pack,19.3,WSB
Robert Parish,13.0,CHH
Gary Payton,19.6,SEA
Anthony Peeler,14.1,LAL
Will Perdue,13.7,SAS
Sam Perkins,15.4,SEA
Elliot Perry,16.2,PHO
Chuck Person,13.6,SAS
Wesley Person,12.6,PHO
Bobby Phills,16.8,CLE
Ricky Pierce,14.8,IND
Ed Pinckney,14.6,TOR
Scottie Pippen,21.0,CHI
Olden Polynice,15.8,SAC
Terry Porter,15.4,MIN
Brent Price,17.5,WSB
Dino Radja,18.0,BOS
Theo Ratliff,14.0,DET
Eldridge Recasner,12.3,HOU
Bryant Reeves,13.4,VAN
Glen Rice,17.8,CHH
Pooh Richardson,14.5,LAC
Mitch Richmond,19.2,SAC
Isaiah Rider,15.6,MIN
Doc Rivers,9.6,SAS
Alvin Robertson,12.7,TOR
Clifford Robinson,16.3,POR
David Robinson,29.4,SAS
Glenn Robinson,15.9,MIL
James Robinson,10.6,POR
Dennis Rodman,13.6,CHI
Carlos Rogers,13.9,TOR
Rodney Rogers,13.5,LAC
Jalen Rose,14.3,DEN
Trevor Ruffin,14.8,PHI
Arvydas Sabonis,24.7,POR
Detlef Schrempf,17.3,SEA
Byron Scott,13.0,VAN
Dennis Scott,16.1,ORL
Malik Sealy,13.8,LAC
Rony Seikaly,14.2,GSW
Brian Shaw,10.2,ORL
Joe Smith,17.2,GSW
Kenny Smith,12.5,HOU
Michael Smith,14.2,SAC
Steve Smith,16.6,ATL
Rik Smits,19.0,IND
Felton Spencer,10.4,UTA
Latrell Sprewell,15.9,GSW
Jerry Stackhouse,14.8,PHI
John Starks,14.2,NYK
Bryant Stith,13.9,DEN
John Stockton,21.9,UTA
Damon Stoudamire,16.7,TOR
Rod Strickland,19.1,POR
Bob Sura,15.0,CLE
Zan Tabak,12.4,TOR
Kurt Thomas,13.5,MIA
Otis Thorpe,15.7,DET
Sedale Threatt,13.2,LAL
Wayman Tisdale,16.4,PHO
Gary Trent,12.4,POR
Nick Van Exel,15.9,LAL
Loy Vaught,16.7,LAC
Rasheed Wallace,11.8,WSB
Clarence Weatherspoon,17.1,PHI
Bill Wennington,11.0,CHI
David Wesley,18.5,BOS
Doug West,7.6,MIN
Buck Williams,12.3,POR
Eric Williams,13.3,BOS
Hot Rod Williams,12.4,PHO
Jayson Williams,16.4,NJN
Lorenzo Williams,9.6,DAL
Walt Williams,16.2,SAC
Kevin Willis,12.1,MIA
Joe Wolf,9.0,ORL
Haywoode Workman,10.2,IND
Sharone Wright,14.5,PHI
