name,per,team
Kareem Abdul-Jabbar,25.3,LAL
Tom Abernethy,11.0,GSW
Alvan Adams,19.2,PHO
Tiny Archibald,15.3,BOS
Greg Ballard,18.1,WSB
Mike Bantom,13.7,IND
Rick Barry,14.8,HOU
Kent Benson,13.3,MIL
Henry Bibby,11.1,PHI
Larry Bird,20.5,BOS
Otis Birdsong,18.5,KCK
Ron Boone,12.5,UTA
Tom Boswell,14.6,UTA
Winford Boynes,13.1,NJN
Dudley Bradley,13.5,IND
Mike Bratz,11.6,PHO
Jim Brewer,11.3,POR
Ron Brewer,13.2,POR
Junior Bridgeman,17.1,MIL
Allan Bristow,16.6,UTA
Fred Brown,16.4,SEA
Joe Bryant,11.1,SDC
Quinn Buckner,16.5,MIL
Don Buse,10.7,PHO
Austin Carr,14.3,CLE
Kenny Carr,16.3,CLE
M.L. Carr,14.6,BOS
Bill Cartwright,17.9,NYK
Harvey Catchings,10.9,MIL
Maurice Cheeks,15.9,PHI
Jim Chones,11.3,LAL
Jim Cleamons,10.7,WSB
Michael Cooper,12.5,LAL
Wayne Cooper,14.8,GSW
Hollis Copeland,11.0,NYK
Dave Cowens,14.8,BOS
Charlie Criss,11.5,ATL
Bob Dandridge,14.8,WSB
Adrian Dantley,24.3,UTA
Johnny Davis,13.6,IND
Walter Davis,21.3,PHO
Darryl Dawkins,14.6,PHI
Larry Demic,7.4,NYK
Coby Dietrick,12.1,CHI
Leon Douglas,11.4,DET
John Drew,17.8,ATL
Terry Duerod,11.7,DET
Mike Dunleavy,12.9,HOU
T.R. Dunn,12.5,POR
James Edwards,17.6,IND
Alex English,17.7,IND
Julius Erving,25.4,PHI
Mike Evans,9.8,SAS
Chris Ford,13.0,BOS
Phil Ford,16.5,KCK
World B. Free,22.7,SDC
Terry Furlow,16.0,UTA
Mike Gale,13.3,SAS
Gary Garland,10.2,DEN
George Gervin,24.0,SAS
Artis Gilmore,19.9,CHI
Jack Givens,11.5,ATL
Glen Gondrezick,16.7,DEN
Dave Greenwood,16.2,CHI
Kevin Grevey,13.7,WSB
Paul Griffin,13.2,SAS
Bob Gross,12.0,POR
Ernie Grunfeld,10.9,KCK
Roy Hamilton,9.1,DET
James Hardy,11.8,UTA
Joe Hassett,13.0,IND
Steve Hawes,16.2,ATL
Elvin Hayes,17.2,WSB
Spencer Haywood,13.9,LAL
Gar Heard,11.5,PHO
Gerald Henderson,12.7,BOS
Tom Henderson,9.7,HOU
Johnny High,10.1,PHO
Armond Hill,9.2,ATL
Phil Hubbard,13.7,DET
Kim Hughes,11.5,DEN
Dan Issel,22.2,DEN
Abdul Jeelani,18.7,POR
Clemon Johnson,13.9,IND
Dennis Johnson,15.9,SEA
Eddie Johnson,18.0,ATL
George Johnson,11.8,NJN
George Johnson,15.0,DEN
John Johnson,13.3,SEA
Magic Johnson,20.6,LAL
Marques Johnson,22.0,MIL
Mickey Johnson,20.3,IND
Ollie Johnson,12.3,CHI
Bobby Jones,18.5,PHI
Caldwell Jones,9.7,PHI
Dwight Jones,14.9,CHI
Major Jones,10.3,HOU
Eddie Jordan,14.4,NJN
Rich Kelley,13.8,NJN
Greg Kelser,16.1,DET
Larry Kenon,17.2,SAS
Reggie King,13.5,KCK
Billy Knight,18.0,IND
Toby Knight,16.4,NYK
Sam Lacey,14.9,KCK
Tom LaGarde,10.8,SEA
John Lambert,10.4,CLE
Mark Landsberger,15.3,CHI
Bob Lanier,20.3,DET
Allen Leavell,15.1,HOU
John Long,16.4,DET
John Lucas,15.3,GSW
Maurice Lucas,13.8,POR
Moses Malone,24.1,HOU
Cedric Maxwell,19.0,BOS
Scott May,14.9,CHI
Bob McAdoo,16.3,DET
Jim McElroy,11.4,DET
George McGinnis,15.6,DEN
Billy McKinney,13.4,KCK
Tom McMillen,14.2,ATL
Joe Meriweather,12.2,NYK
Dave Meyers,13.3,MIL
Mike Mitchell,19.1,CLE
Steve Mix,19.5,PHI
Sidney Moncrief,15.9,MIL
Eric Money,11.7,DET
Calvin Murphy,16.8,HOU
Swen Nater,17.2,SDC
Calvin Natt,15.9,NJN
Mike Newlin,17.7,NJN
Norm Nixon,14.9,LAL
Mark Olberding,12.4,SAS
Tom Owens,18.1,POR
Robert Parish,20.0,GSW
Sonny Parker,16.2,GSW
Billy Paultz,14.7,SAS
Jim Paxson,9.1,POR
Ben Poquette,14.0,UTA
Kevin Porter,13.1,WSB
Clifford Ray,11.3,GSW
Robert Reid,15.3,HOU
Kevin Restani,13.9,SAS
Micheal Ray Richardson,17.8,NYK
Rick Robey,15.4,BOS
Cliff Robinson,17.0,NJN
Truck Robinson,15.3,PHO
Bill Robinzine,15.3,KCK
Dave Robisch,17.2,CLE
John Roche,13.9,DEN
Tree Rollins,18.9,ATL
Dan Roundfield,19.7,ATL
Campy Russell,16.2,CLE
Alvin Scott,9.9,PHO
Charlie Scott,7.4,DEN
Lonnie Shelton,16.8,SEA
Purvis Short,19.1,GSW
Jack Sikma,16.5,SEA
James Silas,16.7,SAS
Paul Silas,8.2,SEA
Bingo Smith,11.4,SDC
Phil Smith,14.6,GSW
Randy Smith,15.2,CLE
Willie Smith,12.2,CLE
Ricky Sobers,12.5,CHI
Brian Taylor,13.9,SDC
Reggie Theus,17.0,CHI
David Thompson,19.0,DEN
Rudy Tomjanovich,14.2,HOU
Raymond Townsend,9.6,GSW
Dave Twardzik,13.9,POR
Terry Tyler,14.2,DET
Wes Unseld,15.4,WSB
Jan Van Breda Kolff,9.5,NJN
Foots Walker,15.3,CLE
Lloyd Walton,9.6,MIL
Kermit Washington,18.2,POR
Richard Washington,12.3,MIL
Nick Weatherspoon,9.3,SDC
Scott Wedman,16.9,KCK
Paul Westphal,21.1,PHO
Jo Jo White,11.2,GSW
Sidney Wicks,8.5,SDC
Bob Wilkerson,10.9,DEN
Jamaal Wilkes,17.6,LAL
Duck Williams,8.6,UTA
Freeman Williams,19.4,SDC
Gus Williams,20.6,SEA
Ray Williams,21.6,NYK
Bill Willoughby,12.7,CLE
Brian Winters,14.8,MIL
Larry Wright,13.3,WSB
