name,per,team
Shareef Abdur-Rahim,19.8,ATL
Courtney Alexander,13.6,WAS
Ray Allen,21.6,MIL
Derek Anderson,15.5,POR
Kenny Anderson,13.6,BOS
Shandon Anderson,8.0,NYK
Gilbert Arenas,17.0,GSW
Darrell Armstrong,16.7,ORL
Chucky Atkins,14.5,DET
Stacey Augmon,11.5,CHH
Vin Baker,14.1,SEA
Brent Barry,19.3,SEA
Jon Barry,17.7,DET
Tony Battie,14.5,BOS
Shane Battier,13.9,MEM
Jonathan Bender,10.6,IND
Mike Bibby,14.9,SAC
Chauncey Billups,17.6,MIN
Corie Blount,10.2,PHI
Bruce Bowen,8.2,SAS
Ryan Bowen,11.4,DEN
Elton Brand,23.6,LAC
P.J. Brown,15.1,CHH
Kobe Bryant,23.2,LAL
Rodney Buford,10.1,MEM
Marcus Camby,15.1,NYK
Elden Campbell,19.5,CHH
Anthony Carter,8.9,MIA
Vince Carter,20.5,TOR
Sam Cassell,21.3,MIL
Kelvin Cato,15.0,HOU
Tyson Chandler,13.0,CHI
Calbert Cheaney,10.3,DEN
Chris Childs,8.8,TOR
Doug Christie,15.2,SAC
Keon Clark,16.7,TOR
Speedy Claxton,12.6,PHI
Derrick Coleman,16.2,PHI
Jarron Collins,11.5,UTA
Jason Collins,10.7,NJN
Austin Croshere,14.3,IND
Eddy Curry,14.4,CHI
Michael Curry,6.2,DET
Erick Dampier,11.3,GSW
Antonio Daniels,13.4,SAS
Antonio Davis,14.8,TOR
Baron Davis,18.2,CHH
Dale Davis,16.6,POR
Hubert Davis,10.7,WAS
Ricky Davis,15.9,CLE
Vlade Divac,17.0,SAC
Predrag Drobnjak,12.7,SEA
Tim Duncan,27.0,SAS
LaPhonso Ellis,9.1,MIA
Michael Finley,17.6,DAL
Derek Fisher,14.0,LAL
Marcus Fizer,14.2,CHI
Danny Fortson,15.9,GSW
Jeff Foster,12.9,IND
Rick Fox,11.3,LAL
Adonal Foyle,12.5,GSW
Steve Francis,19.1,HOU
Kevin Garnett,23.8,MIN
Pat Garrity,12.3,ORL
Pau Gasol,19.5,MEM
Devean George,12.6,LAL
Kendall Gill,7.6,MIA
Dion Glover,13.1,ATL
Brian Grant,12.7,MIA
Horace Grant,13.9,ORL
Adrian Griffin,14.2,DAL
Eddie Griffin,13.8,HOU
Tom Gugliotta,9.7,PHO
Darvin Ham,9.7,MIL
Richard Hamilton,16.9,WAS
Anfernee Hardaway,13.9,PHO
Tim Hardaway,13.4,DAL
Matt Harpring,14.1,PHI
Al Harrington,14.3,IND
Othella Harrington,13.0,NYK
Lucious Harris,15.7,NJN
Trenton Hassell,10.4,CHI
Brendan Haywood,13.7,WAS
Fred Hoiberg,12.2,CHI
Robert Horry,14.5,LAL
Eddie House,11.6,MIA
Allan Houston,15.2,NYK
Juwan Howard,15.1,DAL
Troy Hudson,15.3,ORL
Larry Hughes,15.4,GSW
Lindsey Hunter,9.4,LAL
Zydrunas Ilgauskas,17.4,CLE
Allen Iverson,21.9,PHI
Bobby Jackson,17.3,SAC
Jim Jackson,11.3,MIA
Mark Jackson,16.3,NYK
Antawn Jamison,17.1,GSW
Richard Jefferson,13.4,NJN
Avery Johnson,17.3,DEN
DerMarr Johnson,11.3,ATL
Ervin Johnson,8.6,MIL
Joe Johnson,12.0,BOS
Damon Jones,11.2,DET
Eddie Jones,17.5,MIA
Jumaine Jones,13.2,CLE
Popeye Jones,14.4,WAS
Michael Jordan,20.7,WAS
Shawn Kemp,12.1,POR
Jason Kidd,19.1,NJN
Andrei Kirilenko,18.8,UTA
Kerry Kittles,16.1,NJN
Brevin Knight,14.9,MEM
Toni Kukoc,14.4,ATL
Christian Laettner,13.7,WAS
Raef LaFrentz,18.9,DEN
Voshon Lenard,14.5,DEN
Rashard Lewis,18.5,SEA
Grant Long,7.7,MEM
Tyronn Lue,13.7,WAS
Todd MacCulloch,17.7,NJN
Corey Maggette,14.3,LAC
Jamaal Magloire,18.8,CHH
Dan Majerle,10.3,PHO
Karl Malone,21.1,UTA
Stephon Marbury,18.1,PHO
Shawn Marion,19.8,PHO
Donyell Marshall,19.2,UTA
Kenyon Martin,14.5,NJN
Jamal Mashburn,16.9,CHH
Anthony Mason,12.9,MIL
Desmond Mason,13.4,SEA
Tony Massenburg,11.4,MEM
George McCloud,9.8,DEN
Tracy McGrady,25.1,ORL
Jeff McInnis,13.8,LAC
Aaron McKie,15.8,PHI
Ron Mercer,10.8,CHI
Chris Mihm,10.0,CLE
Darius Miles,14.4,LAC
Andre Miller,21.8,CLE
Brad Miller,19.6,CHI
Mike Miller,15.0,ORL
Reggie Miller,16.5,IND
Chris Mills,12.3,GSW
Cuttino Mobley,16.7,HOU
Nazr Mohammed,14.0,ATL
Terence Morris,9.5,HOU
Hanno Mottola,8.4,ATL
Alonzo Mourning,18.9,MIA
Troy Murphy,10.3,GSW
Lamond Murray,16.7,CLE
Dikembe Mutombo,16.0,PHI
Lee Nailon,14.4,CHH
Eduardo Najera,14.8,DAL
Steve Nash,20.7,DAL
Tyrone Nesby,13.1,WAS
Rasho Nesterovic,12.9,MIN
Ira Newble,11.5,ATL
Moochie Norris,13.1,HOU
Dirk Nowitzki,24.1,DAL
Jermaine O'Neal,18.1,IND
Shaquille O'Neal,29.7,LAL
Charles Oakley,6.6,CHI
Hakeem Olajuwon,14.4,TOR
Kevin Ollie,11.2,CHI
Michael Olowokandi,12.4,LAC
Greg Ostertag,12.7,UTA
Bo Outlaw,11.4,PHO
Scott Padgett,15.4,UTA
Tony Parker,11.7,SAS
Ruben Patterson,18.8,POR
Gary Payton,22.9,SEA
Anthony Peeler,12.2,MIN
Wesley Person,16.3,CLE
Morris Peterson,15.3,TOR
Eric Piatkowski,13.8,LAC
Paul Pierce,22.3,BOS
Scottie Pippen,14.9,POR
Scot Pollard,15.0,SAC
Terry Porter,13.9,SAS
James Posey,12.9,DEN
Vitaly Potapenko,11.4,BOS
Joel Przybilla,10.2,MIL
Vladimir Radmanovic,12.7,SEA
Zeljko Rebraca,16.2,DET
Michael Redd,20.0,MIL
Jason Richardson,13.8,GSW
Quentin Richardson,17.4,LAC
Clifford Robinson,13.5,DET
David Robinson,20.3,SAS
Glenn Robinson,19.1,MIL
Rodney Rogers,17.8,PHO
Jalen Rose,15.7,IND
Jalen Rose,18.4,CHI
Malik Rose,16.4,SAS
Bryon Russell,9.8,UTA
Brian Skinner,11.3,CLE
Charles Smith,13.2,SAS
Joe Smith,16.0,MIN
Steve Smith,13.9,SAS
Eric Snow,14.7,PHI
Latrell Sprewell,13.7,NYK
Jerry Stackhouse,19.0,DET
DeShawn Stevenson,8.2,UTA
John Stockton,21.9,UTA
Peja Stojakovic,19.3,SAC
Damon Stoudamire,14.7,POR
Erick Strickland,12.9,BOS
Rod Strickland,15.6,MIA
Bob Sura,17.1,GSW
Stromile Swift,17.2,MEM
Wally Szczerbiak,17.1,MIN
Jason Terry,19.2,ATL
