name,per,team
Quincy Acy,11.9,NYK
Steven Adams,14.1,OKC
Arron Afflalo,11.7,DEN
LaMarcus Aldridge,22.8,POR
Lavoy Allen,14.9,IND
Tony Allen,14.6,MEM
Al-Farouq Aminu,14.4,DAL
Chris Andersen,16.1,MIA
Alan Anderson,10.6,BRK
Ryan Anderson,15.6,NOP
Giannis Antetokounmpo,14.8,MIL
Carmelo Anthony,21.5,NYK
Pero Antic,9.5,ATL
Trevor Ariza,12.7,HOU
Omer Asik,15.5,NOP
D.J. Augustin,15.8,DET
Jose Barea,15.1,DAL
Harrison Barnes,13.4,GSW
Matt Barnes,11.3,LAC
Brandon Bass,16.3,BOS
Nicolas Batum,13.1,POR
Jerryd Bayless,11.1,MIL
Aron Baynes,15.9,SAS
Kent Bazemore,9.7,ATL
Bradley Beal,14.0,WAS
Marco Belinelli,12.4,SAS
Patrick Beverley,11.3,HOU
Bismack Biyombo,15.2,CHO
Steve Blake,9.5,POR
Eric Bledsoe,18.4,PHO
Bojan Bogdanovic,11.6,BRK
Andrew Bogut,15.8,GSW
Trevor Booker,15.3,UTA
Carlos Boozer,16.4,LAL
Chris Bosh,19.8,MIA
Avery Bradley,11.5,BOS
Corey Brewer,14.0,HOU
Aaron Brooks,14.4,CHI
Kobe Bryant,17.6,LAL
Chase Budinger,12.2,MIN
Trey Burke,12.6,UTA
Caron Butler,9.3,DET
Jimmy Butler,21.3,CHI
Rasual Butler,11.4,WAS
Jose Calderon,11.3,NYK
Kentavious Caldwell-Pope,11.2,DET
DeMarre Carroll,15.9,ATL
Vince Carter,9.6,MEM
Michael Carter-Williams,12.8,PHI
Omri Casspi,14.4,SAC
Mario Chalmers,11.7,MIA
Tyson Chandler,20.1,DAL
Wilson Chandler,13.2,DEN
Jordan Clarkson,16.9,LAL
Norris Cole,9.9,MIA
Darren Collison,17.5,SAC
Nick Collison,11.2,OKC
Mike Conley,18.6,MEM
DeMarcus Cousins,25.2,SAC
Robert Covington,14.7,PHI
Jamal Crawford,16.6,LAC
Jae Crowder,14.1,BOS
Dante Cunningham,8.9,NOP
Stephen Curry,28.0,GSW
Anthony Davis,30.8,NOP
Ed Davis,20.0,LAL
Matthew Dellavedova,8.5,CLE
Luol Deng,15.5,MIA
DeMar DeRozan,17.4,TOR
Boris Diaw,12.7,SAS
Gorgui Dieng,17.2,MIN
Goran Dragic,16.7,PHO
Andre Drummond,21.4,DET
Jared Dudley,12.3,MIL
Tim Duncan,22.6,SAS
Mike Dunleavy,11.6,CHI
Wayne Ellington,11.6,LAL
Monta Ellis,16.5,DAL
