name,per,team
James Ennis,11.5,MIA
Tyreke Evans,17.7,NOP
Dante Exum,5.7,UTA
Kenneth Faried,18.4,DEN
Derrick Favors,21.8,UTA
Evan Fournier,12.4,ORL
Randy Foye,11.0,DEN
Channing Frye,9.5,ORL
Danilo Gallinari,16.8,DEN
Langston Galloway,12.3,NYK
Marc Gasol,21.7,MEM
Pau Gasol,22.7,CHI
Rudy Gay,19.7,SAC
Taj Gibson,16.1,CHI
Manu Ginobili,16.2,SAS
Rudy Gobert,21.6,UTA
Eric Gordon,12.7,NOP
Marcin Gortat,18.2,WAS
Jerami Grant,8.7,PHI
Danny Green,16.5,SAS
Draymond Green,16.4,GSW
Gerald Green,15.4,PHO
Jeff Green,14.6,BOS
Jeff Green,14.2,MEM
Blake Griffin,22.8,LAC
Tyler Hansbrough,13.3,TOR
Tim Hardaway,12.1,NYK
James Harden,26.7,HOU
Devin Harris,14.8,DAL
Tobias Harris,16.7,ORL
Spencer Hawes,9.8,LAC
Gordon Hayward,20.2,UTA
Gerald Henderson,13.2,CHO
John Henson,18.0,MIL
Roy Hibbert,15.4,IND
J.J. Hickson,14.3,DEN
Nene Hilario,14.3,WAS
George Hill,21.5,IND
Jordan Hill,16.2,LAL
Solomon Hill,10.2,IND
Kirk Hinrich,6.8,CHI
Jrue Holiday,18.8,NOP
Rodney Hood,12.3,UTA
Al Horford,21.4,ATL
Dwight Howard,19.2,HOU
Kris Humphries,15.4,WAS
Serge Ibaka,16.6,OKC
Andre Iguodala,12.3,GSW
Ersan Ilyasova,16.8,MIL
Joe Ingles,9.6,UTA
Kyrie Irving,21.5,CLE
Jarrett Jack,14.6,BRK
Reggie Jackson,15.6,OKC
LeBron James,25.9,CLE
Al Jefferson,19.7,CHO
Richard Jefferson,11.3,DAL
Brandon Jennings,19.7,DET
Amir Johnson,15.4,TOR
James Johnson,17.9,TOR
Joe Johnson,14.1,BRK
Wesley Johnson,11.1,LAL
DeAndre Jordan,21.0,LAC
Cory Joseph,15.5,SAS
Chris Kaman,17.3,POR
Enes Kanter,17.5,UTA
Ryan Kelly,8.6,LAL
Michael Kidd-Gilchrist,15.1,CHO
Brandon Knight,18.5,MIL
Kyle Korver,14.8,ATL
Kosta Koufos,14.2,MEM
Carl Landry,14.9,SAC
Shane Larkin,10.9,NYK
Zach LaVine,11.3,MIN
Ty Lawson,18.5,DEN
Courtney Lee,11.5,MEM
Alex Len,13.5,PHO
Kawhi Leonard,22.0,SAS
Damian Lillard,20.7,POR
Jeremy Lin,15.6,LAL
Shaun Livingston,12.9,GSW
Brook Lopez,22.7,BRK
Robin Lopez,16.2,POR
Kevin Love,18.8,CLE
Kyle Lowry,19.3,TOR
Ian Mahinmi,10.8,IND
Shawn Marion,11.0,CLE
Kevin Martin,16.7,MIN
Wesley Matthews,16.1,POR
O.J. Mayo,13.5,MIL
Luc Mbah a Moute,10.6,PHI
Ray McCallum,12.5,SAC
K.J. McDaniels,10.8,PHI
Ben McLemore,10.4,SAC
Jodie Meeks,14.1,DET
Khris Middleton,15.6,MIL
C.J. Miles,14.1,IND
Paul Millsap,20.0,ATL
Nikola Mirotic,17.9,CHI
Greg Monroe,21.2,DET
Marcus Morris,13.7,PHO
Markieff Morris,15.8,PHO
Anthony Morrow,14.8,OKC
Donatas Motiejunas,14.4,HOU
Timofey Mozgov,18.7,CLE
Shabazz Napier,9.3,MIA
Joakim Noah,15.3,CHI
Nerlens Noel,15.0,PHI
Dirk Nowitzki,19.2,DAL
Jusuf Nurkic,14.8,DEN
Victor Oladipo,15.9,ORL
Kelly Olynyk,15.9,BOS
Zaza Pachulia,15.6,MIL
Tony Parker,15.9,SAS
Chandler Parsons,16.3,DAL
Patrick Patterson,14.6,TOR
Chris Paul,26.0,LAC
Elfrid Payton,13.8,ORL
Paul Pierce,15.2,WAS
Mason Plumlee,18.0,BRK
Miles Plumlee,13.1,PHO
Quincy Pondexter,11.1,NOP
Otto Porter,11.6,WAS
Zach Randolph,19.5,MEM
J.J. Redick,16.2,LAC
Andre Roberson,9.1,OKC
Brian Roberts,11.7,CHO
Rajon Rondo,12.4,DAL
Derrick Rose,15.9,CHI
Terrence Ross,11.2,TOR
Damjan Rudez,8.2,IND
Robert Sacre,10.9,LAL
JaKarr Sampson,9.4,PHI
Dennis Schroder,15.7,ATL
Luis Scola,16.8,IND
Mike Scott,15.1,ATL
Kevin Seraphin,12.5,WAS
Henry Sims,14.5,PHI
Kyle Singler,9.4,DET
Donald Sloan,13.1,IND
Marcus Smart,11.0,BOS
J.R. Smith,14.5,CLE
Jason Smith,12.0,NYK
Josh Smith,15.2,HOU
Tony Snell,10.2,CHI
Marreese Speights,19.5,GSW
Tiago Splitter,18.9,SAS
Nik Stauskas,7.5,SAC
Lance Stephenson,8.8,CHO
Rodney Stuckey,15.4,IND
Jared Sullinger,17.9,BOS
Jeff Teague,20.6,ATL
Jason Terry,11.4,HOU
Isaiah Thomas,19.7,PHO
Lance Thomas,8.6,NYK
Hollis Thompson,10.9,PHI
Jason Thompson,10.2,SAC
Klay Thompson,20.8,GSW
Tristan Thompson,15.6,CLE
Anthony Tolliver,11.8,DET
P.J. Tucker,12.5,PHO
Evan Turner,12.8,BOS
Beno Udrih,15.4,MEM
Jonas Valanciunas,20.6,TOR
Greivis Vasquez,12.6,TOR
Nikola Vucevic,21.5,ORL
Dwyane Wade,21.4,MIA
Dion Waiters,10.1,OKC
Kemba Walker,17.6,CHO
John Wall,19.9,WAS
C.J. Watson,15.4,IND
David West,16.0,IND
Russell Westbrook,29.1,OKC
Hassan Whiteside,26.2,MIA
Andrew Wiggins,13.9,MIN
Deron Williams,15.7,BRK
Derrick Williams,12.8,SAC
Lou Williams,19.9,TOR
Marvin Williams,11.8,CHO
Mo Williams,14.4,MIN
Thaddeus Young,15.0,MIN
Cody Zeller,14.1,CHO
Tyler Zeller,18.9,BOS
