name,per,team
Shareef Abdur-Rahim,17.2,SAC
Ray Allen,22.2,SEA
Rafer Alston,12.6,HOU
Carmelo Anthony,22.0,DEN
Gilbert Arenas,23.8,WAS
Chucky Atkins,14.1,MEM
Marcus Banks,14.5,MIN
Leandro Barbosa,15.1,PHO
Brent Barry,14.8,SAS
Tony Battie,12.2,ORL
Shane Battier,14.7,MEM
Charlie Bell,14.7,MIL
Raja Bell,12.9,PHO
Mike Bibby,17.9,SAC
Chauncey Billups,23.4,DET
Steve Blake,14.5,POR
Mark Blount,12.0,BOS
Mark Blount,12.1,MIN
Keith Bogans,9.3,HOU
Andrew Bogut,15.2,MIL
Matt Bonner,13.7,TOR
Carlos Boozer,21.4,UTA
Chris Bosh,23.2,TOR
Bruce Bowen,9.1,SAS
Earl Boykins,15.7,DEN
Elton Brand,26.5,LAC
Primoz Brezec,15.3,CHA
Devin Brown,10.3,UTA
Kwame Brown,11.7,LAL
P.J. Brown,12.7,NOK
Kobe Bryant,28.0,LAL
Greg Buckner,11.4,DEN
Caron Butler,17.0,WAS
Rasual Butler,10.8,NOK
Jose Calderon,11.4,TOR
Marcus Camby,19.9,DEN
Matt Carroll,13.9,CHA
Vince Carter,21.6,NJN
Sam Cassell,18.5,LAC
Tyson Chandler,12.2,CHI
Josh Childress,15.8,ATL
Speedy Claxton,16.1,NOK
Jarron Collins,11.0,UTA
Jason Collins,5.5,NJN
Nick Collison,14.0,SEA
Brian Cook,15.6,LAL
Jamal Crawford,15.5,NYK
Austin Croshere,15.2,IND
Eddy Curry,17.0,NYK
Samuel Dalembert,14.2,PHI
Erick Dampier,13.9,DAL
Antonio Daniels,13.7,WAS
Marquis Daniels,14.9,DAL
Baron Davis,18.3,GSW
Ricky Davis,15.2,BOS
Ricky Davis,10.6,MIN
Luol Deng,17.3,CHI
Boris Diaw,10.4,PHO
Ike Diogu,11.5,GSW
DeSagana Diop,14.6,DAL
Juan Dixon,9.9,POR
Keyon Dooling,12.9,ORL
Chris Duhon,23.1,CHI
Tim Duncan,12.5,SAS
Mike Dunleavy,10.4,GSW
Francisco Elson,14.3,DEN
Melvin Ely,14.0,CHA
Maurice Evans,12.5,DET
Raymond Felton,12.7,CHA
Michael Finley,14.8,SAS
Derek Fisher,10.2,GSW
T.J. Ford,8.5,MIL
Jeff Foster,10.3,IND
Adonal Foyle,9.4,GSW
Steve Francis,13.4,ORL
Channing Frye,17.2,NYK
Francisco Garcia,26.8,SAC
Kevin Garnett,9.1,MIN
Pau Gasol,11.3,MEM
Devean George,9.9,LAL
Manu Ginobili,8.7,SAS
Ryan Gomes,17.6,BOS
Drew Gooden,14.5,CLE
Ben Gordon,10.2,CHI
Joey Graham,6.9,TOR
Danny Granger,6.6,IND
Orien Greene,11.6,BOS
Adrian Griffin,12.2,DAL
Eddie Griffin,16.6,MIN
Richard Hamilton,17.6,DET
Matt Harpring,16.0,UTA
Al Harrington,11.1,ATL
Devin Harris,11.8,DAL
David Harrison,7.1,IND
Udonis Haslem,9.5,MIA
Trenton Hassell,18.0,MIN
Brendan Haywood,11.2,WAS
Luther Head,12.2,HOU
Kirk Hinrich,4.2,CHI
Robert Horry,15.2,SAS
Eddie House,19.3,PHO
Dwight Howard,19.3,ORL
Josh Howard,12.5,DAL
Juwan Howard,12.2,HOU
Larry Hughes,10.3,CLE
Steven Hunter,14.8,PHI
Andre Iguodala,21.9,PHI
Zydrunas Ilgauskas,13.4,CLE
Allen Iverson,8.4,PHI
Jarrett Jack,14.6,POR
Bobby Jackson,8.2,MEM
Stephen Jackson,6.3,IND
LeBron James,19.8,CLE
Mike James,17.7,TOR
Antawn Jamison,11.7,WAS
Marko Jaric,12.9,MIN
Sarunas Jasikevicius,16.2,IND
Al Jefferson,18.9,BOS
Richard Jefferson,11.6,NJN
Jared Jeffries,20.3,WAS
Anthony Johnson,11.7,IND
Joe Johnson,10.1,ATL
Damon Jones,9.2,CLE
Eddie Jones,11.0,MEM
Fred Jones,13.2,IND
James Jones,12.1,PHO
Jumaine Jones,15.0,CHA
Chris Kaman,9.0,LAC
Viktor Khryapa,19.2,POR
Jason Kidd,20.7,NJN
Andrei Kirilenko,13.2,UTA
Brevin Knight,4.8,CHA
Kyle Korver,14.4,PHI
Nenad Krstic,11.9,NJN
Toni Kukoc,12.0,MIL
Raef LaFrentz,-4.4,BOS
David Lee,10.9,NYK
Rashard Lewis,-3.0,SEA
Shaun Livingston,7.7,LAC
Tyronn Lue,8.3,ATL
Jamaal Magloire,16.4,MIL
Stephon Marbury,23.6,NYK
Shawn Marion,17.9,PHO
Donyell Marshall,10.1,CLE
Kenyon Martin,14.8,DEN
Kevin Martin,9.2,SAC
Desmond Mason,8.0,NOK
Rashad McCants,5.9,MIN
Antonio McDyess,21.9,DET
Tracy McGrady,9.2,HOU
Keith McLeod,11.0,UTA
Chris Mihm,6.0,LAL
Darius Miles,15.2,POR
Andre Miller,17.5,DEN
Brad Miller,17.2,SAC
Mike Miller,25.6,MEM
Yao Ming,13.1,HOU
Cuttino Mobley,15.0,LAC
Nazr Mohammed,6.3,SAS
Alonzo Mourning,15.9,MIA
Troy Murphy,10.8,GSW
Ronald Murray,11.9,SEA
Ronald Murray,12.7,CLE
Eduardo Najera,23.3,DEN
Steve Nash,19.5,PHO
Jameer Nelson,11.0,ORL
Rasho Nesterovic,4.0,SAS
Andres Nocioni,10.1,CHI
Dirk Nowitzki,20.4,DAL
Jermaine O'Neal,24.4,IND
Shaquille O'Neal,9.3,MIA
Lamar Odom,14.9,LAL
Mehmet Okur,7.8,UTA
Kevin Ollie,8.3,PHI
Travis Outlaw,5.2,POR
Zaza Pachulia,12.5,ATL
Milt Palacio,9.9,UTA
Smush Parker,20.8,LAL
Tony Parker,16.4,SAS
Ruben Patterson,15.4,POR
Chris Paul,6.9,NOK
Gary Payton,13.2,MIA
Kendrick Perkins,15.3,BOS
Morris Peterson,10.4,TOR
Johan Petro,6.2,SEA
Paul Pierce,10.0,BOS
Mickael Pietrus,6.9,GSW
James Posey,7.4,MIA
Tayshaun Prince,11.8,DET
Joel Przybilla,13.6,POR
Vladimir Radmanovic,14.2,SEA
Zach Randolph,12.2,POR
Theo Ratliff,10.7,POR
Michael Redd,7.9,MIL
Jason Richardson,9.6,GSW
Quentin Richardson,16.0,NYK
Luke Ridnour,11.7,SEA
Bernard Robinson,9.6,CHA
Clifford Robinson,12.6,NJN
Nate Robinson,13.9,NYK
Jalen Rose,14.5,TOR
Malik Rose,7.4,NYK
Quinton Ross,8.1,LAC
Michael Ruffin,9.8,WAS
Kareem Rush,16.4,CHA
John Salmons,24.4,PHI
Bobby Simmons,10.5,MIL
Josh Smith,14.6,ATL
Eric Snow,13.6,CLE
Kirk Snyder,9.5,NOK
Darius Songaila,14.5,CHI
Jerry Stackhouse,16.7,DAL
DeShawn Stevenson,13.6,ORL
Peja Stojakovic,9.2,SAC
Peja Stojakovic,13.7,IND
Salim Stoudamire,13.9,ATL
Mike Sweetney,14.6,CHI
Stromile Swift,18.1,HOU
Wally Szczerbiak,15.6,MIN
Wally Szczerbiak,10.1,BOS
Maurice Taylor,18.4,NYK
Sebastian Telfair,9.8,POR
Jason Terry,13.6,DAL
Etan Thomas,4.1,WAS
Kenny Thomas,12.2,SAC
Kurt Thomas,8.5,PHO
Jamaal Tinsley,8.3,IND
Hedo Turkoglu,15.3,ORL
Keith Van Horn,7.5,DAL
Jacque Vaughn,11.0,NJN
Charlie Villanueva,5.9,TOR
Sasha Vujacic,-1.6,LAL
Dwyane Wade,14.4,MIA
Antoine Walker,17.5,MIA
Ben Wallace,17.6,DET
Gerald Wallace,-2.4,CHA
Rasheed Wallace,11.6,DET
Luke Walton,14.6,LAL
Chris Webber,16.6,PHI
Martell Webster,9.8,POR
Bonzi Wells,9.6,SAC
David Wesley,15.1,HOU
David West,7.6,NOK
Delonte West,17.3,BOS
Damien Wilkins,2.0,SEA
Deron Williams,15.0,UTA
Jason Williams,12.2,MIA
Marvin Williams,8.1,ATL
Mo Williams,12.3,MIL
Qyntel Woods,18.1,NYK
Metta World Peace,12.1,SAC
