team2Score,team1Score,team1,team2
122,115,New York Knicks,Boston Celtics
93,133,Cleveland Cavaliers,Charlotte Hornets
94,107,Detroit Pistons,Chicago Bulls
113,116,Los Angeles Lakers,Dallas Mavericks
120,117,Houston Rockets,Denver Nuggets
103,117,Milwaukee Bucks,Indiana Pacers
105,113,Atlanta Hawks,New Jersey Nets
129,110,Los Angeles Clippers,Philadelphia 76ers
120,105,Phoenix Suns,Portland Trail Blazers
97,104,Seattle SuperSonics,Utah Jazz
94,85,Charlotte Hornets,Detroit Pistons
117,104,Phoenix Suns,Golden State Warriors
113,114,Dallas Mavericks,Houston Rockets
99,105,Cleveland Cavaliers,Indiana Pacers
91,111,Los Angeles Clippers,Miami Heat
94,107,Atlanta Hawks,Milwaukee Bucks
112,102,New York Knicks,New Jersey Nets
129,115,Boston Celtics,Philadelphia 76ers
121,103,Sacramento Kings,Portland Trail Blazers
122,107,Los Angeles Lakers,San Antonio Spurs
142,141,Denver Nuggets,Seattle SuperSonics
98,111,Chicago Bulls,Washington Bullets
112,107,Indiana Pacers,Atlanta Hawks
117,105,Los Angeles Clippers,Charlotte Hornets
92,88,Miami Heat,Dallas Mavericks
102,114,Los Angeles Lakers,Golden State Warriors
120,102,San Antonio Spurs,Houston Rockets
109,101,Washington Bullets,New Jersey Nets
126,117,Chicago Bulls,New York Knicks
109,116,Detroit Pistons,Philadelphia 76ers
75,97,Seattle SuperSonics,Sacramento Kings
104,110,Chicago Bulls,Boston Celtics
108,91,Los Angeles Clippers,Cleveland Cavaliers
101,95,Atlanta Hawks,Detroit Pistons
128,110,Denver Nuggets,Los Angeles Lakers
114,103,Philadelphia 76ers,Milwaukee Bucks
111,103,Dallas Mavericks,Phoenix Suns
117,93,Miami Heat,San Antonio Spurs
108,113,Golden State Warriors,Seattle SuperSonics
105,81,Sacramento Kings,Utah Jazz
110,117,New York Knicks,Washington Bullets
135,115,Portland Trail Blazers,Denver Nuggets
106,99,Utah Jazz,Houston Rockets
107,116,Detroit Pistons,Boston Celtics
97,85,New Jersey Nets,Chicago Bulls
115,102,San Antonio Spurs,Dallas Mavericks
120,121,New York Knicks,Indiana Pacers
114,103,Seattle SuperSonics,Los Angeles Lakers
100,121,Houston Rockets,Miami Heat
107,105,Atlanta Hawks,Philadelphia 76ers
141,103,Golden State Warriors,Phoenix Suns
96,87,Charlotte Hornets,Washington Bullets
132,111,Charlotte Hornets,Atlanta Hawks
121,96,Indiana Pacers,Cleveland Cavaliers
111,71,Sacramento Kings,Dallas Mavericks
141,129,Seattle SuperSonics,Denver Nuggets
107,100,Portland Trail Blazers,Golden State Warriors
138,127,Phoenix Suns,Los Angeles Clippers
108,100,Boston Celtics,Milwaukee Bucks
97,91,Chicago Bulls,New Jersey Nets
111,101,Washington Bullets,New York Knicks
96,105,Utah Jazz,San Antonio Spurs
129,127,Sacramento Kings,Houston Rockets
132,143,Denver Nuggets,Portland Trail Blazers
96,100,Golden State Warriors,New Jersey Nets
99,106,New Jersey Nets,Charlotte Hornets
120,107,Philadelphia 76ers,Chicago Bulls
95,97,Atlanta Hawks,Cleveland Cavaliers
99,108,Detroit Pistons,Dallas Mavericks
146,148,Los Angeles Lakers,Denver Nuggets
121,126,New York Knicks,Houston Rockets
65,84,Boston Celtics,Miami Heat
125,103,Los Angeles Clippers,Portland Trail Blazers
89,119,Phoenix Suns,Sacramento Kings
108,96,Indiana Pacers,Utah Jazz
107,104,Golden State Warriors,Boston Celtics
112,101,Sacramento Kings,Los Angeles Clippers
123,110,Chicago Bulls,Philadelphia 76ers
123,104,Indiana Pacers,Phoenix Suns
88,94,Detroit Pistons,San Antonio Spurs
105,93,Charlotte Hornets,Dallas Mavericks
139,112,San Antonio Spurs,Denver Nuggets
113,107,Miami Heat,Houston Rockets
96,105,New Jersey Nets,Milwaukee Bucks
101,98,Los Angeles Lakers,Seattle SuperSonics
123,99,Portland Trail Blazers,Utah Jazz
114,108,Washington Bullets,Boston Celtics
115,112,Atlanta Hawks,Chicago Bulls
113,110,Indiana Pacers,Los Angeles Clippers
106,105,Portland Trail Blazers,Los Angeles Lakers
117,123,Golden State Warriors,Miami Heat
94,95,Cleveland Cavaliers,New Jersey Nets
137,135,New York Knicks,Philadelphia 76ers
105,121,Detroit Pistons,Phoenix Suns
111,92,Golden State Warriors,Atlanta Hawks
106,99,Milwaukee Bucks,Cleveland Cavaliers
134,107,Los Angeles Clippers,Denver Nuggets
109,98,Detroit Pistons,Houston Rockets
141,122,Philadelphia 76ers,New York Knicks
107,96,Indiana Pacers,Sacramento Kings
105,107,Charlotte Hornets,San Antonio Spurs
106,112,Dallas Mavericks,Seattle SuperSonics
134,121,Phoenix Suns,Utah Jazz
108,104,Boston Celtics,Washington Bullets
117,106,New Jersey Nets,Portland Trail Blazers
117,113,Atlanta Hawks,Houston Rockets
117,98,Los Angeles Clippers,Utah Jazz
102,114,Cleveland Cavaliers,Boston Celtics
