team2Score,team1Score,team1,team2
100,86,Orlando Magic,Charlotte Hornets
108,96,Golden State Warriors,Dallas Mavericks
107,102,Phoenix Suns,Denver Nuggets
93,98,Milwaukee Bucks,Houston Rockets
92,104,Seattle SuperSonics,Los Angeles Clippers
128,122,Detroit Pistons,Miami Heat
112,119,Indiana Pacers,New Jersey Nets
92,84,Cleveland Cavaliers,New York Knicks
89,76,Philadelphia 76ers,San Antonio Spurs
90,103,Boston Celtics,Toronto Raptors
84,91,Los Angeles Lakers,Utah Jazz
86,106,Portland Trail Blazers,Vancouver Grizzlies
94,87,Atlanta Hawks,Washington Wizards
112,101,Washington Wizards,Boston Celtics
74,84,New York Knicks,Chicago Bulls
97,90,New Jersey Nets,Cleveland Cavaliers
103,88,Vancouver Grizzlies,Los Angeles Lakers
103,94,Detroit Pistons,Orlando Magic
121,98,Los Angeles Clippers,Portland Trail Blazers
109,119,Milwaukee Bucks,Atlanta Hawks
98,89,Indiana Pacers,Charlotte Hornets
84,80,Philadelphia 76ers,Phoenix Suns
104,81,Golden State Warriors,San Antonio Spurs
106,96,Dallas Mavericks,Seattle SuperSonics
97,86,Miami Heat,Toronto Raptors
98,82,Houston Rockets,Utah Jazz
103,100,Charlotte Hornets,Boston Celtics
87,105,Miami Heat,Chicago Bulls
91,103,New York Knicks,Detroit Pistons
85,95,San Antonio Spurs,Houston Rockets
91,81,Philadelphia 76ers,Los Angeles Clippers
92,112,Toronto Raptors,New Jersey Nets
99,104,Cleveland Cavaliers,Orlando Magic
95,83,Denver Nuggets,Portland Trail Blazers
100,95,Minnesota Timberwolves,Sacramento Kings
113,97,Chicago Bulls,Atlanta Hawks
102,93,New York Knicks,Cleveland Cavaliers
97,120,Dallas Mavericks,Golden State Warriors
115,108,Boston Celtics,Indiana Pacers
121,111,Detroit Pistons,Milwaukee Bucks
114,101,Sacramento Kings,Minnesota Timberwolves
97,82,Los Angeles Lakers,Portland Trail Blazers
99,94,Utah Jazz,Seattle SuperSonics
